Período,DEPARTAMENTO,SE SINTIERON ALGUNA VEZ DISCRIMINADOS,Numero Faltas
Jul 2019 - Dic 2019,MOQUEGUA,PARA ELEGIR AUTORIDADES,33.587661743163999
Jul 2019 - Dic 2019,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.301059722900298
Jul 2019 - Dic 2019,PASCO,PARA ELEGIR AUTORIDADES,32.533489227294901
Jul 2019 - Dic 2019,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.948448181152301
Jul 2019 - Dic 2019,PIURA,PARA ELEGIR AUTORIDADES,70.297111511230398
Jul 2019 - Dic 2019,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.545753479003899
Jul 2019 - Dic 2019,PUNO,PARA ELEGIR AUTORIDADES,59.634998321533203
Jul 2019 - Dic 2019,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.002170562744098
Jul 2019 - Dic 2019,SAN MARTÍN,PARA ELEGIR AUTORIDADES,71.877624511718693
Jul 2019 - Dic 2019,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.239555358886697
Jul 2019 - Dic 2019,TACNA,PARA ELEGIR AUTORIDADES,53.6822700500488
Jul 2019 - Dic 2019,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,72.4493408203125
Jul 2019 - Dic 2019,TUMBES,PARA ELEGIR AUTORIDADES,52.167495727538999
Jul 2019 - Dic 2019,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,50.771987915038999
Jul 2019 - Dic 2019,UCAYALI,PARA ELEGIR AUTORIDADES,62.690567016601499
Jul 2019 - Dic 2019,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.581638336181598
Ago 2019 - Ene 2020,AMAZONAS,PARA ELEGIR AUTORIDADES,69.403189999999995
Ago 2019 - Ene 2020,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.971909999999994
Ago 2019 - Ene 2020,ANCASH,PARA ELEGIR AUTORIDADES,85.692490000000006
Ago 2019 - Ene 2020,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,88.039289999999994
Ago 2019 - Ene 2020,APURÍMAC,PARA ELEGIR AUTORIDADES,48.984659999999998
Ago 2019 - Ene 2020,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.719990000000003
Ago 2019 - Ene 2020,AREQUIPA,PARA ELEGIR AUTORIDADES,70.369500000000002
Ago 2019 - Ene 2020,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,75.946839999999995
Ago 2019 - Ene 2020,AYACUCHO,PARA ELEGIR AUTORIDADES,38.900590000000001
Ago 2019 - Ene 2020,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.110970000000002
Ago 2019 - Ene 2020,CAJAMARCA,PARA ELEGIR AUTORIDADES,44.063339999999997
Ago 2019 - Ene 2020,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.439850000000007
Ago 2019 - Ene 2020,CUSCO,PARA ELEGIR AUTORIDADES,51.570120000000003
Ago 2019 - Ene 2020,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,33.470529999999997
Ago 2019 - Ene 2020,HUANCAVELICA,PARA ELEGIR AUTORIDADES,64.771609999999995
Ago 2019 - Ene 2020,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,33.977249999999998
Ago 2019 - Ene 2020,HUÁNUCO,PARA ELEGIR AUTORIDADES,82.431809999999999
Ago 2019 - Ene 2020,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,83.859759999999994
Ago 2019 - Ene 2020,ICA,PARA ELEGIR AUTORIDADES,23.252559999999999
Ago 2019 - Ene 2020,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.54025
Ago 2019 - Ene 2020,JUNÍN,PARA ELEGIR AUTORIDADES,63.37744
Ago 2019 - Ene 2020,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,38.93468
Ago 2019 - Ene 2020,LA LIBERTAD,PARA ELEGIR AUTORIDADES,66.152910000000006
Ago 2019 - Ene 2020,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,74.320239999999998
Ago 2019 - Ene 2020,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,71.083259999999996
Ago 2019 - Ene 2020,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.875520000000002
Ago 2019 - Ene 2020,LIMA,PARA ELEGIR AUTORIDADES,51.207439999999998
Ago 2019 - Ene 2020,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.904589999999999
Ago 2019 - Ene 2020,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,51.075989999999997
Ago 2019 - Ene 2020,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.317689999999999
Ago 2019 - Ene 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,50.091940000000001
Ago 2019 - Ene 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.341459999999998
Ago 2019 - Ene 2020,REGION LIMA,PARA ELEGIR AUTORIDADES,54.170540000000003
Ago 2019 - Ene 2020,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.88458
Ago 2019 - Ene 2020,LORETO,PARA ELEGIR AUTORIDADES,81.153189999999995
Ago 2019 - Ene 2020,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.675179999999997
Ago 2019 - Ene 2020,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,71.439409999999995
Ago 2019 - Ene 2020,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,69.912660000000002
Ago 2019 - Ene 2020,MOQUEGUA,PARA ELEGIR AUTORIDADES,33.665840000000003
Ago 2019 - Ene 2020,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.99109
Ago 2019 - Ene 2020,PASCO,PARA ELEGIR AUTORIDADES,33.025239999999997
Ago 2019 - Ene 2020,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.705800000000004
Ago 2019 - Ene 2020,PIURA,PARA ELEGIR AUTORIDADES,69.959339999999997
Ago 2019 - Ene 2020,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.15558
Ago 2019 - Ene 2020,PUNO,PARA ELEGIR AUTORIDADES,58.984679999999997
Ago 2019 - Ene 2020,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.771120000000003
Ago 2019 - Ene 2020,SAN MARTÍN,PARA ELEGIR AUTORIDADES,72.243319999999997
Ago 2019 - Ene 2020,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.807929999999999
Ago 2019 - Ene 2020,TACNA,PARA ELEGIR AUTORIDADES,52.47748
Ago 2019 - Ene 2020,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,71.124409999999997
Ago 2019 - Ene 2020,TUMBES,PARA ELEGIR AUTORIDADES,55.4696
Ago 2019 - Ene 2020,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.195309999999999
Ago 2019 - Ene 2020,UCAYALI,PARA ELEGIR AUTORIDADES,61.688949999999998
Ago 2019 - Ene 2020,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.430289999999999
Sep 2019 - Feb 2020,AMAZONAS,PARA ELEGIR AUTORIDADES,67.737250000000003
Sep 2019 - Feb 2020,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.164450000000002
Sep 2019 - Feb 2020,ANCASH,PARA ELEGIR AUTORIDADES,86.149990000000003
Sep 2019 - Feb 2020,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,87.880330000000001
Sep 2019 - Feb 2020,APURÍMAC,PARA ELEGIR AUTORIDADES,52.709200000000003
Sep 2019 - Feb 2020,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.149230000000003
Sep 2019 - Feb 2020,AREQUIPA,PARA ELEGIR AUTORIDADES,74.63382
Sep 2019 - Feb 2020,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,76.531499999999994
Sep 2019 - Feb 2020,AYACUCHO,PARA ELEGIR AUTORIDADES,41.977739999999997
Sep 2019 - Feb 2020,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.219380000000001
Sep 2019 - Feb 2020,CAJAMARCA,PARA ELEGIR AUTORIDADES,42.074649999999998
Sep 2019 - Feb 2020,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.990380000000002
Sep 2019 - Feb 2020,CUSCO,PARA ELEGIR AUTORIDADES,50.03078
Sep 2019 - Feb 2020,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,30.3825
Sep 2019 - Feb 2020,HUANCAVELICA,PARA ELEGIR AUTORIDADES,65.892600000000002
Sep 2019 - Feb 2020,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,36.686839999999997
Sep 2019 - Feb 2020,HUÁNUCO,PARA ELEGIR AUTORIDADES,83.215149999999994
Sep 2019 - Feb 2020,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,84.894679999999994
Sep 2019 - Feb 2020,ICA,PARA ELEGIR AUTORIDADES,22.896000000000001
Sep 2019 - Feb 2020,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.61665
Sep 2019 - Feb 2020,JUNÍN,PARA ELEGIR AUTORIDADES,62.081650000000003
Sep 2019 - Feb 2020,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,38.747630000000001
Sep 2019 - Feb 2020,LA LIBERTAD,PARA ELEGIR AUTORIDADES,64.713040000000007
Sep 2019 - Feb 2020,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,75.969700000000003
Sep 2019 - Feb 2020,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,68.885930000000002
Sep 2019 - Feb 2020,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.287669999999999
Sep 2019 - Feb 2020,LIMA,PARA ELEGIR AUTORIDADES,50.129130000000004
Sep 2019 - Feb 2020,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.120530000000002
Sep 2019 - Feb 2020,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,50.132330000000003
Sep 2019 - Feb 2020,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.492179999999998
Sep 2019 - Feb 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,47.49747
Sep 2019 - Feb 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.85145
Sep 2019 - Feb 2020,REGION LIMA,PARA ELEGIR AUTORIDADES,53.640090000000001
Sep 2019 - Feb 2020,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.574779999999997
Sep 2019 - Feb 2020,LORETO,PARA ELEGIR AUTORIDADES,79.446259999999995
Sep 2019 - Feb 2020,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,77.117459999999994
Sep 2019 - Feb 2020,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,63.914529999999999
Sep 2019 - Feb 2020,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.212100000000007
Sep 2019 - Feb 2020,MOQUEGUA,PARA ELEGIR AUTORIDADES,34.3277
Sep 2019 - Feb 2020,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.43638
Sep 2019 - Feb 2020,PASCO,PARA ELEGIR AUTORIDADES,31.497949999999999
Sep 2019 - Feb 2020,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.21443
Sep 2019 - Feb 2020,PIURA,PARA ELEGIR AUTORIDADES,71.003420000000006
Sep 2019 - Feb 2020,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.270560000000003
Sep 2019 - Feb 2020,PUNO,PARA ELEGIR AUTORIDADES,59.403449999999999
Sep 2019 - Feb 2020,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.027259999999998
Sep 2019 - Feb 2020,SAN MARTÍN,PARA ELEGIR AUTORIDADES,74.150000000000006
Sep 2019 - Feb 2020,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.406100000000002
Sep 2019 - Feb 2020,TACNA,PARA ELEGIR AUTORIDADES,54.728079999999999
Sep 2019 - Feb 2020,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,71.183949999999996
Sep 2019 - Feb 2020,TUMBES,PARA ELEGIR AUTORIDADES,53.010919999999999
Sep 2019 - Feb 2020,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.87921
Sep 2019 - Feb 2020,UCAYALI,PARA ELEGIR AUTORIDADES,67.202430000000007
Sep 2019 - Feb 2020,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.49221
Oct 2019 - Mar 2020,AMAZONAS,PARA ELEGIR AUTORIDADES,70.126230000000007
Oct 2019 - Mar 2020,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.6477
Oct 2019 - Mar 2020,ANCASH,PARA ELEGIR AUTORIDADES,85.419179999999997
Oct 2019 - Mar 2020,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,86.927030000000002
Oct 2019 - Mar 2020,APURÍMAC,PARA ELEGIR AUTORIDADES,56.642629999999997
Oct 2019 - Mar 2020,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.595660000000002
Oct 2019 - Mar 2020,AREQUIPA,PARA ELEGIR AUTORIDADES,77.291139999999999
Oct 2019 - Mar 2020,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.374700000000004
Oct 2019 - Mar 2020,AYACUCHO,PARA ELEGIR AUTORIDADES,36.629159999999999
Oct 2019 - Mar 2020,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.89152
Oct 2019 - Mar 2020,CAJAMARCA,PARA ELEGIR AUTORIDADES,44.518129999999999
Oct 2019 - Mar 2020,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,66.588759999999994
Oct 2019 - Mar 2020,CUSCO,PARA ELEGIR AUTORIDADES,48.433300000000003
Oct 2019 - Mar 2020,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,33.106360000000002
Oct 2019 - Mar 2020,HUANCAVELICA,PARA ELEGIR AUTORIDADES,63.931480000000001
Oct 2019 - Mar 2020,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,32.591769999999997
Oct 2019 - Mar 2020,HUÁNUCO,PARA ELEGIR AUTORIDADES,86.700149999999994
Oct 2019 - Mar 2020,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,86.542209999999997
Oct 2019 - Mar 2020,ICA,PARA ELEGIR AUTORIDADES,22.463560000000001
Oct 2019 - Mar 2020,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.410850000000003
Oct 2019 - Mar 2020,JUNÍN,PARA ELEGIR AUTORIDADES,61.734470000000002
Oct 2019 - Mar 2020,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,40.801490000000001
Oct 2019 - Mar 2020,LA LIBERTAD,PARA ELEGIR AUTORIDADES,64.540040000000005
Oct 2019 - Mar 2020,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,75.337500000000006
Oct 2019 - Mar 2020,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,67.670259999999999
Oct 2019 - Mar 2020,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.086060000000003
Oct 2019 - Mar 2020,LIMA,PARA ELEGIR AUTORIDADES,50.3827
Oct 2019 - Mar 2020,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.350819999999999
Oct 2019 - Mar 2020,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,50.22533
Oct 2019 - Mar 2020,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.311030000000002
Oct 2019 - Mar 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,49.298290000000001
Oct 2019 - Mar 2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.830120000000001
Oct 2019 - Mar 2020,REGION LIMA,PARA ELEGIR AUTORIDADES,53.373550000000002
Oct 2019 - Mar 2020,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.023319999999998
Oct 2019 - Mar 2020,LORETO,PARA ELEGIR AUTORIDADES,78.34375
Oct 2019 - Mar 2020,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.44256
Oct 2019 - Mar 2020,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,60.655279999999998
Oct 2019 - Mar 2020,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.341380000000001
Oct 2019 - Mar 2020,MOQUEGUA,PARA ELEGIR AUTORIDADES,32.950110000000002
Oct 2019 - Mar 2020,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,58.085120000000003
Oct 2019 - Mar 2020,PASCO,PARA ELEGIR AUTORIDADES,32.75609
Oct 2019 - Mar 2020,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.365009999999998
Oct 2019 - Mar 2020,PIURA,PARA ELEGIR AUTORIDADES,72.740889999999993
Oct 2019 - Mar 2020,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.914000000000001
Oct 2019 - Mar 2020,PUNO,PARA ELEGIR AUTORIDADES,56.190480000000001
Oct 2019 - Mar 2020,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.207479999999997
Oct 2019 - Mar 2020,SAN MARTÍN,PARA ELEGIR AUTORIDADES,72.531840000000003
Oct 2019 - Mar 2020,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.204729999999998
Oct 2019 - Mar 2020,TACNA,PARA ELEGIR AUTORIDADES,56.670389999999998
Oct 2019 - Mar 2020,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,73.33672
Oct 2019 - Mar 2020,TUMBES,PARA ELEGIR AUTORIDADES,55.774540000000002
Oct 2019 - Mar 2020,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,46.443649999999998
Oct 2019 - Mar 2020,UCAYALI,PARA ELEGIR AUTORIDADES,68.721770000000006
Oct 2019 - Mar 2020,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,58.851199999999999
Oct 2020 - Mar 2021,AMAZONAS,PARA ELEGIR AUTORIDADES,61.283839999999998
Oct 2020 - Mar 2021,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.028409999999994
Oct 2020 - Mar 2021,ANCASH,PARA ELEGIR AUTORIDADES,86.522900000000007
Oct 2020 - Mar 2021,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,84.738969999999995
Oct 2020 - Mar 2021,APURÍMAC,PARA ELEGIR AUTORIDADES,41.252940000000002
Oct 2020 - Mar 2021,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.688580000000002
Oct 2020 - Mar 2021,AREQUIPA,PARA ELEGIR AUTORIDADES,71.065470000000005
Oct 2020 - Mar 2021,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,73.076899999999995
Oct 2020 - Mar 2021,AYACUCHO,PARA ELEGIR AUTORIDADES,40.60671
Oct 2020 - Mar 2021,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,68.796049999999994
Oct 2020 - Mar 2021,CAJAMARCA,PARA ELEGIR AUTORIDADES,46.312939999999998
Oct 2020 - Mar 2021,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,68.038790000000006
Oct 2020 - Mar 2021,CUSCO,PARA ELEGIR AUTORIDADES,57.325600000000001
Oct 2020 - Mar 2021,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,47.90748
Oct 2020 - Mar 2021,HUANCAVELICA,PARA ELEGIR AUTORIDADES,77.260810000000006
Oct 2020 - Mar 2021,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,26.10547
Oct 2020 - Mar 2021,HUÁNUCO,PARA ELEGIR AUTORIDADES,74.876769999999993
Oct 2020 - Mar 2021,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.255960000000002
Oct 2020 - Mar 2021,ICA,PARA ELEGIR AUTORIDADES,39.357199999999999
Oct 2020 - Mar 2021,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.27975
Oct 2020 - Mar 2021,JUNÍN,PARA ELEGIR AUTORIDADES,64.459850000000003
Oct 2020 - Mar 2021,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,39.601179999999999
Oct 2020 - Mar 2021,LA LIBERTAD,PARA ELEGIR AUTORIDADES,58.563859999999998
Oct 2020 - Mar 2021,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.658900000000003
Oct 2020 - Mar 2021,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,68.707819999999998
Oct 2020 - Mar 2021,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.13664
Oct 2020 - Mar 2021,LIMA,PARA ELEGIR AUTORIDADES,52.286479999999997
Oct 2020 - Mar 2021,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.529229999999998
Oct 2020 - Mar 2021,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,51.277839999999998
Oct 2020 - Mar 2021,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.37744
Oct 2020 - Mar 2021,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,59.315379999999998
Oct 2020 - Mar 2021,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.940100000000001
Oct 2020 - Mar 2021,REGION LIMA,PARA ELEGIR AUTORIDADES,56.751139999999999
Oct 2020 - Mar 2021,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.455390000000001
Oct 2020 - Mar 2021,LORETO,PARA ELEGIR AUTORIDADES,88.194999999999993
Oct 2020 - Mar 2021,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,68.579549999999998
Oct 2020 - Mar 2021,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,39.974409999999999
Oct 2020 - Mar 2021,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.461609999999993
Oct 2020 - Mar 2021,MOQUEGUA,PARA ELEGIR AUTORIDADES,34.748379999999997
Oct 2020 - Mar 2021,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.018650000000001
Oct 2020 - Mar 2021,PASCO,PARA ELEGIR AUTORIDADES,30.10717
Oct 2020 - Mar 2021,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.926169999999999
Oct 2020 - Mar 2021,PIURA,PARA ELEGIR AUTORIDADES,75.174329999999998
Oct 2020 - Mar 2021,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.057099999999998
Oct 2020 - Mar 2021,PUNO,PARA ELEGIR AUTORIDADES,56.881659999999997
Oct 2020 - Mar 2021,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,66.627619999999993
Oct 2020 - Mar 2021,SAN MARTÍN,PARA ELEGIR AUTORIDADES,63.038670000000003
Oct 2020 - Mar 2021,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,75.459959999999995
Oct 2020 - Mar 2021,TACNA,PARA ELEGIR AUTORIDADES,56.947380000000003
Oct 2020 - Mar 2021,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.458300000000001
Oct 2020 - Mar 2021,TUMBES,PARA ELEGIR AUTORIDADES,51.526809999999998
Oct 2020 - Mar 2021,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.697299999999998
Oct 2020 - Mar 2021,UCAYALI,PARA ELEGIR AUTORIDADES,59.090260000000001
Oct 2020 - Mar 2021,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.593800000000002
Nov 2020 - Abr 2021,AMAZONAS,PARA ELEGIR AUTORIDADES,66.196029999999993
Nov 2020 - Abr 2021,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.100669999999994
Nov 2020 - Abr 2021,ANCASH,PARA ELEGIR AUTORIDADES,87.956599999999995
Nov 2020 - Abr 2021,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,86.594759999999994
Nov 2020 - Abr 2021,APURÍMAC,PARA ELEGIR AUTORIDADES,46.054139999999997
