Período,DEPARTAMENTO,SE SINTIERON ALGUNA VEZ DISCRIMINADOS,Numero Faltas
Feb 2017 - Jul 2017,HUÁNUCO,PARA ELEGIR AUTORIDADES,75.65934
Feb 2017 - Jul 2017,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,80.162509999999997
Feb 2017 - Jul 2017,ICA,PARA ELEGIR AUTORIDADES,41.909709999999997
Feb 2017 - Jul 2017,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.802050000000001
Feb 2017 - Jul 2017,JUNÍN,PARA ELEGIR AUTORIDADES,57.156120000000001
Feb 2017 - Jul 2017,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.47466
Feb 2017 - Jul 2017,LA LIBERTAD,PARA ELEGIR AUTORIDADES,54.842930000000003
Feb 2017 - Jul 2017,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,70.854810000000001
Feb 2017 - Jul 2017,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,47.277650000000001
Feb 2017 - Jul 2017,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.868409999999997
Feb 2017 - Jul 2017,LIMA,PARA ELEGIR AUTORIDADES,43.651919999999997
Feb 2017 - Jul 2017,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,50.462420000000002
Feb 2017 - Jul 2017,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,42.798909999999999
Feb 2017 - Jul 2017,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.809229999999999
Feb 2017 - Jul 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,53.082160000000002
Feb 2017 - Jul 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,51.538119999999999
Feb 2017 - Jul 2017,REGION LIMA,PARA ELEGIR AUTORIDADES,43.329360000000001
Feb 2017 - Jul 2017,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.130110000000002
Feb 2017 - Jul 2017,LORETO,PARA ELEGIR AUTORIDADES,85.735119999999995
Feb 2017 - Jul 2017,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,80.677220000000005
Feb 2017 - Jul 2017,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,39.982860000000002
Feb 2017 - Jul 2017,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,39.480809999999998
Feb 2017 - Jul 2017,MOQUEGUA,PARA ELEGIR AUTORIDADES,33.819369999999999
Feb 2017 - Jul 2017,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.685490000000001
Feb 2017 - Jul 2017,PASCO,PARA ELEGIR AUTORIDADES,29.866879999999998
Feb 2017 - Jul 2017,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.891840000000002
Feb 2017 - Jul 2017,PIURA,PARA ELEGIR AUTORIDADES,74.656270000000006
Feb 2017 - Jul 2017,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,48.21208
Feb 2017 - Jul 2017,PUNO,PARA ELEGIR AUTORIDADES,60.765560000000001
Feb 2017 - Jul 2017,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,58.941000000000003
Feb 2017 - Jul 2017,SAN MARTÍN,PARA ELEGIR AUTORIDADES,63.117629999999998
Feb 2017 - Jul 2017,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.54372
Feb 2017 - Jul 2017,TACNA,PARA ELEGIR AUTORIDADES,72.65401
Feb 2017 - Jul 2017,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,73.488140000000001
Feb 2017 - Jul 2017,TUMBES,PARA ELEGIR AUTORIDADES,42.719320000000003
Feb 2017 - Jul 2017,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.510339999999999
Feb 2017 - Jul 2017,UCAYALI,PARA ELEGIR AUTORIDADES,55.985469999999999
Feb 2017 - Jul 2017,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,58.655430000000003
Mar 2017 - Ago 2017,AMAZONAS,PARA ELEGIR AUTORIDADES,77.618719999999996
Mar 2017 - Ago 2017,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,73.993759999999995
Mar 2017 - Ago 2017,ANCASH,PARA ELEGIR AUTORIDADES,83.149730000000005
Mar 2017 - Ago 2017,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,78.828599999999994
Mar 2017 - Ago 2017,APURÍMAC,PARA ELEGIR AUTORIDADES,47.812519999999999
Mar 2017 - Ago 2017,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.395180000000003
Mar 2017 - Ago 2017,AREQUIPA,PARA ELEGIR AUTORIDADES,63.93177
Mar 2017 - Ago 2017,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.27664
Mar 2017 - Ago 2017,AYACUCHO,PARA ELEGIR AUTORIDADES,46.262079999999997
Mar 2017 - Ago 2017,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.015909999999998
Mar 2017 - Ago 2017,CAJAMARCA,PARA ELEGIR AUTORIDADES,42.414450000000002
Mar 2017 - Ago 2017,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.376629999999999
Mar 2017 - Ago 2017,CUSCO,PARA ELEGIR AUTORIDADES,56.973979999999997
Mar 2017 - Ago 2017,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,39.069009999999999
Mar 2017 - Ago 2017,HUANCAVELICA,PARA ELEGIR AUTORIDADES,73.093919999999997
Mar 2017 - Ago 2017,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,27.293980000000001
Mar 2017 - Ago 2017,HUÁNUCO,PARA ELEGIR AUTORIDADES,78.542379999999994
Mar 2017 - Ago 2017,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,81.807019999999994
Mar 2017 - Ago 2017,ICA,PARA ELEGIR AUTORIDADES,41.650069999999999
Mar 2017 - Ago 2017,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.846269999999997
Mar 2017 - Ago 2017,JUNÍN,PARA ELEGIR AUTORIDADES,58.597659999999998
Mar 2017 - Ago 2017,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,50.01153
Mar 2017 - Ago 2017,LA LIBERTAD,PARA ELEGIR AUTORIDADES,53.275970000000001
Mar 2017 - Ago 2017,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,68.480310000000003
Mar 2017 - Ago 2017,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,49.331780000000002
Mar 2017 - Ago 2017,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.038649999999997
Mar 2017 - Ago 2017,LIMA,PARA ELEGIR AUTORIDADES,47.3279
Mar 2017 - Ago 2017,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,50.076549999999997
Mar 2017 - Ago 2017,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,46.548139999999997
Mar 2017 - Ago 2017,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.671190000000003
Mar 2017 - Ago 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,55.439660000000003
Mar 2017 - Ago 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,48.316160000000004
Mar 2017 - Ago 2017,REGION LIMA,PARA ELEGIR AUTORIDADES,47.525080000000003
Mar 2017 - Ago 2017,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.387180000000001
Mar 2017 - Ago 2017,LORETO,PARA ELEGIR AUTORIDADES,83.165779999999998
Mar 2017 - Ago 2017,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,76.443209999999993
Mar 2017 - Ago 2017,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,38.640799999999999
Mar 2017 - Ago 2017,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,37.84498
Mar 2017 - Ago 2017,MOQUEGUA,PARA ELEGIR AUTORIDADES,35.167650000000002
Mar 2017 - Ago 2017,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.926009999999998
Mar 2017 - Ago 2017,PASCO,PARA ELEGIR AUTORIDADES,30.934100000000001
Mar 2017 - Ago 2017,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.984769999999997
Mar 2017 - Ago 2017,PIURA,PARA ELEGIR AUTORIDADES,74.472830000000002
Mar 2017 - Ago 2017,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,51.145499999999998
Mar 2017 - Ago 2017,PUNO,PARA ELEGIR AUTORIDADES,60.416870000000003
Mar 2017 - Ago 2017,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.02834
Mar 2017 - Ago 2017,SAN MARTÍN,PARA ELEGIR AUTORIDADES,64.36533
Mar 2017 - Ago 2017,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.981729999999999
Mar 2017 - Ago 2017,TACNA,PARA ELEGIR AUTORIDADES,73.800719999999998
Mar 2017 - Ago 2017,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,70.393540000000002
Mar 2017 - Ago 2017,TUMBES,PARA ELEGIR AUTORIDADES,42.013840000000002
Mar 2017 - Ago 2017,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.153590000000001
Mar 2017 - Ago 2017,UCAYALI,PARA ELEGIR AUTORIDADES,56.051070000000003
Mar 2017 - Ago 2017,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.603439999999999
Abr 2017 - Sep 2017,AMAZONAS,PARA ELEGIR AUTORIDADES,77.174019999999999
Abr 2017 - Sep 2017,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,76.467039999999997
Abr 2017 - Sep 2017,ANCASH,PARA ELEGIR AUTORIDADES,84.583600000000004
Abr 2017 - Sep 2017,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.71266
Abr 2017 - Sep 2017,APURÍMAC,PARA ELEGIR AUTORIDADES,44.388500000000001
Abr 2017 - Sep 2017,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.167630000000003
Abr 2017 - Sep 2017,AREQUIPA,PARA ELEGIR AUTORIDADES,63.875630000000001
Abr 2017 - Sep 2017,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.139319999999998
Abr 2017 - Sep 2017,AYACUCHO,PARA ELEGIR AUTORIDADES,51.195540000000001
Abr 2017 - Sep 2017,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,66.309780000000003
Abr 2017 - Sep 2017,CAJAMARCA,PARA ELEGIR AUTORIDADES,40.57452
Abr 2017 - Sep 2017,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.939880000000002
Abr 2017 - Sep 2017,CUSCO,PARA ELEGIR AUTORIDADES,58.227159999999998
Abr 2017 - Sep 2017,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,41.376800000000003
Abr 2017 - Sep 2017,HUANCAVELICA,PARA ELEGIR AUTORIDADES,70.838880000000003
Abr 2017 - Sep 2017,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,27.9848
Abr 2017 - Sep 2017,HUÁNUCO,PARA ELEGIR AUTORIDADES,80.958420000000004
Abr 2017 - Sep 2017,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,82.60181
Abr 2017 - Sep 2017,ICA,PARA ELEGIR AUTORIDADES,42.041490000000003
Abr 2017 - Sep 2017,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.231409999999997
Abr 2017 - Sep 2017,JUNÍN,PARA ELEGIR AUTORIDADES,59.356949999999998
Abr 2017 - Sep 2017,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.750239999999998
Abr 2017 - Sep 2017,LA LIBERTAD,PARA ELEGIR AUTORIDADES,55.70532
Abr 2017 - Sep 2017,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,70.078720000000004
Abr 2017 - Sep 2017,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,50.603999999999999
Abr 2017 - Sep 2017,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.625790000000002
Abr 2017 - Sep 2017,LIMA,PARA ELEGIR AUTORIDADES,47.435110000000002
Abr 2017 - Sep 2017,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,50.623530000000002
Abr 2017 - Sep 2017,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,46.20843
Abr 2017 - Sep 2017,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,51.164949999999997
Abr 2017 - Sep 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,57.037129999999998
Abr 2017 - Sep 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,43.542200000000001
Abr 2017 - Sep 2017,REGION LIMA,PARA ELEGIR AUTORIDADES,50.696159999999999
Abr 2017 - Sep 2017,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,51.84196
Abr 2017 - Sep 2017,LORETO,PARA ELEGIR AUTORIDADES,82.666319999999999
Abr 2017 - Sep 2017,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,73.23724
Abr 2017 - Sep 2017,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,39.118270000000003
Abr 2017 - Sep 2017,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,36.717039999999997
Abr 2017 - Sep 2017,MOQUEGUA,PARA ELEGIR AUTORIDADES,34.811360000000001
Abr 2017 - Sep 2017,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,57.460520000000002
Abr 2017 - Sep 2017,PASCO,PARA ELEGIR AUTORIDADES,31.10276
Abr 2017 - Sep 2017,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.618819999999999
Abr 2017 - Sep 2017,PIURA,PARA ELEGIR AUTORIDADES,74.780270000000002
Abr 2017 - Sep 2017,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,51.540129999999998
Abr 2017 - Sep 2017,PUNO,PARA ELEGIR AUTORIDADES,57.991039999999998
Abr 2017 - Sep 2017,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.956299999999999
Abr 2017 - Sep 2017,SAN MARTÍN,PARA ELEGIR AUTORIDADES,64.04898
Abr 2017 - Sep 2017,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.001060000000003
Abr 2017 - Sep 2017,TACNA,PARA ELEGIR AUTORIDADES,78.073710000000005
Abr 2017 - Sep 2017,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,68.948369999999997
Abr 2017 - Sep 2017,TUMBES,PARA ELEGIR AUTORIDADES,39.948709999999998
Abr 2017 - Sep 2017,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.28904
Abr 2017 - Sep 2017,UCAYALI,PARA ELEGIR AUTORIDADES,58.311120000000003
Abr 2017 - Sep 2017,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.063969999999998
May 2017 - Oct 2017,AMAZONAS,PARA ELEGIR AUTORIDADES,69.872050000000002
May 2017 - Oct 2017,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,82.722470000000001
May 2017 - Oct 2017,ANCASH,PARA ELEGIR AUTORIDADES,81.996229999999997
May 2017 - Oct 2017,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,79.479179999999999
May 2017 - Oct 2017,APURÍMAC,PARA ELEGIR AUTORIDADES,43.595970000000001
May 2017 - Oct 2017,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.34787
May 2017 - Oct 2017,AREQUIPA,PARA ELEGIR AUTORIDADES,64.862949999999998
May 2017 - Oct 2017,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.684919999999998
May 2017 - Oct 2017,AYACUCHO,PARA ELEGIR AUTORIDADES,51.998190000000001
May 2017 - Oct 2017,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,66.097260000000006
May 2017 - Oct 2017,CAJAMARCA,PARA ELEGIR AUTORIDADES,38.87303
May 2017 - Oct 2017,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.609960000000001
May 2017 - Oct 2017,CUSCO,PARA ELEGIR AUTORIDADES,61.197899999999997
May 2017 - Oct 2017,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,43.282919999999997
May 2017 - Oct 2017,HUANCAVELICA,PARA ELEGIR AUTORIDADES,69.900869999999998
May 2017 - Oct 2017,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,29.392620000000001
May 2017 - Oct 2017,HUÁNUCO,PARA ELEGIR AUTORIDADES,83.038319999999999
May 2017 - Oct 2017,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,80.501329999999996
May 2017 - Oct 2017,ICA,PARA ELEGIR AUTORIDADES,39.691989999999997
May 2017 - Oct 2017,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.958240000000004
May 2017 - Oct 2017,JUNÍN,PARA ELEGIR AUTORIDADES,60.604379999999999
May 2017 - Oct 2017,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,49.973559999999999
May 2017 - Oct 2017,LA LIBERTAD,PARA ELEGIR AUTORIDADES,53.991169999999997
May 2017 - Oct 2017,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,67.662750000000003
May 2017 - Oct 2017,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,51.814109999999999
May 2017 - Oct 2017,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,63.620190000000001
May 2017 - Oct 2017,LIMA,PARA ELEGIR AUTORIDADES,47.270589999999999
May 2017 - Oct 2017,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.740670000000001
May 2017 - Oct 2017,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,46.092930000000003
May 2017 - Oct 2017,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,53.825449999999996
May 2017 - Oct 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,56.039659999999998
May 2017 - Oct 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,40.672319999999999
May 2017 - Oct 2017,REGION LIMA,PARA ELEGIR AUTORIDADES,50.960129999999999
May 2017 - Oct 2017,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.829659999999997
May 2017 - Oct 2017,LORETO,PARA ELEGIR AUTORIDADES,83.507729999999995
May 2017 - Oct 2017,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,71.18871
May 2017 - Oct 2017,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,34.585140000000003
May 2017 - Oct 2017,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,42.087969999999999
May 2017 - Oct 2017,MOQUEGUA,PARA ELEGIR AUTORIDADES,35.481549999999999
May 2017 - Oct 2017,MOQUEGUA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,56.39575
May 2017 - Oct 2017,PASCO,PARA ELEGIR AUTORIDADES,32.00508
May 2017 - Oct 2017,PASCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.953099999999999
May 2017 - Oct 2017,PIURA,PARA ELEGIR AUTORIDADES,70.13194
May 2017 - Oct 2017,PIURA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,52.972740000000002
May 2017 - Oct 2017,PUNO,PARA ELEGIR AUTORIDADES,57.477170000000001
May 2017 - Oct 2017,PUNO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,59.329859999999996
May 2017 - Oct 2017,SAN MARTÍN,PARA ELEGIR AUTORIDADES,63.679940000000002
May 2017 - Oct 2017,SAN MARTÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,60.777459999999998
May 2017 - Oct 2017,TACNA,PARA ELEGIR AUTORIDADES,76.537139999999994
May 2017 - Oct 2017,TACNA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,70.858500000000006
May 2017 - Oct 2017,TUMBES,PARA ELEGIR AUTORIDADES,40.770870000000002
May 2017 - Oct 2017,TUMBES,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,61.41057
May 2017 - Oct 2017,UCAYALI,PARA ELEGIR AUTORIDADES,58.528919999999999
May 2017 - Oct 2017,UCAYALI,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,67.654780000000002
Jun 2017 - Nov 2017,AMAZONAS,PARA ELEGIR AUTORIDADES,71.666319999999999
Jun 2017 - Nov 2017,AMAZONAS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,82.983230000000006
Jun 2017 - Nov 2017,ANCASH,PARA ELEGIR AUTORIDADES,83.336950000000002
Jun 2017 - Nov 2017,ANCASH,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,80.228309999999993
Jun 2017 - Nov 2017,APURÍMAC,PARA ELEGIR AUTORIDADES,52.86768
Jun 2017 - Nov 2017,APURÍMAC,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,42.280650000000001
Jun 2017 - Nov 2017,AREQUIPA,PARA ELEGIR AUTORIDADES,64.893889999999999
Jun 2017 - Nov 2017,AREQUIPA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,64.625450000000001
Jun 2017 - Nov 2017,AYACUCHO,PARA ELEGIR AUTORIDADES,52.701450000000001
Jun 2017 - Nov 2017,AYACUCHO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,67.204729999999998
Jun 2017 - Nov 2017,CAJAMARCA,PARA ELEGIR AUTORIDADES,38.912849999999999
Jun 2017 - Nov 2017,CAJAMARCA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.677390000000003
Jun 2017 - Nov 2017,CUSCO,PARA ELEGIR AUTORIDADES,66.709999999999994
Jun 2017 - Nov 2017,CUSCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,37.780760000000001
Jun 2017 - Nov 2017,HUANCAVELICA,PARA ELEGIR AUTORIDADES,65.699759999999998
Jun 2017 - Nov 2017,HUANCAVELICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,39.351509999999998
Jun 2017 - Nov 2017,HUÁNUCO,PARA ELEGIR AUTORIDADES,85.456540000000004
Jun 2017 - Nov 2017,HUÁNUCO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,76.780810000000002
Jun 2017 - Nov 2017,ICA,PARA ELEGIR AUTORIDADES,41.034109999999998
Jun 2017 - Nov 2017,ICA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,65.36618
Jun 2017 - Nov 2017,JUNÍN,PARA ELEGIR AUTORIDADES,62.368360000000003
Jun 2017 - Nov 2017,JUNÍN,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,48.16498
Jun 2017 - Nov 2017,LA LIBERTAD,PARA ELEGIR AUTORIDADES,51.909959999999998
Jun 2017 - Nov 2017,LA LIBERTAD,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,67.271879999999996
Jun 2017 - Nov 2017,LAMBAYEQUE,PARA ELEGIR AUTORIDADES,50.017710000000001
Jun 2017 - Nov 2017,LAMBAYEQUE,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,62.899929999999998
Jun 2017 - Nov 2017,LIMA,PARA ELEGIR AUTORIDADES,44.933250000000001
Jun 2017 - Nov 2017,LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,54.40831
Jun 2017 - Nov 2017,PROVINCIA DE LIMA,PARA ELEGIR AUTORIDADES,43.930880000000002
Jun 2017 - Nov 2017,PROVINCIA DE LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.415210000000002
Jun 2017 - Nov 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA ELEGIR AUTORIDADES,50.756959999999999
Jun 2017 - Nov 2017,PROVINCIA CONSTITUCIONAL DEL CALLAO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,42.417409999999997
Jun 2017 - Nov 2017,REGION LIMA,PARA ELEGIR AUTORIDADES,50.351210000000002
Jun 2017 - Nov 2017,REGION LIMA,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,55.343159999999997
Jun 2017 - Nov 2017,LORETO,PARA ELEGIR AUTORIDADES,80.775059999999996
Jun 2017 - Nov 2017,LORETO,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,70.66695
Jun 2017 - Nov 2017,MADRE DE DIOS,PARA ELEGIR AUTORIDADES,33.51211
Jun 2017 - Nov 2017,MADRE DE DIOS,PARA QUE LOS DERECHOS DE LAS PERSONAS SEAN RESPETADOS,45.89152
