AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P24_1,P24_2,P24_3,P24_4,P24_5,P24_6,P24_7,P24_8,P24_9,P24_10,P24_11,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P26_9,P26_10,P26_11,P26_12,P26_13,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P28,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P32,P33_1,P33_2,P34,P34A,P34B,P34C,P34D,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR
2024,01,019612,070,11,01,01,210708,6,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,2,1000,1,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,1,1,1,2, ,1,60,2,3,2,2023.93877311436
2024,01,019612,071,11,01,01,210708,6,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,2,300,2,3, ,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,5,2,1,1,1,2, ,1,64,5,5,2,2023.93877311436
2024,01,019633,028,11,01,01,220101,7,3,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, , , ,3,3,3,3000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,9,1,1,2, ,2,34,5,7,2,895.801918407523
2024,01,019633,043,11,02,02,220101,7,3,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, , , , , ,3,1500,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,77,2,6,2,895.801918407523
2024,01,019633,075,11,01,01,220101,7,3,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, , , , , ,3,2500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,81,3,5,2,895.801918407523
2024,01,019633,120,11,01,01,220101,7,3,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2, , , , , ,3,3000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,41,2,10,2,895.801918407523
2024,01,019633,137,11,01,00,220101,7,3,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,895.801918407523
2024,01,019640,024,11,01,01,220101,7,3,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2, , ,3,1299,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,36,6,6,2,1194.4025578007
2024,01,019640,037,11,01,01,220101,7,3,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,2,2,3,866,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,32,1,6,2,1194.4025578007
2024,01,019640,050,11,01,01,220101,7,3,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2, , ,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,42,5,4,2,1194.4025578007
2024,01,019640,063,11,01,01,220101,7,3,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3, ,2,2, , ,3,800,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,72,2,4,2,1194.4025578007
2024,01,019640,075,11,01,01,220101,7,3,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,2,2,2,2,3,3500,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,50,2,4,2,1194.4025578007
2024,01,019653,011,11,01,01,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, ,3,3,3,3,3,3000,2,2, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,3,4,3,2,1,1,2, ,1,40,1,5,2,940.684238272828
2024,01,019653,022,11,02,02,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1800,2,2, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,2,2,2,1,2, ,2,33,2,5,2,940.684238272828
2024,01,019653,044,11,01,01,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,3, ,3,3,3,3,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,3,1,1,1,2, ,1,60,1,4,2,940.684238272828
2024,01,019653,057,11,01,01,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,4,3,3,3,1500,2,2, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,2, ,1,32,2,5,2,940.684238272828
2024,01,019653,068,11,01,01,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,1500,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,1,1,2, ,2,60,6,6,2,940.684238272828
2024,01,019653,078,11,01,01,220304,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, ,2,3, , ,3,800,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,55,5,3,2,940.684238272828
2024,01,019661,025,11,01,01,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,7,3,3, , ,3,2800,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,58,5,7,2,1194.4025578767
2024,01,019661,053,11,01,01,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, , , , , ,2,2500,3,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,70,2,6,2,1194.4025578767
2024,01,019661,067,11,01,01,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, , , , , ,3,3000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,1,1,2, ,2,66,4,8,2,1194.4025578767
2024,01,019661,081,12,01,01,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3, , , , , ,2,1200,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,77,2,4,2,1194.4025578767
2024,01,019661,081,22,01,01,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,6000,2,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,31,1,10,2,1194.4025578767
2024,01,019661,109,11,02,02,220801,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,3,3,3, , ,3,3000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,56,2,8,2,1194.4025578767
2024,01,019670,003,11,01,01,220104,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,48,3,3,2,940.684238272828
2024,01,019670,018,11,01,01,220104,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,2000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,59,2,5,2,940.684238272828
2024,01,019670,033,11,01,01,220104,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,6,3,3,3,4,4,2800,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,23,1,6,2,940.684238272828
2024,01,019670,049,11,01,01,220104,7,5,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,2,800,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,78,3,1,2,940.684238272828
2024,01,019670,064,11,02,02,220104,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,6,3,4,3,3,3,2000,3,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,7,2,1,2, ,2,37,2,8,2,940.684238272828
2024,01,019670,093,11,01,01,220104,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,2, , ,3,850,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,74,3,3,2,940.684238272828
2024,01,019682,006,11,01,01,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,900,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,70,2,5,2,940.684238272828
2024,01,019682,029,11,02,02,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, , , ,3,3,3,3000,1,2, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,3,3,2,1,2, ,2,34,1,9,2,940.684238272828
2024,01,019682,050,11,02,02,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,3,3, , ,3,600,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,78,2,3,2,940.684238272828
2024,01,019682,112,12,01,01,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1200,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,54,2,4,2,940.684238272828
2024,01,019682,112,22,01,01,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,4,3,3,3,400,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,31,1,5,2,940.684238272828
2024,01,019682,133,11,01,01,220510,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,3,3,3,3,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,59,2,4,2,940.684238272828
2024,01,019689,095,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2, ,3,3,3,3,2,1000,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,48,1,4,2,560.881338485119
2024,01,019689,096,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2,2,2,3,1299,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,43,2,4,2,560.881338485119
2024,01,019689,239,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,2,2,3,1300,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,41,1,5,2,560.881338485119
2024,01,019689,240,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,1,2,3,3,2,3000,1,3, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,3,3,1,1,2, ,1,50,1,5,2,560.881338485119
2024,01,019689,241,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,3,3,3,3,2,1000,1,1, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,2,2,1,1,2, ,1,54,1,4,2,560.881338485119
2024,01,019689,242,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,2,2, , ,2,3000,1,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,2, ,1,59,2,4,2,560.881338485119
2024,01,019689,243,11,02,02,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,2,2000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,52,2,3,2,560.881338485119
2024,01,019689,244,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, ,3,3,3,3,3,1000,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,50,1,4,2,560.881338485119
2024,01,019706,098,11,02,02,220401,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,800,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,51,2,3,2,560.881338485119
2024,01,019706,099,11,01,01,220401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,2,1500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,71,1,4,2,560.881338485119
2024,01,019706,195,11,01,01,220401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,300,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,37,1,3,2,560.881338485119
2024,01,019706,196,11,01,01,220401,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,55,6,4,2,560.881338485119
2024,01,019706,197,11,02,02,220401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,3,1200,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,47,2,3,2,560.881338485119
2024,01,019706,198,11,01,01,220401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,1700,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,60,2,3,2,560.881338485119
2024,01,019706,199,11,01,01,220401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,3,3,3,3,3,1250,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,35,5,5,2,560.881338485119
2024,01,019706,200,11,01,01,220401,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2, , , , , ,3,700,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,65,1,4,2,560.881338485119
2024,01,019711,117,11,02,02,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,3,3,3,850,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,34,1,4,2,560.881338485119
2024,01,019711,118,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,1,1,3,3,3,650,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,39,2,3,2,560.881338485119
2024,01,019711,119,11,02,02,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,1000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,45,1,4,2,560.881338485119
2024,01,019711,283,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,3,3,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,59,2,3,2,560.881338485119
2024,01,019711,284,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,2,2,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,43,2,4,2,560.881338485119
2024,01,019711,286,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,3,3,3,2,1200,2,2, ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,1,1,1,1,2, ,1,35,2,4,2,560.881338485119
2024,01,019711,288,11,01,01,220101,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,1,1, , ,2,300,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,69,5,6,2,560.881338485119
2024,01,019726,033,11,01,01,220909,7,2,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , ,7,1,1,2,3,2,1,4,3,3, , , , , ,2,7000,3,5, ,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,3,5,5,1,1,2, ,1,43,2,10,2,895.801918500407
2024,01,019726,161,11,01,01,220909,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2, , , , , ,3,1500,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,1,1,2, ,1,72,2,8,2,895.801918500407
2024,01,019739,037,11,01,01,220901,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7,3,2, , ,3,200,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,5,1,1,2, ,2,22,6,7,2,895.801918407523
2024,01,019739,079,11,01,01,220901,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,3,3,3,1000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,67,3,8,2,895.801918407523
2024,01,019739,101,11,01,01,220901,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,7, , , , ,3,4000,3,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,9,9,1,1,2, ,1,35,6,10,2,895.801918407523
2024,01,019739,122,11,01,01,220901,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,7,1,1,3,3,3,2500,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,42,1,4,2,895.801918407523
2024,01,019739,144,11,01,01,220901,7,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,6,1,1, , ,3,3100,3,8, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,4,1,1,2, ,2,51,5,8,2,895.801918407523
2024,01,019749,074,11,01,01,220901,7,2,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, , , , , ,2,2000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,74,2,4,2,895.801918407523
2024,01,019749,177,11,01,01,220901,7,2,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,2000,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,74,3,6,2,895.801918407523
2024,01,019765,006,11,01,01,220601,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,3,3,2,1000,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,47,1,3,2,1194.4025578767
2024,01,019765,023,11,01,01,220601,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,3, , ,2,2500,1,2, ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,2,2,1,1,2, ,1,46,2,5,2,1194.4025578767
2024,01,019765,045,11,02,02,220601,7,4,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,4,3,3,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,2,1,2, ,2,42,2,5,2,1194.4025578767
2024,01,019765,064,11,01,01,220601,7,4,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,3, , ,3,2000,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,7,3,1,1,2, ,1,53,2,5,2,1194.4025578767
2024,01,019765,123,11,02,02,220601,7,4,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, ,3,3,3,3,2,2000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,5,2,1,2, ,2,41,1,6,2,1194.4025578767
2024,01,019765,142,11,01,01,220601,7,4,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,3,3, , ,3,3000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,68,2,10,2,1194.4025578767
2024,01,019774,010,11,02,02,220602,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, ,3,3,3,3,3,1000,3,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,46,1,6,2,940.684238212976
2024,01,019774,028,11,01,01,220602,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,6,2,2,3,3,2,500,3,1, ,0,0,0,0,1,0,0,0,4, , , , , , , , , , , ,3,2,1,1,2, ,1,58,1,3,2,940.684238212976
2024,01,019774,046,11,01,01,220602,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,1,1,5,5,3,500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,54,2,5,2,940.684238212976
2024,01,019774,065,11,01,00,220602,7,5,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,940.684238212976
2024,01,019774,083,11,01,01,220602,7,5,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,1,1,2,2,2,800,2,1, ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,2,33,5,1,2,940.684238212976
2024,01,019774,119,11,01,01,220602,7,5,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , , , , , , ,2,2,1,6,2,2,2,2,3,1500,2,2, ,0,0,0,0,1,0,0,0,4, , , , , , , , , , , ,2,2,1,1,2, ,1,44,2,5,2,940.684238212976
2024,01,019791,007,11,01,01,220601,7,4,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,3,3,3,3,3,800,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,4,1,1,2, ,1,27,1,6,2,940.684238272828
2024,01,019791,019,11,01,01,220601,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,1,1,3,3,2,1100,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,51,5,6,2,940.684238272828
2024,01,019791,042,11,01,01,220601,7,4,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,2,600,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,65,2,4,2,940.684238272828
