AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P24_1,P24_2,P24_3,P24_4,P24_5,P24_6,P24_7,P24_8,P24_9,P24_10,P24_11,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P26_9,P26_10,P26_11,P26_12,P26_13,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P28,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P32,P33_1,P33_2,P34,P34A,P34B,P34C,P34D,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR
2024,01,015084,103,11,02,02,010504,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,2,2,2,2,3,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,2,1,2, ,2,33,2,3,2,358.071465278411
2024,01,015084,104,11,01,01,010504,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2, , ,2,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,74,5,1,2,358.071465278411
2024,01,015084,106,11,02,02,010504,4,7,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , ,1,3,3,3,3,3,3,2,1,2, ,2,2,2,2,2,3000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,2,1,2, ,2,29,1,1,2,358.071465278411
2024,01,015095,004,11,01,01,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,2,63,6,6,2,358.071465272177
2024,01,015095,014,11,01,01,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,4,3,3,2,1500,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,66,2,6,2,358.071465272177
2024,01,015095,028,11,01,01,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,3,3,2,300,1,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,71,2,3,2,358.071465272177
2024,01,015095,052,11,01,01,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,3500,2,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,52,2,8,2,358.071465272177
2024,01,015095,064,11,02,02,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,3,4000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,2,1,2, ,2,63,2,8,2,358.071465272177
2024,01,015095,077,11,02,02,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,3,3,3,3,5000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,2,1,2, ,2,51,2,10,2,358.071465272177
2024,01,015095,101,11,01,01,010501,4,6,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,3,3,3,1800,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,40,5,8,2,358.071465272177
2024,01,015103,009,11,01,01,010109,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2, , ,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,59,2,3,2,358.071465272177
2024,01,015103,010,11,01,01,010109,4,8,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , ,2,2,2,2,2,2,2,1,1,1,3, , , , ,3,300,2,4, ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,3,2,1,1,2, ,1,26,1,5,2,358.071465272177
2024,01,015103,012,11,01,01,010109,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1200,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,46,2,4,2,358.071465272177
2024,01,015103,019,11,02,02,010109,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,5,2,2, , ,3,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,62,2,3,2,358.071465272177
2024,01,015103,020,11,01,01,010109,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,4,800,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,60,2,4,2,358.071465272177
2024,01,015103,022,11,02,02,010109,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,3,2,2,2,2,3,500,1,4, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, ,2,3,2,1,2, ,2,37,2,4,2,358.071465272177
2024,01,015139,081,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,2,3,1,1,3,100,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,79,1,3,2,327.101502591258
2024,01,015139,082,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,4, , ,3,500,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,75,3,1,2,327.101502591258
2024,01,015139,083,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,3,3,3,3,4,300,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,29,5,6,2,327.101502591258
