AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P32,P33_1,P33_2,P34,P37,P38,P38A,P39A,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42$1,P42$2,P42$3,P42$4,P42$5,P42$6,P42$7,P42$8,P43,P45_1,P45_2,P46,P47,FACTOR07
2009,05,0011,054,11,01,01,010101,4,4,4,2,2, ,3,700,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,74.47
2009,05,0011,067,11,01,01,010101,4,4,3,3,2, ,3,500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,74.47
2009,05,0011,093,11,01,01,010101,4,4,2,2,1,6,3,1000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,3,6,6,74.47
2009,06,0012,009,11,01,01,010101,4,4,2,2,2, ,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,5, ,74.47
2009,06,0012,036,11,02,02,010101,4,4,4,3,2, ,3,1000,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,9,6,74.47
2009,06,0012,047,11,02,02,010101,4,4,4,3,3, ,2,600,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,7,1,6,5,74.47
2009,06,0012,058,11,01,01,010101,4,4,4,3,2, ,2,300,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,6,6,74.47
2009,06,0012,070,11,02,02,010101,4,4,3,3,2, ,3,1000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,9,6,74.47
2009,06,0012,080,11,01,01,010101,4,4,3,2,1,6,3,1300,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,74.47
2009,07,0013,003,11,02,02,010101,4,4,4,2,2, ,2,1000,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,5,3,6,6,96.33
2009,07,0013,026,11,01,01,010101,4,4,1,3,3, ,3,900,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,96.33
2009,07,0013,047,11,01,01,010101,4,4,1,2,2, ,3,3000,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,6,6,96.33
2009,07,0013,087,11,02,02,010101,4,4,1,2,1,7,3,1500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,96.33
2009,10,0014,011,11,01,01,010101,4,4,4,3,2, ,3,400,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6, ,92.5
2009,10,0014,048,11,01,01,010101,4,4,2,3,2, ,3,1500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,92.5
2009,10,0014,073,11,02,02,010101,4,4,4,3,2, ,3,1300,2,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,3,9,6,92.5
2009,10,0014,085,11,01,01,010101,4,4,2,3,2, ,3,1500,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,3,3,6, ,92.5
2009,10,0014,099,11,01,01,010101,4,4,1,2,2, ,3,1500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,3,6, ,92.5
2009,10,0014,112,11,01,01,010101,4,4,2,3,2, ,3,1600,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,5, ,92.5
2009,02,0015,007,11,01,01,010306,4,5,2,3,2, ,3,99999,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,6, ,265.21
2009,02,0015,030,11,01,01,010306,4,5,2,1,1,6,3,99999,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,265.21
2009,02,0015,041,11,01,01,010306,4,5,2,3,2, ,3,100,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,6,6,265.21
2009,02,0015,061,11,01,01,010306,4,5,2,2,2, ,3,2000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,3,6,6,265.21
2009,02,0015,071,11,01,01,010306,4,5,1,2,2, ,3,2000,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,6,6,265.21
2009,02,0015,097,11,02,02,010306,4,5,2,2,2, ,3,500,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,6,6,265.21
2009,08,0016,030,11,01,01,010306,4,5,4,1,2, ,2,1200,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,3,2,1,6,298.98
2009,08,0016,042,11,01,01,010306,4,5,4,3,3, ,2,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,298.98
2009,08,0016,066,11,01,01,010306,4,5,4,3,3, ,2,1500,1,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,2,2,6, ,298.98
2009,08,0016,076,11,02,02,010306,4,5,3,3,3, ,3,3000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,9,2,6,3,298.98
2009,08,0016,102,11,01,01,010306,4,5,2,3,2, ,3,1500,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,3,2,6, ,298.98
2009,03,0017,001,11,02,02,010305,4,6,1,1,2, ,3,250,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,9,6,91.58
2009,03,0017,011,11,01,01,010305,4,6,1,1,1,7,3,400,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,3,6,6,91.58
2009,03,0017,020,11,01,01,010305,4,6,4,1,2, ,3,150,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,91.58
2009,03,0017,032,11,01,01,010305,4,6,4,1,3, ,2,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,1, ,91.58
2009,03,0017,050,11,01,01,010305,4,6,2,2,2, ,3,500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,91.58
2009,03,0017,077,11,02,02,010305,4,6,4,1,3, ,3,400,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,1,6,91.58
2009,03,0017,088,11,01,01,010305,4,6,2,2,2, ,3,200,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,91.58
2009,03,0017,105,11,01,01,010305,4,6,1,2,3, ,3,300,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,5, ,91.58
2009,04,0018,004,11,01,01,010515,4,6,1,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,1,6,91.5
2009,04,0018,009,11,01,01,010515,4,6,2,2,2, ,3,300,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,1,1,6,6,91.5
2009,04,0018,016,11,01,01,010515,4,6,2,1,2, ,3,100,2,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,3,1,6,6,91.5
2009,04,0018,020,11,01,01,010515,4,6,2,1,2, ,3,150,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,10,6, ,91.5
2009,04,0018,024,11,01,01,010515,4,6,2,1,1,6,3,1500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,2,6,5,91.5
2009,04,0018,026,11,01,01,010515,4,6,1,2,2, ,3,1500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6, ,91.5
2009,04,0018,029,11,02,02,010515,4,6,2,2,2, ,3,1200,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,3,6,5,91.5
2009,04,0018,039,11,02,02,010515,4,6,4,1,3, ,2,4000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,1,91.5
2009,05,0019,008,11,01,01,010505,4,6,2,2,2, ,3,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,1, ,91.5
2009,05,0019,025,11,01,01,010505,4,6,4,2,2, ,3,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7, ,91.5
2009,05,0019,035,11,01,01,010505,4,6,4,2,2, ,3,600,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,7,9,91.5
2009,05,0019,055,11,02,02,010505,4,6,4,3,3, ,3,2000,1,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,10,1,6,7,91.5
2009,05,0019,063,11,02,02,010505,4,6,2,3,3, ,3,500,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,2,1,7,91.5
2009,05,0019,083,11,02,02,010505,4,6,4,2,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,3,7,6,91.5
2009,05,0019,093,11,02,02,010505,4,6,4,2,2, ,3,500,1,2,0,0,0,0,1,0,0,0,4, , , , , , , , , ,2,1,9,6,91.5
2009,05,0019,112,11,01,01,010505,4,6,4,2,2, ,3,500,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,6,9,91.5
2009,06,0020,001,11,01,01,010504,4,6,3,2,2, ,3,200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,91.5
2009,06,0020,020,11,01,01,010504,4,6,4,3,2, ,3,800,1,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,2,5,2,6,6,91.5
2009,06,0020,029,11,02,02,010504,4,6,3,3,2, ,3,500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,91.5
2009,06,0020,038,11,01,01,010504,4,6,2,3,1,6,3,200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,91.5
2009,06,0020,052,11,02,02,010504,4,6,3,1,1,7,3,500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,91.5
2009,06,0020,064,11,02,02,010504,4,6,2,3,2, ,3,300,1,3,0,0,1,0,0,0,0,0,4, , , , , , , , , ,1,1,6,6,91.5
2009,06,0020,088,11,01,01,010504,4,6,4,2,1,6,3,100,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,91.5
2009,06,0020,108,11,02,02,010504,4,6,2,2,2, ,3,150,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,91.5
2009,07,0021,009,11,01,01,010503,4,6,4,2,2, ,1,200,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,10,1,6,6,89.65
2009,07,0021,019,11,02,02,010503,4,6,2,2,1,7,3,300,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,9,6,89.65
2009,07,0021,029,11,01,01,010503,4,6,3,2,2, ,3,600,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,9,89.65
2009,07,0021,037,11,01,01,010503,4,6,4,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,89.65
2009,07,0021,047,11,01,01,010503,4,6,2,3,2, ,3,2000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,1,6,89.65
2009,07,0021,069,11,01,01,010503,4,6,3,2,2, ,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,89.65
2009,07,0021,078,11,02,02,010503,4,6,4,2,3, ,2,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,7,7,89.65
2009,07,0021,103,11,01,01,010503,4,6,3,1,3, ,3,200,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,6, ,89.65
2009,08,0022,002,11,01,01,010111,4,6,2,1,1,6,3,500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,89.65
2009,08,0022,025,11,01,01,010111,4,6,4,1,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,89.65
2009,08,0022,035,11,01,01,010111,4,6,2,1,1,6,3,200,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,1,89.65
2009,08,0022,056,11,02,02,010111,4,6,2,1,1,6,3,1000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,89.65
2009,08,0022,067,11,02,02,010111,4,6,2,2,2, ,3,300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,9,6,89.65
2009,08,0022,091,11,01,01,010111,4,6,1,1,1,6,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,89.65
2009,08,0022,102,11,01,01,010111,4,6,4,2,2, ,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,89.65
2009,08,0022,127,11,02,02,010111,4,6,2,3,2, ,2,200,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,6,6,89.65
2009,09,0023,003,11,02,02,010109,4,6,4,1,1,6,2,300,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,1,6,6,89.65
2009,09,0023,012,11,01,01,010109,4,6,2,2,2, ,2,1000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6, ,89.65
2009,09,0023,022,11,01,01,010109,4,6,2,2,2, ,3,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,1,89.65
2009,09,0023,035,11,02,02,010109,4,6,2,1,3, ,3,500,1,2,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,10,1,6,6,89.65
2009,09,0023,050,11,01,01,010109,4,6,2,2,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,5,89.65
2009,09,0023,057,11,02,02,010109,4,6,4,1,2, ,3,200,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3,3,89.65
2009,09,0023,084,11,01,01,010109,4,6,3,3,2, ,3,1500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,3,89.65
2009,09,0023,093,11,02,02,010109,4,6,2,1,1,6,3,100,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,1,89.65
2009,10,0024,008,11,01,01,010110,4,6,3,2,2, ,3,1500,3,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,2,6,6,91.24
2009,10,0024,030,11,01,01,010110,4,6,2,2,2, ,3,2000,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,6,6,91.24
2009,10,0024,040,11,02,02,010110,4,6,2,1,1,6,3,2000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,91.24
2009,10,0024,063,12,01,01,010110,4,6,2,1,3, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6, ,91.24
2009,10,0024,063,22,02,02,010110,4,6,2,2,2, ,3,1200,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,3,6,6,91.24
2009,10,0024,073,11,01,01,010110,4,6,2,3,2, ,3,1500,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,91.24
2009,10,0024,094,11,01,01,010110,4,6,4,1,2, ,2,500,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2,6, ,91.24
2009,10,0024,104,11,01,01,010110,4,6,4,3,2, ,1,500,1,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,10,10,6,5,91.24
2009,10,0024,125,11,01,01,010110,4,6,4,1,3, ,2,500,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,2,1,1,5, ,91.24
2009,11,0025,001,11,01,01,010502,4,7,2,2,2, ,3,300,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,93.58
2009,11,0025,002,11,02,02,010502,4,7,4,2,2, ,2,400,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,10,10,6,6,93.58
2009,11,0025,003,11,02,02,010502,4,7,4,2,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,7,93.58
2009,11,0025,004,11,01,01,010502,4,7,4,3,3, ,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,93.58
2009,11,0025,101,11,01,01,010502,4,7,3,1,1,6,3,500,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,1,6,6,93.58
2009,11,0025,102,11,01,01,010502,4,7,2,3,2, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,93.58
2009,11,0025,103,11,01,01,010502,4,7,4,3,3, ,3,500,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,10,1,6,6,93.58
2009,11,0025,104,11,02,02,010502,4,7,2,2,2, ,3,500,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,6,6,93.58
2009,12,0026,050,11,01,01,010509,4,7,2,2,2, ,3,200,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,93.58
2009,12,0026,051,11,01,01,010509,4,7,2,1,2, ,3,100,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,1, ,93.58
2009,12,0026,052,11,02,02,010509,4,7,2,2,2, ,3,300,2,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,10,10,6,6,93.58
2009,12,0026,053,11,01,01,010509,4,7,1,2,2, ,3,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,93.58
2009,12,0026,121,11,02,02,010509,4,7,2,1,2, ,3,100,1,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,6,93.58
2009,12,0026,122,11,01,01,010509,4,7,1,2,1,6,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,1,6,93.58
2009,12,0026,123,11,01,01,010509,4,7,2,3,3, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,1, ,93.58
2009,12,0026,124,11,01,01,010509,4,7,2,2,1,6,3,100,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,1, ,93.58
2009,01,0027,010,11,01,01,010504,4,7,4,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7, ,96.4
