AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P24_1,P24_2,P24_3,P24_4,P24_5,P24_6,P24_7,P24_8,P24_9,P24_10,P24_11,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P26_9,P26_10,P26_11,P26_12,P26_13,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P28,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P32,P33_1,P33_2,P34,P34A,P34B,P34C,P34D,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR
2024,04,016100,211,11,01,01,061101,4,7,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0, , , , , , , ,3,2,2, ,1,3, , ,3,1500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,2,1,1,2, ,1,33,6,3,2,1157.24327291991
2024,04,016100,227,11,01,01,061101,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3, ,1,3, , ,2,2000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,52,1,4,2,1157.24327291991
2024,04,016104,037,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, ,2,3,2,3,3,600,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,62,6,3,2,1157.24327291991
2024,04,016104,038,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , , , , , , ,2,2,2, ,1,1, , ,3,400,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,84,2,4,2,1157.24327291991
2024,04,016104,039,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,3,3,2,2,3,1500,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,36,1,4,2,1157.24327291991
2024,04,016104,040,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,2,2, , ,3,500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,69,3,3,2,1157.24327291991
2024,04,016104,081,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,4,4,3,3,1,900,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,51,2,4,2,1157.24327291991
2024,04,016104,082,11,02,02,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,3,3,3,3,700,2,1, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,3,1,2,1,2, ,2,38,1,3,2,1157.24327291991
2024,04,016104,083,11,01,01,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,2,1,3,1000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,54,1,3,2,1157.24327291991
2024,04,016104,084,11,02,02,060106,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,1500,2,1, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,5,10,10,2,1,2, ,2,55,1,3,2,1157.24327291991
2024,04,016130,029,11,01,01,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,500,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,48,2,4,2,1157.24327291991
2024,04,016130,030,11,01,01,060108,4,7,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, , , , , ,2,1000,1,2, ,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,2,1,1,1,1,2, ,1,49,2,4,2,1157.24327291991
2024,04,016130,032,11,02,02,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,7,1,1,1,1,4,1500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,35,1,4,2,1157.24327291991
2024,04,016130,078,11,01,01,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2,2,1,3,1000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,36,3,3,2,1157.24327291991
2024,04,016130,080,11,01,01,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,1,1, , ,2,1200,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,48,1,4,2,1157.24327291991
2024,04,016130,081,11,02,02,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,3,3,3,3,1500,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,2,1,2, ,2,37,2,4,2,1157.24327291991
2024,04,016130,082,11,01,01,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, ,3,3, , ,3,600,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,66,1,3,2,1157.24327291991
2024,04,016130,084,11,01,01,060108,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, ,2,2, , ,2,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,72,1,3,2,1157.24327291991
2024,04,016145,018,11,01,01,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,800,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,56,1,3,2,1184.0866468337
2024,04,016145,019,11,02,02,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,600,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,30,1,3,2,1184.0866468337
2024,04,016145,117,11,01,01,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,300,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,33,1,5,2,1184.0866468337
2024,04,016145,118,11,02,02,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,2,1,2, ,2,54,1,3,2,1184.0866468337
2024,04,016145,119,11,02,02,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,37,2,6,2,1184.0866468337
2024,04,016145,120,11,01,01,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,2,1,1,2, ,1,49,6,4,2,1184.0866468337
2024,04,016145,121,11,01,01,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,3,2,2,2,2,3,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,54,5,3,2,1184.0866468337
2024,04,016145,122,11,02,02,060902,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,10,2,1,2, ,2,59,2,4,2,1184.0866468337
2024,04,016156,053,11,02,02,060901,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, ,3,3,3,3,2,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,2,1,2, ,2,36,1,3,2,1184.0866468337
2024,04,016156,054,11,02,02,060901,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,2,2,3,3,3,800,1,1, ,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,5,5,4,2,1,2, ,2,31,1,3,2,1184.0866468337
2024,04,016156,055,11,01,01,060901,7,7,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , , , , , , ,2,3,3, ,3,3, , ,3,5000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,60,2,5,2,1184.0866468337
2024,04,016156,056,11,01,01,060901,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3, ,1,1, , ,2,700,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,58,2,3,2,1184.0866468337
2024,04,016156,325,11,02,02,060901,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,3,3,3,3,3,1500,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,27,1,5,2,1184.0866468337
2024,04,016156,326,11,01,01,060901,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,6,2,2, , ,3,1800,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,50,1,3,2,1184.0866468337
2024,04,016156,327,11,02,02,060901,7,7,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, ,1,1,1,1,2,1500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,1,2,1,2, ,2,42,1,3,2,1184.0866468337
2024,04,016156,328,11,01,01,060901,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, ,3,3, , ,2,4000,2,2, ,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,2, ,1,68,2,3,2,1184.0866468337
2024,04,016170,017,11,01,01,070104,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,1, , , , ,3,2500,2,5, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,3,3,1,1,2, ,2,59,4,6,2,1404.86309837987
2024,04,016170,041,11,01,01,070104,8,1,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , ,2,1,2, ,5,5, , ,3,2000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,7,1,1,2, ,1,37,1,6,2,1404.86309837987
2024,04,016170,052,11,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1404.86309837987
2024,04,016170,062,11,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1404.86309837987
2024,04,016170,073,11,01,01,070104,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,2,2000,2,5, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,7,5,1,1,2, ,2,47,5,7,2,1404.86309837987
2024,04,016191,020,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, ,5,5, , ,2,1025,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,3,1,1,2, ,2,58,5,5,2,1449.89076178948
2024,04,016191,036,11,01,00,070106,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1449.89076178948
2024,04,016191,051,11,01,00,070106,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1449.89076178948
2024,04,016191,068,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, , , , , ,3,800,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,61,6,6,2,1449.89076178948
2024,04,016191,082,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , ,6,1,1,1,1,1,1,4,2,3, ,2,3,3,3,1,900,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,67,5,6,2,1449.89076178948
2024,04,016191,099,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1, , ,2,1800,2,3, ,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,3,2,2,7,1,1,2, ,2,34,1,10,2,1449.89076178948
2024,04,016204,030,11,02,02,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,9,9, , ,2,3500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,1, ,1,42,2,5,2,1449.89076178948
2024,04,016204,044,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3, , ,2,4000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,55,5,5,2,1449.89076178948
2024,04,016204,061,11,01,01,070106,8,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , ,3,1800,1,5, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1, ,4,4,1,1,2, ,1,36,6,5,2,1449.89076178948
2024,04,016204,095,11,01,01,070106,8,1,2,2,2,2,2,2,2,1,2,2,2,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , ,1,3,3,3,3,3,3,2,3,2, ,5,5, , ,2,1500,1,4, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1, ,3,1,1,1,2, ,2,52,5,4,2,1449.89076178948
2024,04,016204,109,11,01,00,070106,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1449.89076178948
2024,04,016204,121,11,01,01,070106,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, , , ,5,5,3,3500,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,44,1,7,2,1449.89076178948
2024,04,016208,166,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1333.62593640691
2024,04,016208,348,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1333.62593640691
2024,04,016208,530,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1333.62593640691
2024,04,016208,893,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1333.62593640691
2024,04,016229,013,11,01,01,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, , , , , ,3,5000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,68,2,6,2,1873.15079783983
2024,04,016229,047,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016229,064,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016229,099,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016229,116,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016244,003,11,01,01,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , ,1,2700,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,5,1,1,2, ,2,48,5,3,2,1449.89076178948
2024,04,016244,041,11,01,00,070107,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1449.89076178948
2024,04,016244,059,12,01,00,070107,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1449.89076178948
2024,04,016244,059,22,01,01,070107,8,1,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,7, , , , ,3,2000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,26,1,6,2,1449.89076178948
2024,04,016244,078,11,02,02,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2,2,3,3,2000,3,5, ,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2, ,2,36,1,6,2,1449.89076178948
2024,04,016244,098,11,01,01,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2, , ,3,2500,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,52,2,8,2,1449.89076178948
2024,04,016244,117,11,02,02,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , ,2,2,2,2000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,2,1,2, ,2,49,1,8,2,1449.89076178948
2024,04,016257,029,11,01,01,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, ,3,3, , ,3,3000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,8,1,1,2, ,2,44,3,8,2,1778.1679154022
2024,04,016257,054,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1778.1679154022
2024,04,016257,102,11,01,01,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, ,3,3, , ,3,2000,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,5,1,1,2, ,2,41,5,6,2,1778.1679154022
2024,04,016257,151,11,01,01,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,2000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,66,2,3,2,1778.1679154022
2024,04,016257,175,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1778.1679154022
2024,04,016257,200,11,01,01,070101,8,1,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, , , , , ,2,3000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,2,1,1,2, ,2,72,2,6,2,1778.1679154022
2024,04,016265,002,11,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2019.49070392107
2024,04,016265,019,11,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2019.49070392107
2024,04,016265,037,11,02,02,070104,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,6, , , , ,3,8000,2,7, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,2,1,2, ,2,67,2,8,2,2019.49070392107
2024,04,016265,107,11,01,01,070104,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,4, , ,3,2000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,9,1,1,2, ,1,51,6,8,2,2019.49070392107
2024,04,016265,159,11,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2019.49070392107
2024,04,016269,016,11,01,00,070107,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1778.1679154022
2024,04,016269,032,11,01,00,070107,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1778.1679154022
2024,04,016269,064,11,01,01,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, ,3,3, , ,2,600,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,72,5,5,2,1778.1679154022
2024,04,016269,081,11,02,02,070107,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,1500,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,5,2,1,2, ,1,76,2,10,2,1778.1679154022
2024,04,016269,097,11,01,01,070107,8,1,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0, , , , , , , ,4,1,3, ,1,1, , ,2,1500,1,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,5,5,1,1,2, ,1,42,1,8,2,1778.1679154022
2024,04,016285,033,11,02,02,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , ,2,2,3,1500,3,3, ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,10,2,1,2, ,2,71,2,4,2,1873.15079783983
2024,04,016285,058,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016285,082,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
2024,04,016285,106,11,01,01,070101,8,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3, ,5,5, , ,2,2500,2,7, ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2, ,2,73,5,3,2,1873.15079783983
2024,04,016285,131,12,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1873.15079783983
