AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P24_1,P24_2,P24_3,P24_4,P24_5,P24_6,P24_7,P24_8,P24_9,P24_10,P24_11,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P26_9,P26_10,P26_11,P26_12,P26_13,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P28,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P32,P33_1,P33_2,P34,P34A,P34B,P34C,P34D,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR
2024,04,015079,057,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,3,3,4,4,3,700,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,35,5,4,2,347.937260548578
2024,04,015079,058,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,2,2,2,2,3,1500,2,2, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,2,2,1,1,2, ,1,54,2,5,2,347.937260548578
2024,04,015079,059,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2, , ,2,600,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,68,3,3,2,347.937260548578
2024,04,015079,060,11,02,02,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2,2,2,3,1000,2,2, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,10,10,2,1,2, ,2,46,1,3,2,347.937260548578
2024,04,015079,130,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,2,2,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,3,1,1,2, ,1,27,1,7,2,347.937260548578
2024,04,015079,131,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , , , , , , ,2,3,2, , , ,3,3,2,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,40,5,9,2,347.937260548578
2024,04,015079,132,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2, , ,2,500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,67,3,3,2,347.937260548578
2024,04,015079,133,11,01,01,010514,4,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, ,2,2, , ,2,750,2,1, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,2,2,1,1,2, ,1,56,2,5,2,347.937260548578
2024,04,015090,029,11,01,01,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,150,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,72,2,4,2,341.195901881411
2024,04,015090,031,11,01,01,010509,4,8,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,3,1, , ,3,300,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,54,2,3,2,341.195901881411
2024,04,015090,032,11,01,01,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,2,3,2,3,3,300,3,1, ,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1, ,10,10,1,1,2, ,1,77,3,3,2,341.195901881411
2024,04,015090,077,11,02,02,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,2,2,3,200,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,41,2,3,2,341.195901881411
2024,04,015090,082,11,01,01,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,3, , ,3,200,3,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,2,90,3,1,2,341.195901881411
2024,04,015090,083,11,01,01,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,200,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,56,3,4,2,341.195901881411
2024,04,015090,084,11,02,02,010509,4,8,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , , , , , , ,2,2,2, ,1,1, , ,3,250,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,1,78,2,3,2,341.195901881411
2024,04,015090,085,11,02,02,010509,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,1,3,2,4,3,250,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,33,1,4,2,341.195901881411
2024,04,015100,002,11,02,02,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,3, , ,3,400,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,2,1,2, ,2,82,1,3,2,341.19590188735
2024,04,015100,003,11,01,01,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,1,2,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,72,2,4,2,341.19590188735
2024,04,015100,021,11,01,01,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,4, , ,3,250,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,64,5,4,2,341.19590188735
2024,04,015100,022,11,01,01,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3, ,3,3, , ,2,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,69,5,4,2,341.19590188735
2024,04,015100,023,11,02,02,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3, , ,3,400,3,2, ,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,3,1,1,2,1,2, ,2,64,2,4,2,341.19590188735
2024,04,015100,024,11,02,02,010110,4,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2, , ,3,300,3,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,2,1,2, ,2,58,1,4,2,341.19590188735
2024,04,015151,005,11,02,02,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,2,2,3,1000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,2,1,2, ,2,26,1,4,2,325.232047413739
2024,04,015151,006,11,02,02,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,6,3,3, , ,3,2000,2,1, ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1, ,2,1,2,1,2, ,2,44,1,3,2,325.232047413739
2024,04,015151,007,11,01,01,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2, ,2,2,2,2,3,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,78,2,3,2,325.232047413739
2024,04,015151,008,11,01,01,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,6,2,2, , ,3,1200,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,49,2,5,2,325.232047413739
2024,04,015151,049,11,02,02,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,28,1,4,2,325.232047413739
2024,04,015151,053,11,01,01,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , , , , ,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,63,2,4,2,325.232047413739
2024,04,015151,054,11,01,01,010301,7,8,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , ,1,3,3,3,3,3,3,4,2,2, ,2,2,2,2,3,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,45,5,4,2,325.232047413739
2024,04,015151,055,11,02,02,010301,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, ,2,2, , ,3,800,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,52,2,3,2,325.232047413739
2024,04,015153,085,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , ,4,2,2, ,3,3,3,3,2,3000,2,3, ,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,4,3,2,1,1,2, ,2,51,5,9,2,325.232047413739
2024,04,015153,086,11,02,02,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,3,1000,1,2, ,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,4,2,3,2,1,2, ,2,32,1,4,2,325.232047413739
2024,04,015153,087,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,1,2,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , ,4,2,3, ,2,2, , ,1,3000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,77,5,6,2,325.232047413739
2024,04,015153,088,11,02,02,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3, ,1,2,3,3,3,1000,2,5, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, ,3,2,2,1,2, ,2,36,1,5,2,325.232047413739
2024,04,015153,193,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,3,3,3,3,2,300,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,46,5,3,2,325.232047413739
2024,04,015153,195,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, ,3,3,3,3,3,400,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,42,1,3,2,325.232047413739
2024,04,015153,196,11,01,01,010401,7,7,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,2,3,3,3,900,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,58,1,4,2,325.232047413739
2024,04,015157,041,11,01,01,010205,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, ,2,2,3,2,3,1500,1,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,36,5,5,2,325.232047413739
2024,04,015157,042,11,02,02,010205,7,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3, ,2,3,3,3,3,500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,2,2,1,2, ,2,33,2,6,2,325.232047413739
