AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P32,P33_1,P33_2,P34,P34A,P34B,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR07
2014,01,0039,006,11,01,01,010109,4,8,2,2,2,2, ,2,2,3,800,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,73,3,1,2,74.62
2014,01,0039,007,11,01,01,010109,4,8,2,2,2,2, ,2,3,3,800,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,76,2,3,2,74.62
2014,01,0039,011,11,01,01,010109,4,8,2,3,1,1,6, , ,3,100,1,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,30,6,5,2,74.62
2014,01,0039,090,11,01,01,010109,4,8,2,2,2,2, , , ,3,500,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,23,1,4,2,74.62
2014,01,0039,092,11,02,02,010109,4,8,2,2,2,2, ,2,3,3,900,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,3,2,1,2,1,2, ,2,46,2,5,2,74.62
2014,01,0039,093,11,02,02,010109,4,8,2,2,2,2, , , ,2,500,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,38,2,1,2,74.62
2014,01,0039,108,11,02,02,010109,4,8,2,2,2,2, ,2,2,3,500,1,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,10,2,1,2, ,2,51,2,4,2,74.62
2014,01,0039,115,11,01,01,010109,4,8,2,2,2,2, ,2,3,3,500,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,3,2,1,1,2, ,1,33,2,3,2,74.62
2014,01,0044,003,11,01,01,010201,7,4,2,2,2,2, , , ,3,1800,2,4, ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,5,4,1,1,2, ,1,54,2,10,2,112.67
2014,01,0044,017,11,01,01,010201,7,4,2,4,2,1,3, , ,2,3000,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,5,1,1,2, ,1,53,2,10,2,112.67
2014,01,0044,037,11,01,01,010201,7,4,2,2,1,2, , , ,3,2000,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,59,2,10,2,112.67
2014,01,0044,048,11,01,00,010201,7,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,112.67
2014,01,0044,068,11,01,01,010201,7,4,2,2,2,1,7, , ,3,4000,3,6,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,43,1,9,2,112.67
2014,01,0044,090,11,01,01,010201,7,4,2,2,2,2, , , ,3,300,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,70,3,3,2,112.67
2014,01,0053,004,11,02,02,010201,7,4,2,4,1,1,6,1,3,3,1000,2,3,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1, ,2,9,2,1,2, ,2,28,1,4,2,112.67
2014,01,0053,015,11,01,01,010201,7,4,1,2,2,1,6, , ,3,3000,3,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,7,1,1,2, ,1,27,1,9,2,112.67
2014,01,0053,032,11,01,01,010201,7,4,2,2,1,2, ,2,2,3,400,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,47,5,4,2,112.67
2014,01,0053,077,11,02,02,010201,7,4,2,4,1,1,7, , ,3,1000,2,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1, ,2,2,2,1,2, ,2,24,1,4,2,112.67
2014,01,0053,092,11,01,01,010201,7,4,2,4,3,3, , , ,3,600,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,26,1,6,2,112.67
2014,01,0053,121,11,01,01,010201,7,4,2,4,3,3, ,2,2,2,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,45,2,3,2,112.67
2014,01,0133,018,11,01,01,020101,5,3,2,2,2,3, , , ,3,1200,3,3, ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,10,1,1,1,2, ,1,70,2,3,2,505.7
2014,01,0133,031,11,01,01,020101,5,3,2,2,2,2, , , ,3,1500,3,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,42,2,8,2,505.7
2014,01,0133,047,12,01,01,020101,5,3,2,2,2,2, , , ,3,1500,3,1, ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,2,2,1,1,2, ,1,86,2,5,2,505.7
2014,01,0133,047,22,01,01,020101,5,3,2,2,3,3, , , ,3,2000,3,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,2,44,1,10,2,505.7
2014,01,0133,074,11,01,01,020101,5,3,2,2,2,2, , , ,2,700,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,51,5,5,2,505.7
2014,01,0133,089,11,01,01,020101,5,3,2,2,2,2, , , ,3,400,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,75,3,1,1,505.7
2014,01,0133,111,11,01,01,020101,5,3,2,2,2,2, , , ,3,2500,3,1, ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,5,5,1,1,2, ,2,61,5,8,2,505.7
2014,01,0145,005,11,01,01,021801,2,2,2,2,1,2, , , ,3,500,3,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,61,5,3,2,491.63
2014,01,0145,041,12,01,00,021801,2,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,491.63
2014,01,0145,041,22,01,01,021801,2,2,2,1,1,1,7, , ,3,500,3,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,46,1,6,2,491.63
2014,01,0145,066,11,01,01,021801,2,2,2,2,1,2, , , ,3,1500,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,2,1,1,2, ,1,30,1,6,2,491.63
2014,01,0145,081,11,02,02,021801,2,2,2,2,1,2, ,1,3,3,1500,3,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,33,2,6,2,491.63
2014,01,0145,104,11,01,01,021801,2,2,2,2,1,1,6, , ,3,800,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,2,37,5,6,2,491.63
2014,01,0157,005,11,02,02,021801,2,2,2,3,2,3, , , ,2,3000,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,10,10,2,1,2, ,2,34,2,7,2,491.63
2014,01,0157,017,11,01,01,021801,2,2,2,2,1,1,3, , ,3,2000,2,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,67,6,4,2,491.63
2014,01,0157,029,12,01,01,021801,2,2,2,2,2,2, , , ,3,1000,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1, ,3,1,1,1,2, ,1,67,2,4,2,491.63
2014,01,0157,029,22,02,02,021801,2,2,2,1,2,1,7, , ,3,500,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,5,2,1,2, ,2,24,1,5,2,491.63
2014,01,0157,041,11,01,01,021801,2,2,2,2,2,2, , , ,3,400,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,2,2,1,1,2, ,2,73,4,4,2,491.63
2014,01,0157,052,11,01,01,021801,2,2,2,1,2,2, , , ,3,500,2,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,2,2,2,1,1,2, ,2,50,5,4,2,491.63
2014,01,0157,063,11,01,01,021801,2,2,2,4,1,1,6, , ,3,1600,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,77,2,4,1,491.63
2014,01,0239,003,11,01,01,020703,5,7,2,2,2,2, ,3,3,3,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,64,6,4,2,242.02
2014,01,0239,006,11,01,01,020703,5,7,2,2,2,2, ,3,3,3,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,67,5,3,2,242.02
2014,01,0239,047,11,02,02,020703,5,7,2,4,2,2, ,3,3,3,800,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,41,2,5,2,242.02
2014,01,0239,051,11,01,01,020703,5,7,2,2,2,3, ,3,3,3,300,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,67,3,1,2,242.02
2014,01,0239,053,11,02,02,020703,5,7,2,2,2,3, ,3,3,3,600,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,1, ,2,55,1,1,2,242.02
2014,01,0239,054,11,02,02,020703,5,7,2,2,2,2, , , ,3,800,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,58,2,1,2,242.02
2014,01,0239,056,11,01,01,020703,5,7,2,2,2,3, ,3,3,2,800,1,1, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,2,1,1,1,2, ,1,64,2,4,2,242.02
2014,01,0239,058,11,02,02,020703,5,7,2,2,2,3, ,3,3,3,1000,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,37,2,3,2,242.02
2014,01,0251,007,11,01,01,022001,5,8,1,3,1,2, , , ,3,2000,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,65,2,3,2,219.33
2014,01,0251,009,11,01,01,022001,5,8,2,2,2,2, , , ,3,1500,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,44,2,6,2,219.33
2014,01,0251,010,11,01,01,022001,5,8,2,3,2,2, , , ,3,1000,2,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,2,1,1,2, ,1,35,1,4,2,219.33
2014,01,0251,055,11,02,02,022001,5,8,2,2,3,2, , , ,3,500,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,2,2,1,2, ,2,41,1,5,2,219.33
2014,01,0251,056,11,01,01,022001,5,8,2,2,2,2, , , ,3,2000,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,45,1,6,2,219.33
2014,01,0251,057,11,02,02,022001,5,8,2,2,3,3, , , ,3,2000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,37,1,4,2,219.33
2014,01,0251,058,11,01,01,022001,5,8,2,2,2,2, , , ,3,600,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,72,2,3,2,219.33
2014,01,0251,061,11,01,01,022001,5,8,2,2,2,2, , , ,3,900,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,51,1,6,2,219.33
2014,01,0259,002,11,02,02,030101,6,3,2,1,2,2, , , ,3,2000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,3,2,1,2, ,2,62,2,8,2,219.23
2014,01,0259,026,11,02,02,030101,6,3,2,4,3,3, , , ,2,300,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,49,1,11,2,219.23
2014,01,0259,037,11,01,01,030101,6,3,2,2,2,2, ,3,3,2,200,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,74,3,1,2,219.23
2014,01,0259,050,11,01,01,030101,6,3,2,2,1,2, , , ,2,2500,3,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,65,5,8,2,219.23
2014,01,0259,061,11,01,01,030101,6,3,2,2,2,2, , , ,3,2500,3,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,62,6,9,2,219.23
2014,01,0259,074,11,02,02,030101,6,3,2,2,2,2, , , ,3,2000,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,3,2,1,2, ,2,44,1,6,2,219.23
2014,01,0280,031,11,01,01,030213,6,4,2,1,1,1,6, , ,3,2500,3,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,42,1,6,2,238.2
2014,01,0280,047,11,01,01,030213,6,4,2,2,2,1,6,1,1,3,1000,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,42,3,3,2,238.2
2014,01,0280,077,11,01,01,030213,6,4,2,2,1,2, ,1,1,3,1000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,70,2,3,2,238.2
2014,01,0280,094,11,02,02,030213,6,4,2,2,2,2, , , ,3,300,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,43,2,3,2,238.2
2014,01,0280,124,11,01,01,030213,6,4,2,2,2,2, , , ,3,2500,3,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,44,2,6,2,238.2
2014,01,0312,020,11,02,02,030208,6,7,2,2,3,2, ,1,1,3,1000,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,67,2,1,2,135.34
2014,01,0312,021,11,02,02,030208,6,7,2,2,2,2, , , ,3,500,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,52,2,1,2,135.34
2014,01,0312,089,11,01,01,030208,6,7,2,2,2,2, , , ,3,300,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,38,5,3,2,135.34
2014,01,0312,090,11,01,01,030208,6,7,2,2,1,1,6,3,3,3,600,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,56,2,6,2,135.34
2014,01,0312,096,11,01,01,030208,6,7,2,2,2,3, ,3,3,2,2500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,40,1,5,2,135.34
2014,01,0312,097,11,02,02,030208,6,7,2,2,3,1,5,2,1,3,1000,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,40,1,4,2,135.34
2014,01,0312,098,11,02,02,030208,6,7,2,2,2,2, ,1,1,3,1000,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,30,2,4,2,135.34
2014,01,0312,100,11,01,01,030208,6,7,2,2,2,2, ,3,3,2,500,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,1,39,2,5,2,135.34
2014,01,0336,011,11,01,01,030417,6,7,3,2,1,3, , , ,2,1000,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,2,1,1,2, ,1,23,1,5,2,135.34
2014,01,0336,012,11,01,01,030417,6,7,1,2,2,1,3,3,3,3,1000,2,2, ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, ,1,1,1,1,2, ,2,47,5,3,2,135.34
2014,01,0336,019,11,02,02,030417,6,7,2,2,2,2, , , ,3,800,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,82,2,1,2,135.34
2014,01,0336,036,11,01,01,030417,6,7,2,2,1,2, , , ,3,1000,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,61,2,4,2,135.34
2014,01,0336,040,11,01,01,030417,6,7,2,2,2,2, ,3,3,3,500,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,68,2,3,2,135.34
2014,01,0336,079,11,01,01,030417,6,7,2,2,1,2, , , ,3,600,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,78,2,4,2,135.34
2014,01,0336,082,11,01,01,030417,6,7,2,2,2,2, ,3,3,3,600,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,81,2,3,2,135.34
2014,01,0336,083,11,01,01,030417,6,7,2,2,1,1,6, , ,3,400,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,40,5,3,2,135.34
2014,01,0417,005,11,01,01,040107,6,1,2,2,2,2, , , ,2,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,69,1,3,2,496.53
2014,01,0417,016,11,01,00,040107,6,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,496.53
2014,01,0417,031,11,01,01,040107,6,1,2,2,2,2, , , ,3,3500,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,60,2,3,2,496.53
2014,01,0417,045,11,01,01,040107,6,1,2,2,2,3, , , ,3,2000,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,2,60,5,1,2,496.53
2014,01,0417,065,11,01,01,040107,6,1,2,2,2,2, , , ,3,2500,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,2,23,1,8,2,496.53
2014,01,0417,103,11,01,01,040107,6,1,2,2,1,1,7, , ,3,3000,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,10,1,1,2, ,1,48,1,6,2,496.53
2014,01,0441,004,11,01,01,040112,6,1,2,2,2,2, , , ,2,4200,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,2,1,1,2, ,2,53,3,6,2,370.58
2014,01,0441,014,11,02,02,040112,6,1,2,2,2,2, , , ,3,2500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,48,2,5,2,370.58
2014,01,0441,022,11,01,01,040112,6,1,2,2,2,2, , , ,2,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,1,1,1,2, ,1,38,1,6,2,370.58
2014,01,0441,036,11,01,01,040112,6,1,2,4,2,2, , , ,2,1000,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,2,46,5,3,2,370.58
2014,01,0441,051,11,02,02,040112,6,1,2,2,2,2, , , ,2,3000,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,38,1,3,2,370.58
2014,01,0441,073,11,02,02,040112,6,1,2,2,2,2, , , ,4,1500,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,5,2,1,2, ,2,34,2,8,2,370.58
2014,01,0553,003,11,02,02,050601,5,5,2,3,2,2, , , ,3,1000,2,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,41,1,8,2,140.15
2014,01,0553,014,11,01,01,050601,5,5,2,4,3,2, , , ,2,2000,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,4,4,1,1,2, ,1,55,2,8,2,140.15
2014,01,0553,028,11,01,01,050601,5,5,2,2,2,2, ,3,3,2,2500,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,48,1,5,2,140.15
2014,01,0553,040,11,01,01,050601,5,5,2,2,2,2, , , ,3,700,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,80,3,1,2,140.15
2014,01,0553,059,11,01,01,050601,5,5,2,2,2,2, , , ,2,800,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,68,3,6,2,140.15
2014,01,0553,066,11,02,02,050601,5,5,2,2,2,2, , , ,2,1800,3,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,36,1,8,2,140.15
2014,01,0570,006,11,02,02,050606,5,6,2,2,2,2, ,3,3,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,61,2,1,2,154.69
2014,01,0570,016,11,02,02,050606,5,6,2,2,2,2, ,3,3,3,600,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,40,1,3,2,154.69
2014,01,0570,036,11,01,01,050606,5,6,2,2,2,2, , , ,3,1500,2,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,66,2,3,2,154.69
2014,01,0570,057,11,01,01,050606,5,6,2,2,2,2, ,3,3,3,500,2,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,26,2,5,2,154.69
2014,01,0570,064,11,01,01,050606,5,6,1,2,3,2, ,3,3,2,1000,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,2,3,1,1,2, ,1,31,1,8,2,154.69
2014,01,0570,078,11,01,01,050606,5,6,2,2,2,3, , , ,3,300,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,72,3,1,2,154.69
2014,01,0570,086,11,02,02,050606,5,6,2,2,2,2, , , ,3,300,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,56,2,1,2,154.69
2014,01,0570,098,11,01,01,050606,5,6,2,2,2,2, , , ,3,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,2,79,3,1,2,154.69
2014,01,0582,002,11,01,01,050501,5,7,2,2,2,2, , , ,2,80,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,62,6,1,2,163.19
2014,01,0582,003,11,01,01,050501,5,7,2,2,2,2, ,3,3,2,300,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,52,1,3,2,163.19
2014,01,0582,005,11,01,01,050501,5,7,2,2,2,3, ,3,3,2,250,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,41,2,1,2,163.19
2014,01,0582,054,11,01,01,050501,5,7,2,2,2,2, , , ,2,200,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,67,3,1,2,163.19
2014,01,0582,057,11,01,01,050501,5,7,2,3,2,2, ,3,3,3,1200,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,49,2,4,2,163.19
2014,01,0582,059,11,01,01,050501,5,7,2,2,2,2, ,3,3,2,200,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,70,3,1,2,163.19
2014,01,0582,061,11,01,01,050501,5,7,2,2,2,2, ,3,3,3,1500,1,2,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,49,2,3,2,163.19
2014,01,0582,062,11,01,01,050501,5,7,2,2,2,2, , , ,2,250,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,58,3,1,2,163.19
2014,01,0685,006,11,01,01,061306,4,7,2,4,2,2, ,2,3,2,1000,1,3, ,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,3,1,1,1,1,2, ,1,46,2,6,2,353.61
2014,01,0685,007,11,01,01,061306,4,7,2,4,2,2, ,2,2,2,400,2,1, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,3,2,2,1,1,2, ,1,32,1,6,2,353.61
2014,01,0685,008,11,01,01,061306,4,7,2,2,2,2, , , ,3,200,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,84,3,1,2,353.61
2014,01,0685,053,11,01,01,061306,4,7,2,2,2,2, , , ,3,500,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,58,3,3,2,353.61
2014,01,0685,054,11,01,01,061306,4,7,2,4,2,2, , , ,2,300,1,3, ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,1,2, ,1,58,2,3,2,353.61
2014,01,0685,060,11,02,02,061306,4,7,2,4,2,2, ,1,3,2,300,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,49,1,1,2,353.61
2014,01,0685,061,11,01,01,061306,4,7,2,4,2,2, ,3,3,3,1000,3,1, ,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,1,1,1,1,2, ,1,41,2,3,2,353.61
2014,01,0685,068,11,01,01,061306,4,7,2,2,2,2, , , ,3,500,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,79,3,4,2,353.61
2014,01,0733,009,11,01,01,060202,4,8,2,2,2,2, ,3,2,3,300,3,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,57,1,4,2,341.95
2014,01,0733,012,11,01,01,060202,4,8,2,2,2,2, , , ,3,300,1,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,49,2,3,2,341.95
2014,01,0733,046,11,01,01,060202,4,8,2,2,2,2, , , ,2,300,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,56,3,1,2,341.95
2014,01,0733,047,11,01,01,060202,4,8,2,2,2,2, , , ,2,600,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,47,1,5,2,341.95
2014,01,0733,048,11,01,01,060202,4,8,2,2,1,2, , , ,3,100,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,2,59,5,1,2,341.95
2014,01,0733,051,11,01,01,060202,4,8,2,3,2,2, , , ,2,1000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,39,1,4,2,341.95
2014,01,0733,052,11,02,02,060202,4,8,2,2,2,2, ,3,3,2,500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,44,1,4,2,341.95
2014,01,0751,029,11,01,01,060901,7,7,2,4,1,1,5,2,2,3,500,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,50,2,3,2,410.33
