AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P23,P32,P33_1,P33_2,P34,P34A,P34B,P37,P38,P38A,P39B1,P39B2,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42A$1,P42A$2,P42A$3,P42A$4,P42A$5,P42A$6,P42A$9,P42A$7,P42A$8,P43,P44,P45_1,P45_2,P203_02,P204_02,P205_02,P206_02,P207_02,P208_02,P209_02,P301_02,TICUEST01B,FACTOR07
2014,07,6116,106,11,01,01,070101,8,1,2,4,3,3, , , ,3,2500,1,4, ,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1, ,5,5,1,1,2, ,2,44,5,8,2,395.3
2014,07,6124,023,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,111.22
2014,07,6124,064,11,01,01,070101,8,1,2,2,1,1,3, , ,3,1500,3,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,4,1,1,2, ,2,62,3,9,2,111.22
2014,07,6124,076,11,01,01,070101,8,1,2,1,1,1,1, , ,3,800,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,52,5,6,2,111.22
2014,07,6124,095,11,01,01,070101,8,1,2,1,2,2, , , ,3,600,3,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,2,54,4,5,2,111.22
2014,07,6124,101,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,111.22
2014,07,6124,115,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,111.22
2014,07,6124,128,11,01,01,070101,8,1,2,2,2,2, , , ,3,5000,3,8,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,5,1,1,2, ,2,73,3,6,2,111.22
2014,07,6129,003,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,241
2014,07,6129,050,11,01,01,070101,8,1,2,2,3,2, , , ,3,1500,1,3,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,54,5,6,2,241
2014,07,6129,095,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,241
2014,07,6129,119,11,02,02,070101,8,1,2,2,1,2, , , ,3,2000,2,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,3,5,7,2,1,2, ,2,49,2,6,2,241
2014,07,6129,165,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,241
2014,07,6130,017,11,01,01,070101,8,1,2,2,1,2, , , ,3,1500,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,1,1,2, ,1,42,2,6, ,395.3
2014,07,6130,030,11,01,01,070101,8,1,2,2,1,2, , , ,3,2000,3,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,56,5,6,2,395.3
2014,07,6130,086,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,395.3
2014,07,6130,098,11,01,00,070101,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,395.3
2014,07,6130,113,11,01,00,070101,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,395.3
2014,07,6177,028,11,01,01,070104,8,1,2,2,1,2, , , ,3,6000,3,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,56,3,8,2,145.6
2014,07,6177,033,11,01,00,070104,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,145.6
2014,07,6177,048,11,01,01,070104,8,1,2,3,1,2, , , ,3,1000,1,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1, ,2,2,1,1,2, ,1,60,3,6,2,145.6
2014,07,6177,063,11,02,02,070104,8,1,2,1,1,1,7, , ,3,1500,3,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,44,2,6,2,145.6
2014,07,6177,123,13,01,01,070104,8,1,2,3,1,1,3, , ,3,3000,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,2,1,1,2, ,2,59,5,7,2,145.6
2014,07,6177,123,23,02,02,070104,8,1,2,3,1,1,7, , ,3,1500,3,6,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,9,8,2,1,2, ,2,30,1,6,2,145.6
2014,07,6177,123,33,01,00,070104,8,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145.6
2014,07,6177,139,11,01,01,070104,8,1,2,2,2,2, , , ,2,3000,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,2,81,3,6,2,145.6
2014,07,6177,154,11,01,00,070104,8,1,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,145.6
2014,07,6202,021,11,02,02,080108,6,2,2,2,2,1,6, , ,3,2000,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,3,2,1,2, ,2,47,2,8,1,152.79
2014,07,6202,034,11,01,01,080108,6,2,2,2,2,2, , , ,3,5000,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,9,9,1,1,2, ,2,55,3,8,2,152.79
2014,07,6202,038,11,01,01,080108,6,2,2,2,2,2, ,1,1,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,40,5,8,2,152.79
2014,07,6202,092,11,01,01,080108,6,2,2,2,1,2, , , ,2,3000,1,4,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,2,77,6,6,2,152.79
2014,07,6202,127,11,01,01,080108,6,2,2,1,1,2, , , ,3,2500,3,4, ,0,0,1,0,0,0,0,0,4, , , , , , , , , , , ,10,10,1,1,2, ,2,91,3,5,1,152.79
2014,07,6202,162,11,01,01,080108,6,2,1,3,1,1,7, , ,3,4000,3,6,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,1,58,2,11,2,152.79
2014,07,6202,180,11,02,02,080108,6,2,2,2,2,2, , , ,3,2000,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,2,1,2, ,2,50,2,5,1,152.79
2014,07,6225,004,11,02,02,080101,6,2,2,2,2,2, , , ,2,2000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,49,1,4,1,229.19
2014,07,6225,016,11,01,01,080101,6,2,1,2,2,2, , , ,2,5000,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,5,1,1,1,2, ,2,43,2,10,2,229.19
2014,07,6225,028,11,01,01,080101,6,2,2,2,2,2, , , ,3,500,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,2,1,1,1,2, ,2,82,3,3,2,229.19
2014,07,6225,036,11,01,01,080101,6,2,1,2,1,3, , , ,3,1500,2,6, ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1, ,2,1,1,1,2, ,2,36,2,8,2,229.19
2014,07,6225,062,11,01,01,080101,6,2,2,2,2,2, , , ,3,1500,3,6,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,4,1,1,2, ,2,63,5,10,2,229.19
2014,07,6225,088,11,02,02,080101,6,2,2,1,1,1,6, , ,4,1500,2,5,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,27,1,8,2,229.19
2014,07,6265,046,11,01,01,080601,6,4,2,2,2,3, , , ,3,700,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,71,2,3,2,508.44
2014,07,6265,079,11,01,01,080601,6,4,2,2,2,3, ,3,3,3,1500,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,58,1,4,2,508.44
2014,07,6265,094,11,01,01,080601,6,4,2,2,2,2, , , ,3,3000,2,4, ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,1,1,1,1,2, ,2,52,2,3,2,508.44
2014,07,6265,107,11,01,01,080601,6,4,2,1,2,2, , , ,3,40,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,1,56,1,11,1,508.44
2014,07,6265,117,11,02,02,080601,6,4,2,4,1,1,6, , ,2,700,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,53,2,8,2,508.44
2014,07,6282,041,11,01,01,080909,6,7,2,4,3,3, ,3,3,3,1500,1,3, ,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,4,1,1,1,1,2, ,1,54,2,5,2,209.3
2014,07,6282,043,11,01,01,080909,6,7,2,4,3,3, ,4,3,1,1500,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,1,1,1,1,2, ,1,47,1,5,2,209.3
2014,07,6282,044,11,01,01,080909,6,7,2,4,1,3, ,3,3,3,1000,1,4, ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1, ,2,1,1,1,2, ,1,54,5,7,2,209.3
2014,07,6282,128,11,01,01,080909,6,7,2,2,2,1,7,3,3,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1, ,3,1,1,1,2, ,1,45,1,4,2,209.3
2014,07,6282,131,11,01,01,080909,6,7,2,2,1,3, , , ,3,3000,2,5, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,3,1,1,1,2, ,1,61,2,6,2,209.3
2014,07,6282,132,11,01,01,080909,6,7,2,4,3,3, ,3,3,3,1000,2,3, ,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,4,10,1,1,1,2, ,1,46,1,5,2,209.3
2014,07,6282,133,11,01,01,080909,6,7,2,2,2,3, , , ,3,500,1,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,2,1,1,2, ,1,73,3,1,2,209.3
2014,07,6282,135,11,01,01,080909,6,7,2,2,3,2, , , ,2,400,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,2,63,3,1,2,209.3
2014,07,6293,003,11,01,01,081303,6,6,2,2,1,2, , , ,3,1500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,32,1,6,2,207.67
2014,07,6293,016,11,02,02,081303,6,6,2,2,1,2, , , ,3,500,2,1, ,0,0,1,0,0,0,0,0,4, , , , , , , , , , , ,1,1,2,1,2, ,2,90,2,1,2,207.67
2014,07,6293,025,11,01,01,081303,6,6,2,2,2,1,6, , ,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,1,1,1,2, ,1,83,2,3,2,207.67
2014,07,6293,034,11,01,01,081303,6,6,2,2,1,1,7, , ,3,1500,2,3, ,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,7,2,1,1,2, ,1,29,1,8,2,207.67
2014,07,6293,041,11,01,01,081303,6,6,2,2,1,2, , , ,3,600,2,1, ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,3,1,1,1,2, ,1,68,2,4,2,207.67
2014,07,6293,049,11,02,02,081303,6,6,2,2,1,1,7, , ,3,1800,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,4,5,2,1,2, ,1,34,1,8,2,207.67
2014,07,6293,056,11,01,01,081303,6,6,2,2,2,2, , , ,3,350,2,1, ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1, ,2,1,1,1,2, ,2,70,3,1,2,207.67
2014,07,6293,071,11,01,01,081303,6,6,2,2,2,2, ,3,4,3,200,2,2, ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1, ,10,1,1,1,2, ,2,76,3,1,2,207.67
2014,07,6299,038,11,01,01,080305,6,7,2,2,1,2, , , ,3,2000,2,5, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,5,3,1,1,2, ,1,70,2,6,2,209.3
2014,07,6299,039,11,01,01,080305,6,7,2,1,2,2, , , ,3,500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,3,1,1,2, ,2,47,5,6,2,209.3
2014,07,6299,040,11,01,01,080305,6,7,2,2,2,2, , , ,3,800,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,44,5,5,2,209.3
2014,07,6299,041,11,01,01,080305,6,7,2,4,2,2, ,1,2,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,2, ,1,58,2,5,2,209.3
2014,07,6299,112,11,01,01,080305,6,7,2,2,2,2, ,1,2,3,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,2,57,3,1,2,209.3
2014,07,6299,113,11,02,02,080305,6,7,2,1,1,2, ,3,1,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,2,1,2, ,2,34,1,3,2,209.3
2014,07,6299,114,11,01,01,080305,6,7,2,2,2,2, ,1,1,3,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,1,1,1,2, ,2,44,2,3,2,209.3
2014,07,6299,115,11,01,01,080305,6,7,2,2,2,1,7,1,1,2,1000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,37,1,5,2,209.3
2014,07,6321,033,11,01,01,081202,6,7,2,2,2,2, ,3,3,3,500,1,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,53,2,3,2,209.3
2014,07,6321,034,11,01,01,081202,6,7,2,2,2,3, , , ,2,200,1,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,71,3,1,2,209.3
2014,07,6321,035,11,01,01,081202,6,7,2,1,3,2, , , ,3,200,1,4, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,2, ,1,52,1,3,2,209.3
2014,07,6321,101,11,02,02,081202,6,7,2,2,2,2, ,3,3,3,600,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,47,2,3,2,209.3
2014,07,6321,102,11,01,01,081202,6,7,2,2,2,2, , , ,3,2000,1,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,2,1,1,2, ,1,35,1,3,2,209.3
2014,07,6321,104,11,02,02,081202,6,7,2,2,1,1,3, , ,3,400,2,5, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,2,2,1,2, ,2,23,1,4,2,209.3
2014,07,6321,105,11,01,01,081202,6,7,2,2,2,2, ,3,3,3,1500,1,2, ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,3,3,1,1,2, ,1,47,1,4,2,209.3
2014,07,6321,106,11,01,01,081202,6,7,2,2,2,2, ,2,2,3,400,1,2, ,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,1,1,1,1,2, ,2,74,3,1,2,209.3
2014,07,6331,022,11,01,01,080701,6,7,2,2,2,2, ,1,1,3,500,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,75,3,3,2,209.3
2014,07,6331,025,11,02,02,080701,6,7,2,2,2,2, ,1,1,3,500,2,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,5,1,2,1,2, ,2,71,2,3,2,209.3
2014,07,6331,026,11,01,01,080701,6,7,2,2,2,2, ,1,3,3,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,62,3,1,2,209.3
2014,07,6331,027,11,01,01,080701,6,7,2,3,2,3, , , ,1,500,1,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,91,3,1,2,209.3
2014,07,6331,136,11,01,01,080701,6,7,2,2,2,2, ,1,1,3,400,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1, ,2,1,1,1,2, ,2,54,5,1,2,209.3
2014,07,6331,137,11,01,01,080701,6,7,2,2,2,2, ,3,3,3,500,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,4,2,1,1,1,2, ,1,36,1,4,2,209.3
2014,07,6331,139,11,01,01,080701,6,7,2,2,2,2, ,3,3,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,2,1,1,1,2, ,1,44,1,5,2,209.3
2014,07,6331,142,11,01,01,080701,6,7,2,2,1,2, , , ,3,500,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,2, ,1,63,2,3,2,209.3
2014,07,6357,007,11,02,02,080604,6,7,2,2,2,2, ,3,4,3,1000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,45,1,5,2,209.3
2014,07,6357,008,11,01,01,080604,6,7,2,3,2,2, , , ,2,500,1,2, ,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,5,1,1,1,1,2, ,1,34,1,6,2,209.3
2014,07,6357,010,11,01,01,080604,6,7,2,2,2,2, , , ,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,2,48,5,3,2,209.3
2014,07,6357,044,11,02,02,080604,6,7,2,2,2,2, , , ,2,1800,2,3, ,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,2,3,1,1,2,1,2, ,2,40,2,5,2,209.3
2014,07,6357,045,11,01,01,080604,6,7,1,1,2,2, , , ,3,800,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,2,73,3,3,2,209.3
2014,07,6357,048,11,01,01,080604,6,7,2,2,2,2, , , ,2,150,1,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,5,5,1,1,1,2, ,2,67,3,7,2,209.3
2014,07,6357,049,11,01,01,080604,6,7,2,2,2,2, , , ,2,500,3,1, ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,1,1,1,1,2, ,2,94,3,1,2,209.3
2014,07,6357,051,11,01,01,080604,6,7,2,2,2,2, , , ,3,500,1,1, ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,5,1,1,1,1,2, ,1,76,2,3,2,209.3
2014,07,6372,014,11,02,02,090118,5,4,2,2,1,1,6,3,3,3,3000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,37,2,3,2,177.14
2014,07,6372,023,11,01,01,090118,5,4,2,2,1,2, ,3,3,3,3000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,1,1,1,2, ,1,51,2,4,2,177.14
2014,07,6372,029,11,01,01,090118,5,4,2,2,1,2, ,3,3,3,2000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,43,2,4,2,177.14
2014,07,6372,044,11,02,02,090118,5,4,2,2,1,2, ,2,2,3,2000,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,38,2,4,2,177.14
2014,07,6372,052,11,01,01,090118,5,4,2,2,2,2, ,3,3,3,1200,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,62,2,6,2,177.14
2014,07,6372,067,11,02,02,090118,5,4,2,1,2,2, ,3,3,3,3000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,41,1,3,2,177.14
2014,07,6385,002,11,01,01,090206,5,5,1,2,1,2, ,2,2,3,300,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,69,3,1,2,394.86
2014,07,6385,022,11,01,01,090206,5,5,2,2,1,2, ,3,3,3,300,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,2,73,3,1,2,394.86
2014,07,6385,031,11,01,01,090206,5,5,2,1,1,1,7, , ,3,150,3,5, ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,5,3,1,1,1,2, ,1,26,1,7,2,394.86
2014,07,6385,041,11,02,02,090206,5,5,2,2,1,2, ,2,2,3,1500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,36,2,1,2,394.86
2014,07,6385,051,11,01,01,090206,5,5,2,2,1,1,7,2,2,3,2000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,31,2,6,2,394.86
2014,07,6387,002,11,01,01,090201,5,5,2,1,1,1,6, , ,3,5000,1,6, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,60,5,6,2,127.37
2014,07,6387,018,11,01,01,090201,5,5,2,2,2,2, , , ,3,2000,1,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,51,2,10,2,127.37
2014,07,6387,067,11,01,01,090201,5,5,2,1,2,2, , , ,3,1300,3,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,80,2,4,2,127.37
2014,07,6387,083,11,01,01,090201,5,5,2,1,3,2, , , ,3,3000,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,3,3,1,1,2, ,2,49,2,9,2,127.37
2014,07,6387,114,11,02,02,090201,5,5,2,2,3,2, ,4,4,3,4000,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,2,2,1,2, ,2,35,2,11,2,127.37
2014,07,6387,130,11,01,01,090201,5,5,2,1,2,2, , , ,3,4000,2,3, ,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2, ,2,58,5,5,2,127.37
2014,07,6424,001,11,01,01,090508,5,7,3,4,2,2, ,5,5,1,300,1,0,1,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,82,6,1,2,119.53
2014,07,6424,078,11,01,01,090508,5,7,2,2,2,2, , , ,3,600,2,0,1,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,1,1,2, ,1,71,3,3,2,119.53
2014,07,6424,086,11,02,02,090508,5,7,2,2,2,2, ,3,3,3,1600,2,3, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,4,2,1,2,1,2, ,2,41,2,4,2,119.53
2014,07,6424,093,11,01,01,090508,5,7,2,2,3,2, , , ,3,2000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,47,2,5,2,119.53
2014,07,6424,101,11,01,01,090508,5,7,2,2,2,2, , , ,1,1500,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,2,79,3,3,2,119.53
2014,07,6424,102,11,02,02,090508,5,7,2,2,2,2, ,3,3,3,1800,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,27,1,4,2,119.53
2014,07,6424,107,11,01,01,090508,5,7,2,2,2,2, ,3,3,3,1000,2,3, ,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,3,5,3,1,1,1,2, ,1,72,3,4,2,119.53
2014,07,6436,064,11,01,01,090203,5,7,2,2,2,2, ,1,1,3,300,2,1, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,2,67,3,1,2,119.53
2014,07,6436,065,11,02,02,090203,5,7,2,2,2,2, ,2,2,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,2,1,2, ,2,37,2,3,2,119.53
2014,07,6436,071,11,01,01,090203,5,7,2,2,1,2, ,3,3,3,600,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,25,2,6,2,119.53
2014,07,6436,153,11,02,02,090203,5,7,2,2,2,2, ,3,3,3,1000,2,1, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,2,1,2, ,2,57,2,1,2,119.53
2014,07,6436,154,11,01,01,090203,5,7,2,2,2,2, ,3,3,2,500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,31,2,5,2,119.53
2014,07,6436,155,11,01,01,090203,5,7,2,2,2,2, ,3,3,3,1000,2,2, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,1,48,2,3,2,119.53
2014,07,6436,156,11,01,01,090203,5,7,2,2,1,1,5,1,1,3,350,2,1, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,2, ,1,81,2,3,2,119.53
2014,07,6436,158,11,02,02,090203,5,7,2,2,1,2, ,3,3,3,1000,2,1, ,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,4,1,1,2,1,2, ,2,33,2,3,2,119.53
2014,07,6461,034,11,01,01,090103,5,7,2,2,2,2, ,2,2,3,1200,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,44,2,3,2,119.53
2014,07,6461,038,11,01,01,090103,5,7,2,2,2,2, , , ,2,480,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,1,1,2, ,1,53,2,4,2,119.53
2014,07,6461,123,11,02,02,090103,5,7,2,2,2,2, ,2,2,3,1000,1,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,36,2,3,2,119.53
2014,07,6461,125,11,02,02,090103,5,7,2,2,3,2, , , ,1,450,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,10,10,2,1,2, ,2,22,1,5,2,119.53
2014,07,6461,128,11,02,02,090103,5,7,2,2,2,2, ,3,3,3,1500,2,2, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,2,1,2,1,2, ,2,26,2,4,2,119.53
2014,07,6461,129,11,01,01,090103,5,7,2,2,2,2, ,1,2,3,1500,2,3, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,37,2,6,2,119.53
2014,07,6461,130,11,01,01,090103,5,7,2,2,2,3, ,2,2,2,600,2,2, ,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,2,4,1,1,1,1,2, ,2,55,3,1,2,119.53
2014,07,6461,131,11,01,01,090103,5,7,2,2,3,2, ,2,3,3,1500,2,4, ,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,1,1,1,2, ,1,47,2,3,2,119.53
