Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,78.493324279785099
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,13.921552658081
Nov 2015 - Abr 2016,NACIONAL,NO SABE,7.5851240158081001
Nov 2015 - Abr 2016,URBANO,NADA / POCO,79.958534240722599
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,14.238736152648899
Nov 2015 - Abr 2016,URBANO,NO SABE,5.8027319908142001
Nov 2015 - Abr 2016,RURAL,NADA / POCO,72.696113586425696
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,12.666590690612701
Nov 2015 - Abr 2016,RURAL,NO SABE,14.63729763031
Dic 2015 - May 2016,NACIONAL,NADA / POCO,78.512550354003906
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,13.535788536071699
Dic 2015 - May 2016,NACIONAL,NO SABE,7.9516587257385201
Dic 2015 - May 2016,URBANO,NADA / POCO,80.039360046386705
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,13.607109069824199
Dic 2015 - May 2016,URBANO,NO SABE,6.3535265922546298
Dic 2015 - May 2016,RURAL,NADA / POCO,72.461318969726506
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,13.2531232833862
Dic 2015 - May 2016,RURAL,NO SABE,14.2855558395385
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,78.560729980468693
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,13.618222236633301
Ene 2016 - Jun 2016,NACIONAL,NO SABE,7.8210496902465803
Ene 2016 - Jun 2016,URBANO,NADA / POCO,80.141181945800696
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,13.7025995254516
Ene 2016 - Jun 2016,URBANO,NO SABE,6.1562194824218697
Ene 2016 - Jun 2016,RURAL,NADA / POCO,72.272026062011705
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,13.2824802398681
Ene 2016 - Jun 2016,RURAL,NO SABE,14.445497512817299
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,78.047958374023395
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,13.432832717895501
Feb 2016 - Jul 2016,NACIONAL,NO SABE,8.5192117691040004
Feb 2016 - Jul 2016,URBANO,NADA / POCO,79.636589050292898
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,13.506918907165501
Feb 2016 - Jul 2016,URBANO,NO SABE,6.8564906120300204
Feb 2016 - Jul 2016,RURAL,NADA / POCO,71.717330932617102
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,13.1376018524169
Feb 2016 - Jul 2016,RURAL,NO SABE,15.1450700759887
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,77.633537292480398
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,13.6338748931884
Mar 2016 - Ago 2016,NACIONAL,NO SABE,8.7325839996337802
Mar 2016 - Ago 2016,URBANO,NADA / POCO,79.089019775390597
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,13.749842643737701
Mar 2016 - Ago 2016,URBANO,NO SABE,7.1611409187316797
Mar 2016 - Ago 2016,RURAL,NADA / POCO,71.842590332031193
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,13.172471046447701
Mar 2016 - Ago 2016,RURAL,NO SABE,14.9849405288696
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,76.906112670898395
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,13.8411655426025
Abr 2016 - Sep 2016,NACIONAL,NO SABE,9.2527256011962802
Abr 2016 - Sep 2016,URBANO,NADA / POCO,78.247879028320298
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,13.9351224899291
Abr 2016 - Sep 2016,URBANO,NO SABE,7.8169984817504803
Abr 2016 - Sep 2016,RURAL,NADA / POCO,71.567146301269503
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,13.467306137084901
Abr 2016 - Sep 2016,RURAL,NO SABE,14.965546607971101
May 2016 - Oct 2016,NACIONAL,NADA / POCO,76.636581420898395
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,13.546504974365201
May 2016 - Oct 2016,NACIONAL,NO SABE,9.8169126510620099
May 2016 - Oct 2016,URBANO,NADA / POCO,77.918968200683494
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,13.6677494049072
May 2016 - Oct 2016,URBANO,NO SABE,8.41328525543212
