Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,78.815162658691406
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,19.059757232666001
Nov 2015 - Abr 2016,NACIONAL,NO SABE,2.1250808238983101
Nov 2015 - Abr 2016,URBANO,NADA / POCO,79.472572326660099
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,19.511308670043899
Nov 2015 - Abr 2016,URBANO,NO SABE,1.01611804962158
Nov 2015 - Abr 2016,RURAL,NADA / POCO,76.214065551757798
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,17.273157119750898
Nov 2015 - Abr 2016,RURAL,NO SABE,6.5127787590026802
Dic 2015 - May 2016,NACIONAL,NADA / POCO,79.233688354492102
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,18.688987731933501
Dic 2015 - May 2016,NACIONAL,NO SABE,2.0773215293884202
Dic 2015 - May 2016,URBANO,NADA / POCO,79.961242675781193
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,18.937639236450099
Dic 2015 - May 2016,URBANO,NO SABE,1.1011204719543399
Dic 2015 - May 2016,RURAL,NADA / POCO,76.350189208984304
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,17.7035007476806
Dic 2015 - May 2016,RURAL,NO SABE,5.9463114738464302
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,79.085044860839801
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,18.919771194458001
Ene 2016 - Jun 2016,NACIONAL,NO SABE,1.9951812028884801
Ene 2016 - Jun 2016,URBANO,NADA / POCO,79.931953430175696
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,19.1155185699462
Ene 2016 - Jun 2016,URBANO,NO SABE,0.95252674818038896
Ene 2016 - Jun 2016,RURAL,NADA / POCO,75.715156555175696
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,18.1408882141113
Ene 2016 - Jun 2016,RURAL,NO SABE,6.1439576148986799
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,78.79248046875
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,19.0115947723388
Feb 2016 - Jul 2016,NACIONAL,NO SABE,2.19592881202697
Feb 2016 - Jul 2016,URBANO,NADA / POCO,79.774002075195298
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,19.127037048339801
Feb 2016 - Jul 2016,URBANO,NO SABE,1.0989582538604701
Feb 2016 - Jul 2016,RURAL,NADA / POCO,74.881141662597599
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,18.551555633544901
Feb 2016 - Jul 2016,RURAL,NO SABE,6.5673012733459402
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,78.718803405761705
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,18.958848953246999
Mar 2016 - Ago 2016,NACIONAL,NO SABE,2.3223481178283598
Mar 2016 - Ago 2016,URBANO,NADA / POCO,79.81005859375
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,18.915197372436499
Mar 2016 - Ago 2016,URBANO,NO SABE,1.27474117279052
Mar 2016 - Ago 2016,RURAL,NADA / POCO,74.376976013183494
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,19.132524490356399
Mar 2016 - Ago 2016,RURAL,NO SABE,6.49049949645996
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,78.985671997070298
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,18.472679138183501
Abr 2016 - Sep 2016,NACIONAL,NO SABE,2.5416486263275102
Abr 2016 - Sep 2016,URBANO,NADA / POCO,80.080886840820298
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,18.403610229492099
Abr 2016 - Sep 2016,URBANO,NO SABE,1.51550412178039
Abr 2016 - Sep 2016,RURAL,NADA / POCO,74.627769470214801
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,18.7475070953369
Abr 2016 - Sep 2016,RURAL,NO SABE,6.6247224807739196
