Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,79.839660644531193
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,14.9277896881103
Nov 2015 - Abr 2016,NACIONAL,NO SABE,5.2325468063354403
Nov 2015 - Abr 2016,URBANO,NADA / POCO,81.679931640625
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,15.0617065429687
Nov 2015 - Abr 2016,URBANO,NO SABE,3.2583632469177202
Nov 2015 - Abr 2016,RURAL,NADA / POCO,72.558502197265597
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,14.3979377746582
Nov 2015 - Abr 2016,RURAL,NO SABE,13.0435590744018
Dic 2015 - May 2016,NACIONAL,NADA / POCO,79.823631286620994
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,14.9757118225097
Dic 2015 - May 2016,NACIONAL,NO SABE,5.2006559371948198
Dic 2015 - May 2016,URBANO,NADA / POCO,81.764663696289006
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,14.9081621170043
Dic 2015 - May 2016,URBANO,NO SABE,3.3271713256835902
Dic 2015 - May 2016,RURAL,NADA / POCO,72.130706787109304
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,15.2434339523315
Dic 2015 - May 2016,RURAL,NO SABE,12.625860214233301
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,79.967582702636705
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,14.7527608871459
Ene 2016 - Jun 2016,NACIONAL,NO SABE,5.2796540260314897
Ene 2016 - Jun 2016,URBANO,NADA / POCO,81.987380981445298
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,14.659227371215801
Ene 2016 - Jun 2016,URBANO,NO SABE,3.3533952236175502
Ene 2016 - Jun 2016,RURAL,NADA / POCO,71.930725097656193
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,15.1249380111694
Ene 2016 - Jun 2016,RURAL,NO SABE,12.944337844848601
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,79.837875366210895
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,14.455497741699199
Feb 2016 - Jul 2016,NACIONAL,NO SABE,5.7066264152526802
Feb 2016 - Jul 2016,URBANO,NADA / POCO,81.973350524902301
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,14.426774024963301
Feb 2016 - Jul 2016,URBANO,NO SABE,3.5998754501342698
Feb 2016 - Jul 2016,RURAL,NADA / POCO,71.328117370605398
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,14.569963455200099
Feb 2016 - Jul 2016,RURAL,NO SABE,14.1019229888916
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,79.653091430664006
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,14.517144203186
Mar 2016 - Ago 2016,NACIONAL,NO SABE,5.8297648429870597
Mar 2016 - Ago 2016,URBANO,NADA / POCO,81.747772216796804
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,14.454423904418899
Mar 2016 - Ago 2016,URBANO,NO SABE,3.7978069782257
Mar 2016 - Ago 2016,RURAL,NADA / POCO,71.318916320800696
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,14.7666931152343
Mar 2016 - Ago 2016,RURAL,NO SABE,13.9143886566162
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,79.559364318847599
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,14.578217506408601
Abr 2016 - Sep 2016,NACIONAL,NO SABE,5.8624167442321697
Abr 2016 - Sep 2016,URBANO,NADA / POCO,81.674972534179602
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,14.4369897842407
Abr 2016 - Sep 2016,URBANO,NO SABE,3.8880360126495299
Abr 2016 - Sep 2016,RURAL,NADA / POCO,71.141273498535099
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,15.1401653289794
Abr 2016 - Sep 2016,RURAL,NO SABE,13.718563079833901
May 2016 - Oct 2016,NACIONAL,NADA / POCO,80.122077941894503
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,13.9921531677246
May 2016 - Oct 2016,NACIONAL,NO SABE,5.8857650756835902
May 2016 - Oct 2016,URBANO,NADA / POCO,82.281112670898395
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,13.8160305023193
May 2016 - Oct 2016,URBANO,NO SABE,3.9028577804565399
May 2016 - Oct 2016,RURAL,NADA / POCO,71.490303039550696
May 2016 - Oct 2016,RURAL,SUFICIENTE / BASTANTE,14.696291923522899
May 2016 - Oct 2016,RURAL,NO SABE,13.813406944274901
Jun 2016 - Nov 2016,NACIONAL,NADA / POCO,80.141304016113196
Jun 2016 - Nov 2016,NACIONAL,SUFICIENTE / BASTANTE,14.085908889770501
Jun 2016 - Nov 2016,NACIONAL,NO SABE,5.7727851867675701
Jun 2016 - Nov 2016,URBANO,NADA / POCO,82.245140075683494
Jun 2016 - Nov 2016,URBANO,SUFICIENTE / BASTANTE,13.8890523910522
Jun 2016 - Nov 2016,URBANO,NO SABE,3.8658044338226301
Jun 2016 - Nov 2016,RURAL,NADA / POCO,71.722923278808494
Jun 2016 - Nov 2016,RURAL,SUFICIENTE / BASTANTE,14.8736171722412
Jun 2016 - Nov 2016,RURAL,NO SABE,13.4034624099731
Jul 2016 - Dic 2016,NACIONAL,NADA / POCO,79.894134521484304
Jul 2016 - Dic 2016,NACIONAL,SUFICIENTE / BASTANTE,14.3697853088378
Jul 2016 - Dic 2016,NACIONAL,NO SABE,5.7360816001892001
Jul 2016 - Dic 2016,URBANO,NADA / POCO,82.047355651855398
