Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,67.736846923828097
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,14.0961961746215
Nov 2015 - Abr 2016,NACIONAL,NO SABE,18.166957855224599
Nov 2015 - Abr 2016,URBANO,NADA / POCO,71.203147888183494
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,15.3007488250732
Nov 2015 - Abr 2016,URBANO,NO SABE,13.496101379394499
Nov 2015 - Abr 2016,RURAL,NADA / POCO,54.022140502929602
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,9.3302888870239205
Nov 2015 - Abr 2016,RURAL,NO SABE,36.647571563720703
Dic 2015 - May 2016,NACIONAL,NADA / POCO,68.179176330566406
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,14.2026357650756
Dic 2015 - May 2016,NACIONAL,NO SABE,17.618190765380799
Dic 2015 - May 2016,URBANO,NADA / POCO,71.600616455078097
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,15.429825782775801
Dic 2015 - May 2016,URBANO,NO SABE,12.9695577621459
Dic 2015 - May 2016,RURAL,NADA / POCO,54.618927001953097
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,9.3388957977294904
Dic 2015 - May 2016,RURAL,NO SABE,36.042179107666001
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,68.273132324218693
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,14.217064857482899
Ene 2016 - Jun 2016,NACIONAL,NO SABE,17.5098056793212
Ene 2016 - Jun 2016,URBANO,NADA / POCO,71.754898071289006
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,15.4670495986938
Ene 2016 - Jun 2016,URBANO,NO SABE,12.7780504226684
Ene 2016 - Jun 2016,RURAL,NADA / POCO,54.418979644775298
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,9.2433099746704102
Ene 2016 - Jun 2016,RURAL,NO SABE,36.3377075195312
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,68.303558349609304
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,13.659140586853001
Feb 2016 - Jul 2016,NACIONAL,NO SABE,18.0373020172119
Feb 2016 - Jul 2016,URBANO,NADA / POCO,71.924583435058494
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,14.690212249755801
Feb 2016 - Jul 2016,URBANO,NO SABE,13.385204315185501
Feb 2016 - Jul 2016,RURAL,NADA / POCO,53.873954772949197
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,9.5503692626953107
Feb 2016 - Jul 2016,RURAL,NO SABE,36.575672149658203
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,68.405265808105398
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,13.374305725097599
Mar 2016 - Ago 2016,NACIONAL,NO SABE,18.2204265594482
Mar 2016 - Ago 2016,URBANO,NADA / POCO,71.753913879394503
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,14.3503322601318
Mar 2016 - Ago 2016,URBANO,NO SABE,13.8957557678222
Mar 2016 - Ago 2016,RURAL,NADA / POCO,55.081897735595703
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,9.4909515380859304
Mar 2016 - Ago 2016,RURAL,NO SABE,35.427150726318303
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,68.921279907226506
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,12.9350986480712
Abr 2016 - Sep 2016,NACIONAL,NO SABE,18.143621444702099
Abr 2016 - Sep 2016,URBANO,NADA / POCO,72.25537109375
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,13.8428239822387
Abr 2016 - Sep 2016,URBANO,NO SABE,13.9018020629882
Abr 2016 - Sep 2016,RURAL,NADA / POCO,55.654777526855398
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,9.3232183456420792
Abr 2016 - Sep 2016,RURAL,NO SABE,35.022003173828097
May 2016 - Oct 2016,NACIONAL,NADA / POCO,68.825271606445298
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,12.712372779846101
May 2016 - Oct 2016,NACIONAL,NO SABE,18.462352752685501
May 2016 - Oct 2016,URBANO,NADA / POCO,72.076339721679602
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,13.5860013961791
May 2016 - Oct 2016,URBANO,NO SABE,14.337659835815399
May 2016 - Oct 2016,RURAL,NADA / POCO,55.827548980712798
May 2016 - Oct 2016,RURAL,SUFICIENTE / BASTANTE,9.2196130752563406
May 2016 - Oct 2016,RURAL,NO SABE,34.952835083007798
Jun 2016 - Nov 2016,NACIONAL,NADA / POCO,68.779708862304602
Jun 2016 - Nov 2016,NACIONAL,SUFICIENTE / BASTANTE,12.5712976455688
Jun 2016 - Nov 2016,NACIONAL,NO SABE,18.6489963531494
Jun 2016 - Nov 2016,URBANO,NADA / POCO,72.168212890625
Jun 2016 - Nov 2016,URBANO,SUFICIENTE / BASTANTE,13.375387191772401
Jun 2016 - Nov 2016,URBANO,NO SABE,14.456402778625399
Jun 2016 - Nov 2016,RURAL,NADA / POCO,55.220794677734297
Jun 2016 - Nov 2016,RURAL,SUFICIENTE / BASTANTE,9.3537826538085902
Jun 2016 - Nov 2016,RURAL,NO SABE,35.425422668457003
Jul 2016 - Dic 2016,NACIONAL,NADA / POCO,68.697418212890597
Jul 2016 - Dic 2016,NACIONAL,SUFICIENTE / BASTANTE,12.6797266006469
Jul 2016 - Dic 2016,NACIONAL,NO SABE,18.622858047485298
Jul 2016 - Dic 2016,URBANO,NADA / POCO,72.114151000976506
Jul 2016 - Dic 2016,URBANO,SUFICIENTE / BASTANTE,13.4042053222656
Jul 2016 - Dic 2016,URBANO,NO SABE,14.481645584106399
Jul 2016 - Dic 2016,RURAL,NADA / POCO,54.967094421386697
Jul 2016 - Dic 2016,RURAL,SUFICIENTE / BASTANTE,9.7683725357055593
Jul 2016 - Dic 2016,RURAL,NO SABE,35.264533996582003
Ago 2016 - Ene 2017,NACIONAL,NADA / POCO,69.006280000000004
Ago 2016 - Ene 2017,NACIONAL,SUFICIENTE / BASTANTE,12.668290000000001
Ago 2016 - Ene 2017,NACIONAL,NO SABE,18.325430000000001
Ago 2016 - Ene 2017,URBANO,NADA / POCO,72.47784
Ago 2016 - Ene 2017,URBANO,SUFICIENTE / BASTANTE,13.39081
Ago 2016 - Ene 2017,URBANO,NO SABE,14.131349999999999
Ago 2016 - Ene 2017,RURAL,NADA / POCO,54.984549999999999
Ago 2016 - Ene 2017,RURAL,SUFICIENTE / BASTANTE,9.7500199999999992
Ago 2016 - Ene 2017,RURAL,NO SABE,35.265430000000002
Sep 2016 - Feb 2017,NACIONAL,NADA / POCO,69.590789999999998
Sep 2016 - Feb 2017,NACIONAL,SUFICIENTE / BASTANTE,12.38729
Sep 2016 - Feb 2017,NACIONAL,NO SABE,18.021930000000001
Sep 2016 - Feb 2017,URBANO,NADA / POCO,73.542479999999998
Sep 2016 - Feb 2017,URBANO,SUFICIENTE / BASTANTE,13.129709999999999
Sep 2016 - Feb 2017,URBANO,NO SABE,13.327809999999999
Sep 2016 - Feb 2017,RURAL,NADA / POCO,53.544170000000001
Sep 2016 - Feb 2017,RURAL,SUFICIENTE / BASTANTE,9.3725229999999993
Sep 2016 - Feb 2017,RURAL,NO SABE,37.083300000000001
Oct 2016 - Mar 2017,NACIONAL,NADA / POCO,69.378370000000004
Oct 2016 - Mar 2017,NACIONAL,SUFICIENTE / BASTANTE,12.71091
Oct 2016 - Mar 2017,NACIONAL,NO SABE,17.910730000000001
Oct 2016 - Mar 2017,URBANO,NADA / POCO,73.539010000000005
Oct 2016 - Mar 2017,URBANO,SUFICIENTE / BASTANTE,13.62363
Oct 2016 - Mar 2017,URBANO,NO SABE,12.837350000000001
Oct 2016 - Mar 2017,RURAL,NADA / POCO,52.45138
Oct 2016 - Mar 2017,RURAL,SUFICIENTE / BASTANTE,8.9976099999999999
Oct 2016 - Mar 2017,RURAL,NO SABE,38.551009999999998
Nov 2016 - Abr 2017,NACIONAL,NADA / POCO,69.760140000000007
Nov 2016 - Abr 2017,NACIONAL,SUFICIENTE / BASTANTE,12.91072
Nov 2016 - Abr 2017,NACIONAL,NO SABE,17.329139999999999
Nov 2016 - Abr 2017,URBANO,NADA / POCO,74.131749999999997
Nov 2016 - Abr 2017,URBANO,SUFICIENTE / BASTANTE,13.71157
Nov 2016 - Abr 2017,URBANO,NO SABE,12.15668
Nov 2016 - Abr 2017,RURAL,NADA / POCO,51.966369999999998
Nov 2016 - Abr 2017,RURAL,SUFICIENTE / BASTANTE,9.6509870000000006
Nov 2016 - Abr 2017,RURAL,NO SABE,38.382640000000002
Dic 2016 - May 2017,NACIONAL,NADA / POCO,69.871049999999997
Dic 2016 - May 2017,NACIONAL,SUFICIENTE / BASTANTE,13.23011
Dic 2016 - May 2017,NACIONAL,NO SABE,16.89884
Dic 2016 - May 2017,URBANO,NADA / POCO,74.079610000000002
Dic 2016 - May 2017,URBANO,SUFICIENTE / BASTANTE,14.221629999999999
Dic 2016 - May 2017,URBANO,NO SABE,11.69876
Dic 2016 - May 2017,RURAL,NADA / POCO,52.660150000000002
Dic 2016 - May 2017,RURAL,SUFICIENTE / BASTANTE,9.1752579999999995
Dic 2016 - May 2017,RURAL,NO SABE,38.164589999999997
Ene 2017 - Jun 2017,NACIONAL,NADA / POCO,70.475110000000001
Ene 2017 - Jun 2017,NACIONAL,SUFICIENTE / BASTANTE,13.190160000000001
Ene 2017 - Jun 2017,NACIONAL,NO SABE,16.33473
Ene 2017 - Jun 2017,URBANO,NADA / POCO,74.619529999999997
Ene 2017 - Jun 2017,URBANO,SUFICIENTE / BASTANTE,14.29608
