Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,65.425865173339801
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,13.519303321838301
Nov 2015 - Abr 2016,NACIONAL,NO SABE,21.054834365844702
Nov 2015 - Abr 2016,URBANO,NADA / POCO,69.914871215820298
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,14.738618850708001
Nov 2015 - Abr 2016,URBANO,NO SABE,15.346513748168899
Nov 2015 - Abr 2016,RURAL,NADA / POCO,47.664756774902301
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,8.6949863433837802
Nov 2015 - Abr 2016,RURAL,NO SABE,43.640254974365199
Dic 2015 - May 2016,NACIONAL,NADA / POCO,65.545509338378906
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,13.3658990859985
Dic 2015 - May 2016,NACIONAL,NO SABE,21.088594436645501
Dic 2015 - May 2016,URBANO,NADA / POCO,70.052970886230398
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,14.4902334213256
Dic 2015 - May 2016,URBANO,NO SABE,15.456794738769499
Dic 2015 - May 2016,RURAL,NADA / POCO,47.681007385253899
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,8.9098119735717702
Dic 2015 - May 2016,RURAL,NO SABE,43.4091796875
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,65.742805480957003
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,13.2764234542846
Ene 2016 - Jun 2016,NACIONAL,NO SABE,20.980772018432599
Ene 2016 - Jun 2016,URBANO,NADA / POCO,70.360801696777301
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,14.364263534545801
Ene 2016 - Jun 2016,URBANO,NO SABE,15.2749376296997
Ene 2016 - Jun 2016,RURAL,NADA / POCO,47.367561340332003
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,8.9478511810302699
Ene 2016 - Jun 2016,RURAL,NO SABE,43.6845893859863
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,65.156471252441406
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,13.162573814391999
Feb 2016 - Jul 2016,NACIONAL,NO SABE,21.680953979492099
Feb 2016 - Jul 2016,URBANO,NADA / POCO,69.771621704101506
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,14.1824531555175
Feb 2016 - Jul 2016,URBANO,NO SABE,16.045921325683501
Feb 2016 - Jul 2016,RURAL,NADA / POCO,46.7653198242187
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,9.0984086990356392
Feb 2016 - Jul 2016,RURAL,NO SABE,44.136268615722599
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,64.711563110351506
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,13.2416772842407
Mar 2016 - Ago 2016,NACIONAL,NO SABE,22.046758651733299
Mar 2016 - Ago 2016,URBANO,NADA / POCO,69.013938903808494
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,14.2018947601318
Mar 2016 - Ago 2016,URBANO,NO SABE,16.784164428710898
Mar 2016 - Ago 2016,RURAL,NADA / POCO,47.593540191650298
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,9.4212265014648402
Mar 2016 - Ago 2016,RURAL,NO SABE,42.985233306884702
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,64.612297058105398
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,13.006816864013601
Abr 2016 - Sep 2016,NACIONAL,NO SABE,22.380884170532202
Abr 2016 - Sep 2016,URBANO,NADA / POCO,68.678176879882798
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,13.9319658279418
Abr 2016 - Sep 2016,URBANO,NO SABE,17.389858245849599
Abr 2016 - Sep 2016,RURAL,NADA / POCO,48.433998107910099
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,9.3256101608276296
Abr 2016 - Sep 2016,RURAL,NO SABE,42.240394592285099
May 2016 - Oct 2016,NACIONAL,NADA / POCO,64.479225158691406
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,12.7474451065063
May 2016 - Oct 2016,NACIONAL,NO SABE,22.773330688476499
May 2016 - Oct 2016,URBANO,NADA / POCO,68.317916870117102
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,13.670930862426699
May 2016 - Oct 2016,URBANO,NO SABE,18.0111484527587
May 2016 - Oct 2016,RURAL,NADA / POCO,49.132156372070298
May 2016 - Oct 2016,RURAL,SUFICIENTE / BASTANTE,9.05535888671875
May 2016 - Oct 2016,RURAL,NO SABE,41.812484741210902
Jun 2016 - Nov 2016,NACIONAL,NADA / POCO,64.669418334960895
Jun 2016 - Nov 2016,NACIONAL,SUFICIENTE / BASTANTE,12.5161695480346
Jun 2016 - Nov 2016,NACIONAL,NO SABE,22.814414978027301
Jun 2016 - Nov 2016,URBANO,NADA / POCO,68.605110168457003
Jun 2016 - Nov 2016,URBANO,SUFICIENTE / BASTANTE,13.4175157546997
Jun 2016 - Nov 2016,URBANO,NO SABE,17.977373123168899
Jun 2016 - Nov 2016,RURAL,NADA / POCO,48.920951843261697
Jun 2016 - Nov 2016,RURAL,SUFICIENTE / BASTANTE,8.9094829559326101
Jun 2016 - Nov 2016,RURAL,NO SABE,42.169567108154197
Jul 2016 - Dic 2016,NACIONAL,NADA / POCO,64.849729999999994
Jul 2016 - Dic 2016,NACIONAL,SUFICIENTE / BASTANTE,12.55156
Jul 2016 - Dic 2016,NACIONAL,NO SABE,22.598710000000001
Jul 2016 - Dic 2016,URBANO,NADA / POCO,68.882230000000007
Jul 2016 - Dic 2016,URBANO,SUFICIENTE / BASTANTE,13.42276
Jul 2016 - Dic 2016,URBANO,NO SABE,17.69501
Jul 2016 - Dic 2016,RURAL,NADA / POCO,48.644919999999999
Jul 2016 - Dic 2016,RURAL,SUFICIENTE / BASTANTE,9.050592
Jul 2016 - Dic 2016,RURAL,NO SABE,42.304490000000001
Ago 2016 - Ene 2017,NACIONAL,NADA / POCO,65.104820000000004
Ago 2016 - Ene 2017,NACIONAL,SUFICIENTE / BASTANTE,12.46913
Ago 2016 - Ene 2017,NACIONAL,NO SABE,22.42605
Ago 2016 - Ene 2017,URBANO,NADA / POCO,69.149870000000007
Ago 2016 - Ene 2017,URBANO,SUFICIENTE / BASTANTE,13.36389
Ago 2016 - Ene 2017,URBANO,NO SABE,17.486239999999999
Ago 2016 - Ene 2017,RURAL,NADA / POCO,48.766739999999999
Ago 2016 - Ene 2017,RURAL,SUFICIENTE / BASTANTE,8.8551509999999993
Ago 2016 - Ene 2017,RURAL,NO SABE,42.37811
Sep 2016 - Feb 2017,NACIONAL,NADA / POCO,66.131379999999993
Sep 2016 - Feb 2017,NACIONAL,SUFICIENTE / BASTANTE,11.81958
Sep 2016 - Feb 2017,NACIONAL,NO SABE,22.049040000000002
Sep 2016 - Feb 2017,URBANO,NADA / POCO,70.701490000000007
Sep 2016 - Feb 2017,URBANO,SUFICIENTE / BASTANTE,12.659890000000001
Sep 2016 - Feb 2017,URBANO,NO SABE,16.63862
Sep 2016 - Feb 2017,RURAL,NADA / POCO,47.573529999999998
Sep 2016 - Feb 2017,RURAL,SUFICIENTE / BASTANTE,8.4073539999999998
Sep 2016 - Feb 2017,RURAL,NO SABE,44.019120000000001
Oct 2016 - Mar 2017,NACIONAL,NADA / POCO,66.156109999999998
Oct 2016 - Mar 2017,NACIONAL,SUFICIENTE / BASTANTE,12.02219
Oct 2016 - Mar 2017,NACIONAL,NO SABE,21.82169
Oct 2016 - Mar 2017,URBANO,NADA / POCO,71.031490000000005
Oct 2016 - Mar 2017,URBANO,SUFICIENTE / BASTANTE,12.94623
Oct 2016 - Mar 2017,URBANO,NO SABE,16.022290000000002
Oct 2016 - Mar 2017,RURAL,NADA / POCO,46.321359999999999
Oct 2016 - Mar 2017,RURAL,SUFICIENTE / BASTANTE,8.2629070000000002
Oct 2016 - Mar 2017,RURAL,NO SABE,45.415730000000003
Nov 2016 - Abr 2017,NACIONAL,NADA / POCO,66.407780000000002
Nov 2016 - Abr 2017,NACIONAL,SUFICIENTE / BASTANTE,12.38255
Nov 2016 - Abr 2017,NACIONAL,NO SABE,21.209669999999999
Nov 2016 - Abr 2017,URBANO,NADA / POCO,71.356039999999993
Nov 2016 - Abr 2017,URBANO,SUFICIENTE / BASTANTE,13.271089999999999
Nov 2016 - Abr 2017,URBANO,NO SABE,15.372870000000001
Nov 2016 - Abr 2017,RURAL,NADA / POCO,46.266860000000001
Nov 2016 - Abr 2017,RURAL,SUFICIENTE / BASTANTE,8.7659199999999995
Nov 2016 - Abr 2017,RURAL,NO SABE,44.967210000000001
Dic 2016 - May 2017,NACIONAL,NADA / POCO,66.635289999999998
Dic 2016 - May 2017,NACIONAL,SUFICIENTE / BASTANTE,12.618510000000001
Dic 2016 - May 2017,NACIONAL,NO SABE,20.746200000000002
Dic 2016 - May 2017,URBANO,NADA / POCO,71.42407
Dic 2016 - May 2017,URBANO,SUFICIENTE / BASTANTE,13.627840000000001
Dic 2016 - May 2017,URBANO,NO SABE,14.948090000000001
Dic 2016 - May 2017,RURAL,NADA / POCO,47.051580000000001
Dic 2016 - May 2017,RURAL,SUFICIENTE / BASTANTE,8.4908920000000006
Dic 2016 - May 2017,RURAL,NO SABE,44.457529999999998
Ene 2017 - Jun 2017,NACIONAL,NADA / POCO,66.950760000000002
Ene 2017 - Jun 2017,NACIONAL,SUFICIENTE / BASTANTE,12.730420000000001
Ene 2017 - Jun 2017,NACIONAL,NO SABE,20.318819999999999
Ene 2017 - Jun 2017,URBANO,NADA / POCO,71.594840000000005
Ene 2017 - Jun 2017,URBANO,SUFICIENTE / BASTANTE,13.83456
Ene 2017 - Jun 2017,URBANO,NO SABE,14.57061
Ene 2017 - Jun 2017,RURAL,NADA / POCO,47.952509999999997
Ene 2017 - Jun 2017,RURAL,SUFICIENTE / BASTANTE,8.2135540000000002
Ene 2017 - Jun 2017,RURAL,NO SABE,43.833930000000002
Feb 2017 - Jul 2017,NACIONAL,NADA / POCO,66.993449999999996
Feb 2017 - Jul 2017,NACIONAL,SUFICIENTE / BASTANTE,12.55294
Feb 2017 - Jul 2017,NACIONAL,NO SABE,20.453600000000002
Feb 2017 - Jul 2017,URBANO,NADA / POCO,71.539990000000003
Feb 2017 - Jul 2017,URBANO,SUFICIENTE / BASTANTE,13.70697
Feb 2017 - Jul 2017,URBANO,NO SABE,14.75304
Feb 2017 - Jul 2017,RURAL,NADA / POCO,48.369250000000001
Feb 2017 - Jul 2017,RURAL,SUFICIENTE / BASTANTE,7.825615
Feb 2017 - Jul 2017,RURAL,NO SABE,43.805140000000002
Mar 2017 - Ago 2017,NACIONAL,NADA / POCO,66.305279999999996
Mar 2017 - Ago 2017,NACIONAL,SUFICIENTE / BASTANTE,12.76005
Mar 2017 - Ago 2017,NACIONAL,NO SABE,20.934670000000001
Mar 2017 - Ago 2017,URBANO,NADA / POCO,70.520179999999996
Mar 2017 - Ago 2017,URBANO,SUFICIENTE / BASTANTE,13.96054
Mar 2017 - Ago 2017,URBANO,NO SABE,15.51928
Mar 2017 - Ago 2017,RURAL,NADA / POCO,48.971299999999999
Mar 2017 - Ago 2017,RURAL,SUFICIENTE / BASTANTE,7.822972
Mar 2017 - Ago 2017,RURAL,NO SABE,43.205730000000003
Abr 2017 - Sep 2017,NACIONAL,NADA / POCO,66.510310000000004
Abr 2017 - Sep 2017,NACIONAL,SUFICIENTE / BASTANTE,12.58132
Abr 2017 - Sep 2017,NACIONAL,NO SABE,20.908359999999998
Abr 2017 - Sep 2017,URBANO,NADA / POCO,70.535139999999998
Abr 2017 - Sep 2017,URBANO,SUFICIENTE / BASTANTE,13.7441
Abr 2017 - Sep 2017,URBANO,NO SABE,15.72076
Abr 2017 - Sep 2017,RURAL,NADA / POCO,49.876629999999999
Abr 2017 - Sep 2017,RURAL,SUFICIENTE / BASTANTE,7.7758370000000001
Abr 2017 - Sep 2017,RURAL,NO SABE,42.347529999999999
May 2017 - Oct 2017,NACIONAL,NADA / POCO,66.615610000000004
May 2017 - Oct 2017,NACIONAL,SUFICIENTE / BASTANTE,12.38015
May 2017 - Oct 2017,NACIONAL,NO SABE,21.004239999999999
May 2017 - Oct 2017,URBANO,NADA / POCO,70.372649999999993
May 2017 - Oct 2017,URBANO,SUFICIENTE / BASTANTE,13.526490000000001
May 2017 - Oct 2017,URBANO,NO SABE,16.100860000000001
May 2017 - Oct 2017,RURAL,NADA / POCO,51.030470000000001
May 2017 - Oct 2017,RURAL,SUFICIENTE / BASTANTE,7.6248589999999998
May 2017 - Oct 2017,RURAL,NO SABE,41.344670000000001
Jun 2017 - Nov 2017,NACIONAL,NADA / POCO,67.021630000000002
Jun 2017 - Nov 2017,NACIONAL,SUFICIENTE / BASTANTE,11.9497
Jun 2017 - Nov 2017,NACIONAL,NO SABE,21.028670000000002
Jun 2017 - Nov 2017,URBANO,NADA / POCO,70.852689999999996
Jun 2017 - Nov 2017,URBANO,SUFICIENTE / BASTANTE,12.93214
Jun 2017 - Nov 2017,URBANO,NO SABE,16.21518
Jun 2017 - Nov 2017,RURAL,NADA / POCO,51.125109999999999
Jun 2017 - Nov 2017,RURAL,SUFICIENTE / BASTANTE,7.8732170000000004
Jun 2017 - Nov 2017,RURAL,NO SABE,41.001669999999997
Jul 2017 - Dic 2017,NACIONAL,NADA / POCO,67.069789999999998
Jul 2017 - Dic 2017,NACIONAL,SUFICIENTE / BASTANTE,11.543699999999999
Jul 2017 - Dic 2017,NACIONAL,NO SABE,21.386510000000001
Jul 2017 - Dic 2017,URBANO,NADA / POCO,70.83287
Jul 2017 - Dic 2017,URBANO,SUFICIENTE / BASTANTE,12.52516
Jul 2017 - Dic 2017,URBANO,NO SABE,16.641970000000001
Jul 2017 - Dic 2017,RURAL,NADA / POCO,51.37876
