Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,76.532676696777301
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,18.991613388061499
Nov 2015 - Abr 2016,NACIONAL,NO SABE,4.47570753097534
Nov 2015 - Abr 2016,URBANO,NADA / POCO,77.3900146484375
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,19.728124618530199
Nov 2015 - Abr 2016,URBANO,NO SABE,2.8818621635436998
Nov 2015 - Abr 2016,RURAL,NADA / POCO,73.140571594238196
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,16.077547073364201
Nov 2015 - Abr 2016,RURAL,NO SABE,10.781883239746
Dic 2015 - May 2016,NACIONAL,NADA / POCO,76.210876464843693
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,19.2061347961425
Dic 2015 - May 2016,NACIONAL,NO SABE,4.58298587799072
Dic 2015 - May 2016,URBANO,NADA / POCO,76.819175720214801
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,19.904842376708899
Dic 2015 - May 2016,URBANO,NO SABE,3.2759833335876398
Dic 2015 - May 2016,RURAL,NADA / POCO,73.800010681152301
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,16.436941146850501
Dic 2015 - May 2016,RURAL,NO SABE,9.7630453109741193
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,75.814826965332003
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,19.301853179931602
Ene 2016 - Jun 2016,NACIONAL,NO SABE,4.88331794738769
Ene 2016 - Jun 2016,URBANO,NADA / POCO,76.3653564453125
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,20.0655822753906
Ene 2016 - Jun 2016,URBANO,NO SABE,3.5690627098083398
Ene 2016 - Jun 2016,RURAL,NADA / POCO,73.624252319335895
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,16.262935638427699
Ene 2016 - Jun 2016,RURAL,NO SABE,10.112809181213301
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,75.422004699707003
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,19.3646335601806
Feb 2016 - Jul 2016,NACIONAL,NO SABE,5.2133626937866202
Feb 2016 - Jul 2016,URBANO,NADA / POCO,76.047050476074205
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,20.113090515136701
Feb 2016 - Jul 2016,URBANO,NO SABE,3.8398587703704798
Feb 2016 - Jul 2016,RURAL,NADA / POCO,72.931221008300696
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,16.3820705413818
Feb 2016 - Jul 2016,RURAL,NO SABE,10.6867055892944
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,75.456016540527301
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,18.975536346435501
Mar 2016 - Ago 2016,NACIONAL,NO SABE,5.5684499740600497
Mar 2016 - Ago 2016,URBANO,NADA / POCO,75.908737182617102
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,19.827976226806602
Mar 2016 - Ago 2016,URBANO,NO SABE,4.2632880210876403
Mar 2016 - Ago 2016,RURAL,NADA / POCO,73.654754638671804
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,15.5839033126831
Mar 2016 - Ago 2016,RURAL,NO SABE,10.7613458633422
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,75.308975219726506
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,18.949527740478501
Abr 2016 - Sep 2016,NACIONAL,NO SABE,5.7414927482604901
Abr 2016 - Sep 2016,URBANO,NADA / POCO,75.62744140625
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,19.8761081695556
Abr 2016 - Sep 2016,URBANO,NO SABE,4.4964504241943297
Abr 2016 - Sep 2016,RURAL,NADA / POCO,74.041801452636705
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,15.262626647949199
Abr 2016 - Sep 2016,RURAL,NO SABE,10.6955709457397
May 2016 - Oct 2016,NACIONAL,NADA / POCO,75.537796020507798
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,18.740795135498001
May 2016 - Oct 2016,NACIONAL,NO SABE,5.7214078903198198
May 2016 - Oct 2016,URBANO,NADA / POCO,75.785873413085895
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,19.7225532531738
May 2016 - Oct 2016,URBANO,NO SABE,4.49157285690307
May 2016 - Oct 2016,RURAL,NADA / POCO,74.545989990234304
May 2016 - Oct 2016,RURAL,SUFICIENTE / BASTANTE,14.815732955932599
May 2016 - Oct 2016,RURAL,NO SABE,10.63827419281
Jun 2016 - Nov 2016,NACIONAL,NADA / POCO,76.017791748046804
Jun 2016 - Nov 2016,NACIONAL,SUFICIENTE / BASTANTE,18.182744979858299
Jun 2016 - Nov 2016,NACIONAL,NO SABE,5.7994632720947203
Jun 2016 - Nov 2016,URBANO,NADA / POCO,76.455848693847599
Jun 2016 - Nov 2016,URBANO,SUFICIENTE / BASTANTE,18.9869880676269
Jun 2016 - Nov 2016,URBANO,NO SABE,4.5571599006652797
Jun 2016 - Nov 2016,RURAL,NADA / POCO,74.264923095703097
Jun 2016 - Nov 2016,RURAL,SUFICIENTE / BASTANTE,14.9646043777465
Jun 2016 - Nov 2016,RURAL,NO SABE,10.7704715728759
Jul 2016 - Dic 2016,NACIONAL,NADA / POCO,76.566139221191406
Jul 2016 - Dic 2016,NACIONAL,SUFICIENTE / BASTANTE,17.936937332153299
Jul 2016 - Dic 2016,NACIONAL,NO SABE,5.4969248771667401
Jul 2016 - Dic 2016,URBANO,NADA / POCO,76.997299194335895
Jul 2016 - Dic 2016,URBANO,SUFICIENTE / BASTANTE,18.771823883056602
Jul 2016 - Dic 2016,URBANO,NO SABE,4.2308759689331001
Jul 2016 - Dic 2016,RURAL,NADA / POCO,74.833488464355398
Jul 2016 - Dic 2016,RURAL,SUFICIENTE / BASTANTE,14.5819044113159
Jul 2016 - Dic 2016,RURAL,NO SABE,10.584607124328601
Ago 2016 - Ene 2017,NACIONAL,NADA / POCO,77.258290000000002
Ago 2016 - Ene 2017,NACIONAL,SUFICIENTE / BASTANTE,17.441680000000002
Ago 2016 - Ene 2017,NACIONAL,NO SABE,5.3000299999999996
Ago 2016 - Ene 2017,URBANO,NADA / POCO,77.775019999999998
Ago 2016 - Ene 2017,URBANO,SUFICIENTE / BASTANTE,18.183250000000001
Ago 2016 - Ene 2017,URBANO,NO SABE,4.0417269999999998
Ago 2016 - Ene 2017,RURAL,NADA / POCO,75.171229999999994
Ago 2016 - Ene 2017,RURAL,SUFICIENTE / BASTANTE,14.44642
Ago 2016 - Ene 2017,RURAL,NO SABE,10.382350000000001
Sep 2016 - Feb 2017,NACIONAL,NADA / POCO,77.931780000000003
Sep 2016 - Feb 2017,NACIONAL,SUFICIENTE / BASTANTE,17.012090000000001
Sep 2016 - Feb 2017,NACIONAL,NO SABE,5.0561369999999997
Sep 2016 - Feb 2017,URBANO,NADA / POCO,78.717339999999993
Sep 2016 - Feb 2017,URBANO,SUFICIENTE / BASTANTE,17.6005
Sep 2016 - Feb 2017,URBANO,NO SABE,3.6821609999999998
Sep 2016 - Feb 2017,RURAL,NADA / POCO,74.741820000000004
Sep 2016 - Feb 2017,RURAL,SUFICIENTE / BASTANTE,14.62274
Sep 2016 - Feb 2017,RURAL,NO SABE,10.635439999999999
Oct 2016 - Mar 2017,NACIONAL,NADA / POCO,78.468540000000004
