Período,ÁMBITO GEOGRÁFICO,NIVEL DE CONFIANZA,Numero Faltas
Nov 2015 - Abr 2016,NACIONAL,NADA / POCO,68.378616333007798
Nov 2015 - Abr 2016,NACIONAL,SUFICIENTE / BASTANTE,28.936506271362301
Nov 2015 - Abr 2016,NACIONAL,NO SABE,2.6848783493041899
Nov 2015 - Abr 2016,URBANO,NADA / POCO,68.863365173339801
Nov 2015 - Abr 2016,URBANO,SUFICIENTE / BASTANTE,29.697450637817301
Nov 2015 - Abr 2016,URBANO,NO SABE,1.43918800354003
Nov 2015 - Abr 2016,RURAL,NADA / POCO,66.460678100585895
Nov 2015 - Abr 2016,RURAL,SUFICIENTE / BASTANTE,25.9257698059082
Nov 2015 - Abr 2016,RURAL,NO SABE,7.6135506629943803
Dic 2015 - May 2016,NACIONAL,NADA / POCO,68.635925292968693
Dic 2015 - May 2016,NACIONAL,SUFICIENTE / BASTANTE,28.753452301025298
Dic 2015 - May 2016,NACIONAL,NO SABE,2.61062431335449
Dic 2015 - May 2016,URBANO,NADA / POCO,69.387100219726506
Dic 2015 - May 2016,URBANO,SUFICIENTE / BASTANTE,29.240901947021399
Dic 2015 - May 2016,URBANO,NO SABE,1.3719944953918399
Dic 2015 - May 2016,RURAL,NADA / POCO,65.658752441406193
Dic 2015 - May 2016,RURAL,SUFICIENTE / BASTANTE,26.8215427398681
Dic 2015 - May 2016,RURAL,NO SABE,7.5197010040283203
Ene 2016 - Jun 2016,NACIONAL,NADA / POCO,67.990066528320298
Ene 2016 - Jun 2016,NACIONAL,SUFICIENTE / BASTANTE,29.440567016601499
Ene 2016 - Jun 2016,NACIONAL,NO SABE,2.5693695545196502
Ene 2016 - Jun 2016,URBANO,NADA / POCO,68.779968261718693
Ene 2016 - Jun 2016,URBANO,SUFICIENTE / BASTANTE,29.975070953369102
Ene 2016 - Jun 2016,URBANO,NO SABE,1.24496090412139
Ene 2016 - Jun 2016,RURAL,NADA / POCO,64.846992492675696
Ene 2016 - Jun 2016,RURAL,SUFICIENTE / BASTANTE,27.313747406005799
Ene 2016 - Jun 2016,RURAL,NO SABE,7.8392605781555096
Feb 2016 - Jul 2016,NACIONAL,NADA / POCO,67.809234619140597
Feb 2016 - Jul 2016,NACIONAL,SUFICIENTE / BASTANTE,29.4330654144287
Feb 2016 - Jul 2016,NACIONAL,NO SABE,2.7576999664306601
Feb 2016 - Jul 2016,URBANO,NADA / POCO,68.733009338378906
Feb 2016 - Jul 2016,URBANO,SUFICIENTE / BASTANTE,29.865419387817301
Feb 2016 - Jul 2016,URBANO,NO SABE,1.40157318115234
Feb 2016 - Jul 2016,RURAL,NADA / POCO,64.1280517578125
Feb 2016 - Jul 2016,RURAL,SUFICIENTE / BASTANTE,27.7101535797119
Feb 2016 - Jul 2016,RURAL,NO SABE,8.1617956161499006
Mar 2016 - Ago 2016,NACIONAL,NADA / POCO,67.565292358398395
Mar 2016 - Ago 2016,NACIONAL,SUFICIENTE / BASTANTE,29.530004501342699
Mar 2016 - Ago 2016,NACIONAL,NO SABE,2.9047036170959402
Mar 2016 - Ago 2016,URBANO,NADA / POCO,68.452117919921804
Mar 2016 - Ago 2016,URBANO,SUFICIENTE / BASTANTE,29.957540512084901
Mar 2016 - Ago 2016,URBANO,NO SABE,1.59034383296966
Mar 2016 - Ago 2016,RURAL,NADA / POCO,64.036849975585895
Mar 2016 - Ago 2016,RURAL,SUFICIENTE / BASTANTE,27.828956604003899
Mar 2016 - Ago 2016,RURAL,NO SABE,8.1341943740844709
Abr 2016 - Sep 2016,NACIONAL,NADA / POCO,67.602493286132798
Abr 2016 - Sep 2016,NACIONAL,SUFICIENTE / BASTANTE,29.3364658355712
Abr 2016 - Sep 2016,NACIONAL,NO SABE,3.06104111671447
Abr 2016 - Sep 2016,URBANO,NADA / POCO,68.484703063964801
Abr 2016 - Sep 2016,URBANO,SUFICIENTE / BASTANTE,29.7908401489257
Abr 2016 - Sep 2016,URBANO,NO SABE,1.72445452213287
Abr 2016 - Sep 2016,RURAL,NADA / POCO,64.092132568359304
Abr 2016 - Sep 2016,RURAL,SUFICIENTE / BASTANTE,27.528488159179599
Abr 2016 - Sep 2016,RURAL,NO SABE,8.3793773651122994
May 2016 - Oct 2016,NACIONAL,NADA / POCO,67.685386657714801
May 2016 - Oct 2016,NACIONAL,SUFICIENTE / BASTANTE,29.2968444824218
May 2016 - Oct 2016,NACIONAL,NO SABE,3.0177721977233798
May 2016 - Oct 2016,URBANO,NADA / POCO,68.607688903808494
May 2016 - Oct 2016,URBANO,SUFICIENTE / BASTANTE,29.7178649902343
May 2016 - Oct 2016,URBANO,NO SABE,1.67444419860839
May 2016 - Oct 2016,RURAL,NADA / POCO,63.998008728027301
May 2016 - Oct 2016,RURAL,SUFICIENTE / BASTANTE,27.613609313964801
May 2016 - Oct 2016,RURAL,NO SABE,8.38838291168212
Jun 2016 - Nov 2016,NACIONAL,NADA / POCO,67.806419372558494
Jun 2016 - Nov 2016,NACIONAL,SUFICIENTE / BASTANTE,29.231300354003899
Jun 2016 - Nov 2016,NACIONAL,NO SABE,2.9622843265533398
Jun 2016 - Nov 2016,URBANO,NADA / POCO,68.620399475097599
Jun 2016 - Nov 2016,URBANO,SUFICIENTE / BASTANTE,29.666158676147401
Jun 2016 - Nov 2016,URBANO,NO SABE,1.71344125270843
Jun 2016 - Nov 2016,RURAL,NADA / POCO,64.549301147460895
