AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P32,P33_1,P33_2,P34,P37,P38,P38A,P39A,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42$1,P42$2,P42$3,P42$4,P42$5,P42$6,P42$7,P42$8,P43,P45_1,P45_2,P46,P47,FACTOR07
2008,04,0001,010,11,02,02,010101,4,4,2,3,3, ,3,1500,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,6,6,181.31
2008,04,0001,019,11,02,02,010101,4,4,4,2,3, ,2,3000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,181.31
2008,04,0001,027,11,02,02,010101,4,4,2,3,3, ,2,2000,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,7,6,181.31
2008,04,0001,035,11,02,02,010101,4,4,2,2,3, ,2,900,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,181.31
2008,04,0001,054,11,01,01,010101,4,4,2,2,2, ,3,1200,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,5,6,1,181.31
2008,04,0001,062,11,02,02,010101,4,4,2,3,3, ,2,600,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,9,6,181.31
2008,08,0002,014,11,01,00,010101,4,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,179.79
2008,08,0002,028,11,01,01,010101,4,4,2,3,2, ,3,1500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,3,6,6,179.79
2008,08,0002,041,11,01,00,010101,4,4,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,179.79
2008,08,0002,068,11,01,01,010101,4,4,4,3,3, ,2,1800,3,3,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,2,4,4,4,6,179.79
2008,08,0002,081,11,01,01,010101,4,4,1,3,2, ,3,300,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,10,6, ,179.79
2008,08,0002,107,11,01,01,010101,4,4,4,3,3, ,2,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,179.79
2008,09,0003,021,11,01,01,010101,4,4,1,3,1,7,3,2000,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,7,6, ,179.79
2008,09,0003,026,11,01,01,010101,4,4,2,3,2, ,3,2000,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,8,7,6,6,179.79
2008,09,0003,034,11,01,01,010101,4,4,2,3,2, ,3,3000,1,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,7,3,6,6,179.79
2008,09,0003,076,11,01,01,010101,4,4,2,3,2, ,3,2000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6, ,179.79
2008,09,0003,088,11,01,01,010101,4,4,2,3,3, ,3,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,179.79
2008,09,0003,100,11,01,01,010101,4,4,2,3,3, ,3,1500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,6, ,179.79
2008,10,0004,009,11,01,01,010101,4,4,2,3,2, ,3,800,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6, ,204.46
2008,10,0004,024,11,01,01,010101,4,4,4,3,2, ,3,1500,1,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,204.46
2008,10,0004,120,11,01,01,010101,4,4,2,3,3, ,3,1000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7, ,204.46
2008,11,0005,023,11,01,01,010101,4,4,2,1,1,6,3,1500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,99.56
2008,11,0005,036,11,01,01,010101,4,4,2,3,2, ,2,2000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,3,5, ,99.56
2008,11,0005,071,11,01,01,010101,4,4,2,2,2, ,3,800,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,99.56
2008,11,0005,083,11,02,02,010101,4,4,4,2,2, ,3,1000,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,6,6,99.56
2008,11,0005,107,11,02,02,010101,4,4,1,3,2, ,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,3,9,6,99.56
2008,12,0006,010,11,01,01,010101,4,4,4,2,2, ,3,1500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,2,6,6,204.46
2008,12,0006,031,11,01,01,010101,4,4,2,3,2, ,3,1500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,1,6, ,204.46
2008,12,0006,041,11,01,01,010101,4,4,3,1,1,7,3,200,3,2,0,0,1,0,0,0,0,0,4, , , , , , , , , ,4,3,5, ,204.46
2008,12,0006,052,11,02,02,010101,4,4,2,3,2, ,3,8000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,9,6,204.46
2008,12,0006,076,11,01,01,010101,4,4,2,3,2, ,3,2000,3,4,0,0,1,0,0,0,0,0,4, , , , , , , , , ,10,2,6, ,204.46
2008,01,0007,014,11,02,02,010101,4,4,4,2,2, ,3,300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,84.21
2008,01,0007,047,11,01,01,010101,4,4,4,3,3, ,2,200,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,6, ,84.21
2008,01,0007,058,11,01,01,010101,4,4,4,3,3, ,2,500,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,2,6, ,84.21
2008,01,0007,082,11,01,01,010101,4,4,2,3,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,84.21
2008,01,0007,093,11,02,02,010101,4,4,2,2,2, ,3,1500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,9,6,84.21
2008,01,0007,114,11,02,02,010101,4,4,2,2,2, ,3,600,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,84.21
2008,02,0008,009,11,01,01,010101,4,4,2,2,2, ,3,2500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,9,84.21
2008,02,0008,040,11,01,01,010101,4,4,1,3,3, ,3,1300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,84.21
2008,02,0008,053,11,01,01,010101,4,4,4,3,3, ,2,250,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,84.21
2008,02,0008,069,11,01,01,010101,4,4,2,2,2, ,3,900,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,6, ,84.21
2008,02,0008,113,11,01,01,010101,4,4,2,3,2, ,2,500,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,2,6,6,84.21
2008,03,0009,009,11,02,02,010101,4,4,2,2,1,6,3,1500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,84.21
2008,03,0009,043,11,02,02,010101,4,4,2,2,2, ,3,800,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,3,6,6,84.21
2008,03,0009,057,11,02,02,010101,4,4,2,2,1,6,3,800,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,2,6,6,84.21
2008,03,0009,086,11,01,01,010101,4,4,2,2,2, ,3,2500,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,84.21
2008,03,0009,100,11,01,01,010101,4,4,4,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,84.21
2008,03,0009,131,11,01,01,010101,4,4,2,3,3, ,3,800,3,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,2,1,6,9,84.21
2008,04,0010,011,11,02,02,010101,4,4,2,3,2, ,3,2000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,88.29
2008,04,0010,037,11,02,02,010101,4,4,4,2,3, ,3,700,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,88.29
2008,04,0010,072,11,01,01,010101,4,4,2,3,1,6,4,300,1,3,0,0,1,0,0,0,0,0,4, , , , , , , , , ,1,1,5, ,88.29
2008,04,0010,084,11,01,01,010101,4,4,2,3,3, ,3,2000,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,1,1,88.29
2008,04,0010,101,11,02,02,010101,4,4,4,1,3, ,3,600,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,2,6,6,88.29
2008,05,0011,008,11,01,01,010101,4,4,2,2,1,7,3,1500,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,7, ,88.29
2008,05,0011,067,11,01,01,010101,4,4,2,2,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,6, ,88.29
2008,05,0011,093,11,02,02,010101,4,4,2,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,6,6,88.29
2008,06,0012,006,11,01,01,010101,4,4,4,1,1,7,3,2000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,3,6,6,88.29
2008,06,0012,020,11,01,01,010101,4,4,4,2,2, ,3,300,3,3,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,2,3,1,6, ,88.29
2008,06,0012,033,11,01,01,010101,4,4,1,2,1,7,3,900,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,1, ,88.29
2008,06,0012,044,11,01,01,010101,4,4,2,2,2, ,3,900,1,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,5,3,6, ,88.29
2008,06,0012,068,11,01,01,010101,4,4,3,3,2, ,3,2000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,1, ,88.29
2008,06,0012,078,11,01,01,010101,4,4,2,3,2, ,3,400,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,2,6,6,88.29
2008,07,0013,003,11,02,02,010101,4,4,2,2,2, ,3,500,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,10,3,6,6,87.55
2008,07,0013,016,11,01,01,010101,4,4,4,3,3, ,3,3000,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,9,9,6,6,87.55
2008,07,0013,026,11,01,01,010101,4,4,2,3,3, ,3,2000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,87.55
2008,07,0013,047,11,01,01,010101,4,4,2,2,2, ,3,3000,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,6,6,87.55
2008,10,0014,021,11,01,01,010101,4,4,4,2,3, ,1,1000,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,3,6, ,99.56
2008,10,0014,033,11,01,01,010101,4,4,2,2,2, ,3,2500,2,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,3,6,5,99.56
2008,10,0014,045,11,02,02,010101,4,4,2,2,1,6,3,2500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,99.56
2008,10,0014,070,11,01,01,010101,4,4,4,2,2, ,3,250,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,5, ,99.56
2008,10,0014,082,11,01,01,010101,4,4,3,1,2, ,3,300,3,3,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,2,10,10,6, ,99.56
2008,10,0014,109,11,02,02,010101,4,4,1,3,2, ,3,1600,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,4,6,1,99.56
2008,02,0015,001,11,01,01,010306,4,5,4,2,2, ,3,400,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,284.8
2008,02,0015,027,11,01,01,010306,4,5,4,3,3, ,2,500,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,2,6, ,284.8
2008,02,0015,037,11,02,02,010306,4,5,4,3,3, ,2,700,1,2,0,0,0,0,0,1,0,0,4, , , , , , , , , ,1,2,7,7,284.8
2008,02,0015,058,11,01,01,010306,4,5,2,3,2, ,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,284.8
2008,02,0015,069,11,01,01,010306,4,5,4,2,2, ,2,2500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,284.8
2008,02,0015,092,12,02,02,010306,4,5,2,1,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,6,6,284.8
2008,02,0015,092,22,02,02,010306,4,5,4,3,1,6,3,500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,284.8
2008,08,0016,006,11,01,01,010306,4,5,2,3,2, ,3,400,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6, ,278.67
2008,08,0016,030,11,01,01,010306,4,5,4,1,2, ,3,1000,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,3,6,6,278.67
2008,08,0016,042,11,02,02,010306,4,5,4,3,3, ,1,500,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,1,6,6,278.67
2008,08,0016,066,11,01,01,010306,4,5,4,2,2, ,2,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,278.67
2008,08,0016,076,11,01,01,010306,4,5,2,2,2, ,3,2000,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,9,2,6,6,278.67
2008,08,0016,102,11,01,01,010306,4,5,2,3,2, ,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6, ,278.67
2008,03,0017,001,11,01,01,010305,4,6,1,2,1,6,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,90.14
2008,03,0017,011,11,02,02,010305,4,6,3,2,2, ,3,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,5,90.14
2008,03,0017,020,11,01,01,010305,4,6,2,2,2, ,3,240,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,90.14
2008,03,0017,032,11,01,01,010305,4,6,4,2,3, ,2,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,90.14
2008,03,0017,050,11,01,01,010305,4,6,2,3,2, ,3,2000,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,3,1,5,5,90.14
2008,03,0017,077,11,01,01,010305,4,6,4,2,3, ,2,300,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,90.14
2008,03,0017,088,11,01,01,010305,4,6,2,2,2, ,3,160,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,90.14
2008,03,0017,105,11,02,02,010305,4,6,2,3,3, ,2,600,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,9,6,90.14
2008,04,0018,003,11,01,01,010515,4,6,4,3,2, ,2,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,93.37
2008,04,0018,007,11,01,01,010515,4,6,4,3,3, ,3,500,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,6,6,93.37
2008,04,0018,011,11,02,02,010515,4,6,4,2,2, ,2,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,5,9,6,93.37
2008,04,0018,015,11,02,02,010515,4,6,4,2,3, ,3,500,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,9,6,93.37
2008,04,0018,023,11,01,01,010515,4,6,4,2,2, ,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,93.37
2008,04,0018,028,11,01,01,010515,4,6,4,1,2, ,3,800,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,7, ,93.37
2008,04,0018,042,11,02,02,010515,4,6,2,3,2, ,3,99999,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,10,10,9,6,93.37
2008,04,0018,050,11,01,01,010515,4,6,4,3,3, ,3,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7, ,93.37
2008,05,0019,023,11,02,02,010505,4,6,4,3,2, ,3,200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,93.37
2008,05,0019,033,11,01,01,010505,4,6,2,3,3, ,3,500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,93.37
2008,05,0019,042,11,02,02,010505,4,6,4,3,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,7,93.37
2008,05,0019,051,11,01,01,010505,4,6,4,3,3, ,3,80,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7,7,93.37
2008,05,0019,061,11,01,01,010505,4,6,4,3,3, ,2,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,7, ,93.37
2008,05,0019,080,11,02,02,010505,4,6,4,3,3, ,2,600,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,7,93.37
2008,05,0019,091,11,01,01,010505,4,6,1,2,2, ,3,300,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,93.37
2008,05,0019,110,11,01,01,010505,4,6,4,3,3, ,3,100,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,7,7,93.37
2008,06,0020,001,11,01,01,010504,4,6,1,2,1,6,3,500,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,2,6,1,93.37
2008,06,0020,020,11,01,01,010504,4,6,2,1,2, ,3,900,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,2,6,6,93.37
2008,06,0020,029,11,02,02,010504,4,6,2,3,2, ,3,500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,93.37
2008,06,0020,038,11,01,01,010504,4,6,2,3,2, ,3,400,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,1, ,93.37
2008,06,0020,052,11,01,01,010504,4,6,3,2,2, ,3,500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,93.37
2008,06,0020,064,11,01,01,010504,4,6,2,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,93.37
2008,06,0020,088,11,01,01,010504,4,6,2,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,93.37
2008,06,0020,108,11,01,01,010504,4,6,2,1,1,6,3,500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,1,1,93.37
2008,07,0021,007,11,01,01,010503,4,6,4,3,2, ,3,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,3,6, ,94.83
2008,07,0021,017,11,01,01,010503,4,6,4,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,9,94.83
2008,07,0021,035,11,02,02,010503,4,6,2,2,2, ,3,3000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,9,6,94.83
2008,07,0021,052,11,02,02,010503,4,6,4,3,3, ,1,1000,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,1,9,6,94.83
2008,07,0021,068,11,01,01,010503,4,6,4,3,3, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,7, ,94.83
2008,07,0021,083,11,01,01,010503,4,6,2,3,3, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,94.83
2008,07,0021,093,11,01,00,010503,4,6,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.83
2008,07,0021,108,11,01,01,010503,4,6,4,3,3, ,2,2500,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,10,10,6,6,94.83
2008,08,0022,002,11,02,02,010111,4,6,4,2,2, ,3,200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,2,9,1,94.83
2008,08,0022,025,11,01,01,010111,4,6,4,3,3, ,2,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,94.83
2008,08,0022,035,11,02,02,010111,4,6,2,3,2, ,3,400,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,94.83
2008,08,0022,056,11,02,02,010111,4,6,2,2,2, ,3,600,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,5,94.83
2008,08,0022,091,11,02,02,010111,4,6,4,3,3, ,3,200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,94.83
2008,08,0022,102,11,01,01,010111,4,6,4,3,3, ,2,500,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,94.83
2008,08,0022,127,11,01,01,010111,4,6,2,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,94.83
2008,09,0023,001,11,01,01,010109,4,6,3,2,1,6,3,300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,94.83
2008,09,0023,020,11,02,02,010109,4,6,2,2,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,5,5,94.83
2008,09,0023,033,11,01,01,010109,4,6,2,2,2, ,3,300,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,2,5,5,94.83
2008,09,0023,048,11,01,01,010109,4,6,1,3,3, ,4,300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,1,1,94.83
2008,09,0023,056,11,01,01,010109,4,6,3,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,1,1,94.83
2008,09,0023,074,11,01,01,010109,4,6,3,2,2, ,3,500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,5,6,94.83
2008,09,0023,082,11,01,01,010109,4,6,3,3,2, ,3,600,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,94.83
2008,09,0023,100,11,01,01,010109,4,6,1,1,2, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,94.83
2008,10,0024,006,11,01,01,010110,4,6,3,2,1,2,3,200,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,2,6, ,102.19
2008,10,0024,018,11,01,01,010110,4,6,2,3,3, ,2,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,102.19
2008,10,0024,038,11,02,02,010110,4,6,2,3,3, ,3,1200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,102.19
2008,10,0024,070,11,01,01,010110,4,6,2,2,1,2,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,102.19
2008,10,0024,091,11,01,01,010110,4,6,4,3,3, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,102.19
2008,10,0024,101,11,02,02,010110,4,6,2,3,2, ,2,2000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,102.19
2008,10,0024,122,11,01,01,010110,4,6,3,2,2, ,3,800,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,4,6,6,102.19
2008,11,0025,002,11,01,01,010502,4,7,4,1,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,96.66
2008,11,0025,003,11,01,01,010502,4,7,3,1,2, ,3,200,2,3,0,0,1,0,0,0,0,0,4, , , , , , , , , ,10,10,6,6,96.66
2008,11,0025,004,11,01,01,010502,4,7,1,1,2, ,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,96.66
2008,11,0025,101,11,01,01,010502,4,7,3,1,1,6,3,3000,3,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,2,6,6,96.66
2008,11,0025,102,11,01,01,010502,4,7,4,2,2, ,2,500,2,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,96.66
2008,11,0025,103,11,02,02,010502,4,7,4,1,1,7,3,500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,96.66
2008,11,0025,104,11,02,02,010502,4,7,1,2,2, ,3,400,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,96.66
2008,12,0026,033,11,01,01,010509,4,7,4,2,2, ,3,99999,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,7, ,96.66
2008,12,0026,034,11,02,02,010509,4,7,3,2,2, ,3,99999,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,96.66
2008,12,0026,035,11,01,01,010509,4,7,3,1,1,6,3,2000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,96.66
2008,12,0026,036,11,01,01,010509,4,7,2,1,3, ,2,300,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,1,1,96.66
2008,12,0026,103,11,01,00,010509,4,7,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,96.66
2008,12,0026,104,11,02,02,010509,4,7,4,2,2, ,3,100,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,96.66
2008,12,0026,106,11,01,01,010509,4,7,2,2,2, ,3,300,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,96.66
2008,01,0027,015,11,01,01,010504,4,7,2,2,1,6,2,500,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,6,94.9
2008,01,0027,016,11,02,02,010504,4,7,2,2,2, ,3,100,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,7,6,94.9
2008,01,0027,017,11,01,00,010504,4,7,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94.9
2008,01,0027,018,11,01,01,010504,4,7,4,2,2, ,3,150,2,2,0,0,0,0,0,1,0,0,4, , , , , , , , , ,2,1,6, ,94.9
2008,01,0027,067,11,01,01,010504,4,7,2,2,1,5,3,300,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,94.9
2008,01,0027,069,11,01,01,010504,4,7,4,2,3, ,2,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,3, ,94.9
2008,01,0027,070,11,01,01,010504,4,7,4,2,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,3,6,6,94.9
2008,01,0027,071,11,01,01,010504,4,7,3,2,1,5,3,600,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,94.9
2008,02,0028,022,11,01,01,010521,4,7,2,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,7, ,94.9
2008,02,0028,023,11,01,01,010521,4,7,2,2,2, ,3,99999,3,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,7, ,94.9
2008,02,0028,024,11,01,01,010521,4,7,2,2,2, ,3,200,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,7,7,94.9
2008,02,0028,025,11,02,02,010521,4,7,2,3,3, ,3,200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,7,94.9
