AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P48,P49,P50,P51,P51C,P52C,P52,P53,P54,P55,P55C,FACTOR07
2008,10,0004,009,11,01,01,010101,4,4,0,2693,1,1,17, ,3, , , , ,204.46
2008,10,0004,024,11,01,01,010101,4,4,0,3610,4,1,2, ,1, , , , ,204.46
2008,10,0004,120,11,01,01,010101,4,4,0,4520,2,1,1, ,1, , , , ,204.46
2008,11,0005,023,11,01,01,010101,4,4,0,130,2,1,6,971,0,130,5,1,6,99.56
2008,11,0005,036,11,01,01,010101,4,4,0,8519,2,1,2,945,0,8519,5,1,2,99.56
2008,11,0005,071,11,01,01,010101,4,4,0,4520,4,6, , ,3, , , , ,99.56
2008,11,0005,083,11,02,02,010101,4,4,0,130,1,1,5,971,0,130,5,1,5,99.56
2008,11,0005,107,11,02,02,010101,4,4,9, , , , , ,9, , , , ,99.56
2008,12,0006,010,11,01,01,010101,4,4,0,130,2,6, , ,3, , , , ,204.46
2008,12,0006,031,11,01,01,010101,4,4,0,7523,3,5,9998,522,0,5520,1,1,5,204.46
2008,12,0006,041,11,01,01,010101,4,4,0,130,1,1,12,571,0,5520,1,1,8,204.46
2008,12,0006,052,11,02,02,010101,4,4,9, , , , , ,9, , , , ,204.46
2008,12,0006,076,11,01,01,010101,4,4,0,6411,3,6, , ,3, , , , ,204.46
2008,10,0014,021,11,01,01,010101,4,4,0,130,1,1,7,971,0,130,5,1,7,99.56
2008,10,0014,033,11,01,01,010101,4,4,0,3691,2,1,1,522,0,5520,2,1,2,99.56
2008,10,0014,045,11,02,02,010101,4,4,0,5122,1,1,4,571,0,5122,5,1,4,99.56
2008,10,0014,070,11,01,01,010101,4,4,0,4520,4,1,5,971,0,130,5,1,8,99.56
2008,10,0014,082,11,01,01,010101,4,4,0,1920,2,1,2, ,1, , , , ,99.56
2008,10,0014,109,11,02,02,010101,4,4,0,7511,3,5,9998,572,0,5211,2,1,5,99.56
2008,10,0024,006,11,01,01,010110,4,6,0,130,1,1,8,971,0,130,5,1,8,102.19
2008,10,0024,018,11,01,01,010110,4,6,1, , , , , ,1, , , , ,102.19
2008,10,0024,038,11,02,02,010110,4,6,0,130,2,1,3,971,0,130,5,1,3,102.19
2008,10,0024,070,11,01,01,010110,4,6,0,130,1,1,7,971,0,130,5,1,7,102.19
2008,10,0024,091,11,01,01,010110,4,6,1, , , , , ,1, , , , ,102.19
2008,10,0024,101,11,02,02,010110,4,6,0,130,1,1,8,971,0,130,5,1,8,102.19
2008,10,0024,122,11,01,01,010110,4,6,0,5259,2,1,4, ,3, , , , ,102.19
2008,11,0025,002,11,01,01,010502,4,7,0,130,2,1,4, ,1, , , , ,96.66
2008,11,0025,003,11,01,01,010502,4,7,0,130,1,1,5,971,0,130,5,1,5,96.66
2008,11,0025,004,11,01,01,010502,4,7,1, , , , ,615,0,130,2,1,3,96.66
2008,11,0025,101,11,01,01,010502,4,7,0,5020,1,1,3,971,0,130,5,1,10,96.66
2008,11,0025,102,11,01,01,010502,4,7,0,130,1,1,10,971,0,130,5,1,10,96.66
2008,11,0025,103,11,02,02,010502,4,7,1, , , , ,615,0,130,2,1,6,96.66
2008,11,0025,104,11,02,02,010502,4,7,9, , , , , ,9, , , , ,96.66
2008,12,0026,033,11,01,01,010509,4,7,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,12,0026,034,11,02,02,010509,4,7,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,12,0026,035,11,01,01,010509,4,7,1, , , , ,615,0,130,1,1,3,96.66
2008,12,0026,036,11,01,01,010509,4,7,0,130,2,1,2, ,3, , , , ,96.66
2008,12,0026,103,11,01,00,010509,4,7, , , , , , , , , , , ,96.66
2008,12,0026,104,11,02,02,010509,4,7,0,130,2,1,3, ,3, , , , ,96.66
2008,12,0026,106,11,01,01,010509,4,7,2, , , , , ,3, , , , ,96.66
2008,10,0036,013,11,02,02,010503,4,8,9, , , , , ,9, , , , ,96.66
2008,10,0036,014,11,02,02,010503,4,8,0,130,5,1,5,971,0,130,5,1,5,96.66
2008,10,0036,015,11,01,01,010503,4,8,0,130,5,1,8,971,0,130,5,1,8,96.66
2008,10,0036,056,11,02,02,010503,4,8,0,130,2,1,6,971,0,130,5,1,6,96.66
2008,10,0036,057,11,01,01,010503,4,8,0,130,2,1,5,971,0,130,2,1,5,96.66
2008,10,0036,058,11,02,02,010503,4,8,1, , , , ,615,0,130,1,1,5,96.66
2008,10,0036,059,11,02,02,010503,4,8,9, , , , , ,9, , , , ,96.66
2008,10,0036,060,11,02,02,010503,4,8,9, , , , , ,9, , , , ,96.66
2008,11,0037,013,11,01,01,010114,4,8,0,130,2,1,6,971,0,130,5,1,6,96.66
2008,11,0037,014,11,01,01,010114,4,8,0,130,2,1,4, ,1, , , , ,96.66
2008,11,0037,045,11,02,02,010114,4,8,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,11,0037,046,11,01,01,010114,4,8,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,11,0037,049,11,01,01,010114,4,8,0,130,2,1,5,971,0,130,5,1,5,96.66
2008,11,0037,050,11,01,01,010114,4,8,0,130,1,1,5,971,0,130,5,1,5,96.66
2008,11,0037,051,11,02,02,010114,4,8,0,130,2,1,6,971,0,130,5,1,6,96.66
2008,12,0038,010,11,01,01,010109,4,8,1, , , , ,615,0,130,2,1,3,96.66
2008,12,0038,012,11,01,01,010109,4,8,0,130,2,1,7,971,0,130,5,1,7,96.66
2008,12,0038,013,11,02,02,010109,4,8,9, , , , , ,9, , , , ,96.66
2008,12,0038,016,11,01,01,010109,4,8,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,12,0038,063,11,01,01,010109,4,8,0,130,2,1,4,971,0,130,5,1,4,96.66
2008,12,0038,064,11,02,02,010109,4,8,0,130,2,1,6,971,0,130,5,1,6,96.66
2008,12,0038,066,11,01,01,010109,4,8,0,130,1,1,9,971,0,130,5,1,9,96.66
2008,12,0038,067,11,01,01,010109,4,8,0,130,2,1,3,971,0,130,5,1,3,96.66
2008,10,0041,026,11,01,01,010201,7,4,0,1541,2,1,6,766,0,1541,5,1,6,129.43
2008,10,0041,042,11,01,01,010201,7,4,0,130,2,1,4, ,1, , , , ,129.43
2008,10,0041,068,11,02,02,010201,7,4,0,130,2,1,6,971,0,130,5,1,6,129.43
2008,10,0041,080,11,02,02,010201,7,4,0,111,4,6, , ,3, , , , ,129.43
2008,10,0041,105,11,02,02,010201,7,4,9, , , , , ,9, , , , ,129.43
2008,11,0042,006,11,01,01,010201,7,4,0,7511,3,5,9998, ,3, , , , ,129.43
2008,11,0042,022,11,01,01,010201,7,4,0,6023,1,1,2, ,3, , , , ,129.43
2008,11,0042,036,11,01,01,010201,7,4,0,5259,2,1,5,912,0,5259,2,1,5,129.43
2008,11,0042,072,11,01,01,010201,7,4,0,130,1,1,5,971,0,130,5,1,5,129.43
2008,11,0042,084,11,02,02,010201,7,4,9, , , , , ,9, , , , ,129.43
2008,11,0042,110,11,01,01,010201,7,4,0,111,1,1,3, ,3, , , , ,129.43
2008,12,0043,011,11,01,01,010201,7,4,0,1810,1,1,5, ,3, , , , ,129.43
2008,12,0043,034,11,01,01,010201,7,4,0,111,4,6, ,942,0,9301,2,1,1,129.43
2008,12,0043,046,11,01,01,010201,7,4,2, , , , ,522,0,5520,2,1,1,129.43
2008,12,0043,070,11,02,02,010201,7,4,9, , , , , ,9, , , , ,129.43
2008,12,0043,082,11,02,02,010201,7,4,0,130,1,1,12,971,0,130,5,1,12,129.43
2008,12,0043,107,11,01,01,010201,7,4,0,4530,1,1,10,352,0,8511,3,6, ,129.43
2008,11,0054,006,11,02,02,010201,7,4,9, , , , , ,9, , , , ,74.82
2008,11,0054,015,12,01,01,010201,7,4,0,130,2,1,5,971,0,130,5,1,5,74.82
2008,11,0054,022,11,01,00,010201,7,4, , , , , , , , , , , ,74.82
2008,11,0054,050,11,02,02,010201,7,4,0,130,1,1,9,971,0,130,5,1,9,74.82
2008,11,0054,059,11,02,02,010201,7,4,0,130,1,1,12, ,1, , , , ,74.82
2008,11,0054,066,11,02,02,010201,7,4,0,130,1,1,5,971,0,130,5,1,5,74.82
2008,10,0066,005,11,02,02,010701,7,4,9, , , , , ,9, , , , ,79.89
2008,10,0066,019,11,01,01,010701,7,4,0,130,1,1,9,971,0,130,5,1,9,79.89
2008,10,0066,029,11,02,02,010701,7,4,9, , , , , ,9, , , , ,79.89
2008,10,0066,039,11,01,01,010701,7,4,1, , , , , ,1, , , , ,79.89
2008,10,0066,064,11,02,02,010701,7,4,9, , , , , ,9, , , , ,79.89
2008,10,0066,101,11,01,01,010701,7,4,0,6301,2,1,1, ,3, , , , ,79.89
2008,11,0067,007,11,01,01,010701,7,4,0,130,2,1,4,971,0,130,5,1,4,79.89
2008,11,0067,021,11,02,02,010701,7,4,0,130,1,1,11,971,0,130,5,1,11,79.89
2008,11,0067,032,11,02,02,010701,7,4,9, , , , , ,9, , , , ,79.89
2008,11,0067,059,11,01,01,010701,7,4,0,130,1,1,6, ,3, , , , ,79.89
2008,11,0067,071,11,02,02,010701,7,4,0,130,1,2,40, ,3, , , , ,79.89
2008,11,0067,117,11,01,01,010701,7,4,0,130,2,1,5,971,0,130,5,1,5,79.89
2008,12,0068,022,11,01,01,010701,7,4,0,130,4,1,15,623,0,122,2,1,3,79.89
2008,12,0068,036,11,02,02,010701,7,4,0,1531,4,4,150, ,3, , , , ,79.89
2008,12,0068,050,11,01,01,010701,7,4,1, , , , , ,1, , , , ,79.89
2008,12,0068,063,11,02,02,010701,7,4,0,130,1,1,6,971,0,130,5,1,6,79.89
2008,12,0068,074,11,01,01,010701,7,4,0,130,2,1,5,971,0,130,5,1,5,79.89
2008,12,0068,113,11,02,02,010701,7,4,0,130,2,1,4,971,0,130,5,1,4,79.89
2008,12,0071,007,11,02,02,010202,7,5,9, , , , , ,9, , , , ,336.41
2008,12,0071,022,11,01,01,010202,7,5,0,130,1,1,9,971,0,130,5,1,9,336.41
2008,12,0071,046,11,01,01,010202,7,5,0,130,1,1,7,971,0,130,5,1,7,336.41
2008,12,0071,076,11,01,01,010202,7,5,0,130,2,1,4,744,0,1721,2,1,1,336.41
2008,12,0071,088,11,02,02,010202,7,5,9, , , , , ,9, , , , ,336.41
2008,12,0071,099,11,02,02,010202,7,5,0,130,2,1,6,971,0,130,5,1,6,336.41
2008,10,0074,007,11,02,02,010703,7,5,9, , , , , ,9, , , , ,336.41
2008,10,0074,032,11,01,01,010703,7,5,0,130,1,1,8,971,0,130,5,1,8,336.41
2008,10,0074,044,11,01,01,010703,7,5,0,130,1,1,9,971,0,130,5,1,9,336.41
2008,10,0074,072,11,01,01,010703,7,5,0,130,2,1,5,971,0,130,5,1,5,336.41
2008,10,0074,085,11,01,01,010703,7,5,0,130,2,1,7,971,0,130,5,1,7,336.41
2008,10,0074,109,11,01,01,010703,7,5,0,130,2,1,7,971,0,130,5,1,7,336.41
2008,10,0082,001,11,01,01,010401,7,7,1, , , , ,615,0,130,2,1,6,130.45
2008,10,0082,002,11,01,01,010401,7,7,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,10,0082,005,11,02,02,010401,7,7,1, , , , ,615,0,130,2,1,2,130.45
2008,10,0082,006,11,01,01,010401,7,7,1, , , , ,615,0,130,2,1,2,130.45
2008,10,0082,046,11,01,01,010401,7,7,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,10,0082,047,11,02,02,010401,7,7,1, , , , ,615,0,130,2,1,2,130.45
2008,11,0083,001,11,01,01,010401,7,7,0,130,2,1,3, ,1, , , , ,130.45
2008,11,0083,003,11,01,01,010401,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,11,0083,004,11,02,02,010401,7,7,9, , , , , ,9, , , , ,130.45
2008,11,0083,005,11,01,01,010401,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,11,0083,037,11,01,01,010401,7,7,0,130,2,1,10,971,0,130,5,1,10,130.45
2008,11,0083,040,11,01,01,010401,7,7,1, , , , ,615,0,130,2,1,3,130.45
2008,12,0084,018,11,02,02,010401,7,7,0,130,2,1,10,971,0,130,5,1,10,130.45
2008,12,0084,020,11,01,01,010401,7,7,0,5259,2,1,1, ,3, , , , ,130.45
2008,12,0084,021,11,01,01,010401,7,7,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,12,0084,066,11,01,01,010401,7,7,0,130,2,1,7,971,0,130,5,1,7,130.45
2008,12,0084,073,11,01,01,010401,7,7,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,12,0084,074,11,01,01,010401,7,7,0,130,5,1,6,971,0,130,5,1,6,130.45
2008,12,0084,075,11,01,01,010401,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,12,0084,076,11,01,01,010401,7,7,0,130,2,1,3,971,0,130,5,1,3,130.45
2008,10,0092,099,11,01,01,010205,7,7,0,130,1,1,13, ,1, , , , ,130.45
2008,10,0092,100,11,02,02,010205,7,7,9, , , , , ,9, , , , ,130.45
2008,10,0092,101,11,02,02,010205,7,7,9, , , , , ,9, , , , ,130.45
2008,10,0092,102,11,02,02,010205,7,7,9, , , , , ,9, , , , ,130.45
2008,10,0092,137,11,01,01,010205,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,10,0092,138,11,01,01,010205,7,7,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,10,0095,009,11,01,01,010201,7,7,1, , , , , ,2, , , , ,130.45
2008,10,0095,010,11,01,01,010201,7,7,0,130,1,1,9,971,0,130,5,1,9,130.45
2008,10,0095,011,11,01,01,010201,7,7,1, , , , ,971,0,130,5,6, ,130.45
2008,10,0095,014,11,01,01,010201,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,10,0095,059,11,01,01,010201,7,7,1, , , , ,744,0,1721,2,1,1,130.45
2008,10,0095,060,11,01,01,010201,7,7,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,10,0095,062,11,02,02,010201,7,7,1, , , , ,615,0,130,2,1,2,130.45
2008,10,0095,063,11,01,01,010201,7,7,0,111,4,6, ,971,0,130,5,1,6,130.45
2008,11,0096,044,11,01,01,010704,7,7,1, , , , ,971,0,111,4,1,20,130.45
2008,11,0096,045,11,02,02,010704,7,7,9, , , , , ,9, , , , ,130.45
2008,11,0096,047,11,01,01,010704,7,7,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,11,0096,048,11,01,01,010704,7,7,0,130,1,1,13,971,0,130,5,1,13,130.45
2008,11,0096,104,11,01,01,010704,7,7,1, , , , ,744,0,1722,2,1,1,130.45
2008,11,0096,105,11,01,01,010704,7,7,1, , , , ,615,0,130,2,1,3,130.45
2008,11,0096,106,11,01,01,010704,7,7,0,130,1,2,36,971,0,130,5,2,36,130.45
2008,11,0096,107,11,01,01,010704,7,7,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,12,0108,005,11,02,02,010707,7,7,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,12,0108,006,11,02,02,010707,7,7,0,130,2,1,4, ,1, , , , ,130.45
2008,12,0108,007,11,01,01,010707,7,7,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,12,0108,044,11,02,02,010707,7,7,9, , , , , ,9, , , , ,130.45
2008,12,0108,048,11,01,01,010707,7,7,0,130,2,1,4, ,1, , , , ,130.45
2008,12,0108,049,11,01,01,010707,7,7,0,4520,2,1,1, ,3, , , , ,130.45
2008,11,0116,020,11,01,01,010403,7,8,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,11,0116,021,11,01,01,010403,7,8,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,11,0116,022,11,01,01,010403,7,8,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,11,0116,023,11,01,01,010403,7,8,0,130,2,1,4,971,0,130,6,1,4,130.45
2008,11,0116,077,11,01,01,010403,7,8,0,130,2,1,3,971,0,130,5,1,3,130.45
2008,11,0116,078,11,01,01,010403,7,8,0,130,2,1,8,971,0,130,5,1,8,130.45
2008,11,0116,080,11,01,01,010403,7,8,0,130,2,1,3,971,0,130,5,1,3,130.45
2008,10,0118,009,11,01,01,010401,7,8,0,130,2,1,2,971,0,130,5,1,2,130.45
2008,10,0118,010,11,01,01,010401,7,8,0,130,2,1,3,971,0,130,5,1,3,130.45
2008,10,0118,011,11,01,01,010401,7,8,0,130,2,1,6,971,0,130,5,1,6,130.45
2008,10,0118,067,11,01,01,010401,7,8,1, , , , ,615,0,130,2,1,3,130.45
2008,10,0118,068,11,01,01,010401,7,8,0,8511,3,5,9998,615,0,130,2,1,3,130.45
2008,10,0118,069,11,01,01,010401,7,8,1, , , , ,615,0,130,2,1,4,130.45
2008,10,0118,070,11,01,01,010401,7,8,1, , , , ,615,0,130,2,1,3,130.45
2008,11,0119,021,11,01,01,010205,7,8,0,8010,3,5,9998,971,0,130,5,1,5,130.45
2008,11,0119,022,11,01,01,010205,7,8,0,8010,3,5,9998,971,0,130,5,1,5,130.45
2008,11,0119,093,11,01,01,010205,7,8,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,11,0119,094,11,01,01,010205,7,8,0,130,2,1,4,971,0,130,5,1,4,130.45
2008,11,0119,096,11,01,01,010205,7,8,0,130,2,1,5,971,0,130,5,1,5,130.45
2008,12,0120,022,11,01,01,010702,7,8,1, , , , ,615,0,130,2,1,3,130.45
2008,12,0120,023,11,02,02,010702,7,8,0,130,1,1,7, ,3, , , , ,130.45
2008,12,0120,024,11,01,01,010702,7,8,0,3610,2,1,3, ,1, , , , ,130.45
2008,12,0120,025,11,01,01,010702,7,8,0,130,2,1,14,971,0,130,5,1,14,130.45
2008,12,0120,111,11,01,01,010702,7,8,0,130,1,1,7,971,0,130,5,1,7,130.45
2008,12,0120,113,11,01,01,010702,7,8,0,130,2,1,5, ,3, , , , ,130.45
2008,12,0120,115,11,02,02,010702,7,8,0,130,1,6, , ,3, , , , ,130.45
2008,12,0120,116,11,01,01,010702,7,8,0,130,1,1,5, ,3, , , , ,130.45
2008,11,0125,004,11,01,01,020101,5,3,1, , , , ,615,0,130,2,1,3,343.42
2008,11,0125,014,11,01,01,020101,5,3,0,4520,4,1,7, ,3, , , , ,343.42
2008,11,0125,022,11,02,02,020101,5,3,0,7523,3,5,600,771,0,1810,2,1,3,343.42
2008,11,0125,030,11,01,01,020101,5,3,1, , , , ,615,0,130,2,1,4,343.42
2008,11,0125,038,11,01,01,020101,5,3,0,1541,4,1,5,766,0,1541,4,1,5,343.42
2008,11,0125,067,11,01,01,020101,5,3,0,8030,3,1,10, ,3, , , , ,343.42
2008,12,0127,009,11,01,01,020101,5,3,0,130,2,1,2,971,0,130,5,1,2,343.42
2008,12,0127,021,11,01,01,020101,5,3,0,130,1,1,3,971,0,130,5,1,3,343.42
2008,12,0127,033,11,01,01,020101,5,3,0,130,2,1,6,971,0,130,5,1,6,343.42
2008,12,0127,046,11,01,01,020101,5,3,2, , , , ,615,0,130,2,1,2,343.42
2008,12,0127,083,11,01,01,020101,5,3,0,5020,2,1,2, ,3, , , , ,343.42
2008,12,0127,109,11,01,01,020101,5,3,0,130,2,1,6,971,0,130,5,1,6,343.42
2008,10,0130,008,11,02,02,020101,5,3,0,5233,2,1,5,572,0,5233,5,1,5,343.42
2008,10,0130,035,11,01,01,020101,5,3,0,130,2,1,6,971,0,130,5,1,6,343.42
2008,10,0130,047,11,01,00,020101,5,3, , , , , , , , , , , ,343.42
2008,10,0130,073,11,01,01,020101,5,3,2, , , , ,615,0,130,2,1,3,343.42
2008,10,0130,085,11,01,01,020101,5,3,0,130,2,1,3,971,0,130,5,1,3,343.42
2008,10,0130,108,11,01,01,020101,5,3,0,130,2,1,5,971,0,130,5,1,5,343.42
2008,11,0131,001,11,01,01,020105,5,3,0,3610,1,1,2, ,3, , , , ,343.42
2008,11,0131,026,11,01,01,020105,5,3,0,7523,3,5,2000, ,3, , , , ,343.42
2008,11,0131,039,11,02,02,020105,5,3,0,130,2,1,8, ,3, , , , ,343.42
2008,11,0131,060,11,01,01,020105,5,3,0,111,2,1,4,971,0,111,5,1,4,343.42
2008,11,0131,073,11,01,01,020105,5,3,0,7513,3,5,9998, ,3, , , , ,343.42
2008,11,0131,103,11,01,01,020105,5,3,0,5259,2,1,2, ,3, , , , ,343.42
2008,12,0132,010,11,02,02,020105,5,3,0,130,2,1,7,971,0,130,5,1,7,232.12
2008,12,0132,042,11,01,01,020105,5,3,0,130,2,1,5,971,0,130,5,1,5,232.12
2008,12,0132,066,11,01,01,020105,5,3,0,130,2,1,4,971,0,130,5,1,4,232.12
2008,12,0132,077,11,01,01,020105,5,3,1, , , , ,983,0,4520,4,2,30,232.12
2008,12,0132,089,11,02,02,020105,5,3,0,3610,1,1,2,771,0,1810,2,1,1,232.12
2008,12,0132,101,11,01,01,020105,5,3,0,130,2,1,8,971,0,130,5,1,8,232.12
2008,11,0143,006,11,01,01,021801,2,2,1, , , , ,912,0,5520,2,1,2,429.5
2008,11,0143,029,11,01,01,021801,2,2,0,5520,1,1,5, ,3, , , , ,429.5
2008,11,0143,042,11,01,01,021801,2,2,1, , , , , ,3, , , , ,429.5
2008,11,0143,077,11,01,01,021801,2,2,0,6021,4,2,25, ,3, , , , ,429.5
2008,12,0144,001,11,01,01,021809,2,2,0,500,2,1,10, ,3, , , , ,429.5
2008,12,0144,028,11,02,02,021809,2,2,0,2710,4,5,3000,352,0,8511,3,5,9998,429.5
2008,12,0144,039,11,01,01,021809,2,2,0,7513,3,5,9998,381,0,7513,3,5,9998,429.5
2008,12,0144,064,11,01,01,021809,2,2,0,5122,2,1,5,571,0,5122,5,1,5,429.5
2008,12,0144,076,11,01,01,021809,2,2,2, , , , ,522,0,5520,2,1,2,429.5
2008,12,0144,101,11,01,01,021809,2,2,0,111,4,6, , ,3, , , , ,429.5
2008,10,0154,008,11,02,02,021801,2,2,1, , , , ,945,0,1512,4,5,600,358.69
2008,10,0154,018,11,02,02,021801,2,2,2, , , , ,364,0,1541,1,1,8,358.69
2008,10,0154,028,11,02,02,021801,2,2,0,130,2,1,3,971,0,130,5,1,3,358.69
2008,10,0154,038,11,02,02,021801,2,2,0,5259,2,1,1,574,0,5252,2,1,2,358.69
2008,10,0154,059,11,01,01,021801,2,2,1, , , , , ,1, , , , ,358.69
2008,10,0154,089,11,01,01,021801,2,2,1, , , , , ,1, , , , ,358.69
2008,11,0155,007,11,02,02,021801,2,2,1, , , , , ,3, , , , ,358.69
2008,11,0155,030,11,01,01,021801,2,2,0,6021,4,6, , ,3, , , , ,358.69
2008,11,0155,043,11,01,01,021801,2,2,1, , , , ,522,0,5520,2,1,1,358.69
2008,11,0155,066,11,01,01,021801,2,2,0,111,2,1,10,971,0,111,5,1,10,358.69
2008,11,0155,078,11,01,01,021801,2,2,0,6021,3,4,140,574,0,5252,1,6, ,358.69
2008,11,0155,101,11,01,01,021801,2,2,0,6301,4,4,200, ,3, , , , ,358.69
2008,12,0156,007,11,01,01,021801,2,2,2, , , , , ,2, , , , ,358.69
2008,12,0156,032,11,01,01,021801,2,2,0,130,1,1,8,744,0,1721,2,1,2,358.69
2008,12,0156,065,11,01,01,021801,2,2,0,111,4,1,6,942,0,9301,2,1,2,358.69
2008,12,0156,076,11,02,02,021801,2,2,0,130,2,1,3,945,0,1541,1,1,4,358.69
2008,12,0156,099,11,02,02,021801,2,2,0,500,4,5,1500, ,3, , , , ,358.69
2008,10,0166,005,11,02,02,021809,2,2,0,5211,1,1,4,572,0,5211,5,1,4,358.69
2008,10,0166,017,11,01,01,021809,2,2,1, , , , ,522,0,5520,2,1,4,358.69
2008,10,0166,030,11,01,01,021809,2,2,0,111,1,1,9,971,0,111,5,1,9,358.69
2008,10,0166,043,11,01,01,021809,2,2,0,111,4,4,300,621,0,121,2,1,1,358.69
2008,10,0166,069,11,01,01,021809,2,2,1, , , , , ,1, , , , ,358.69
2008,10,0166,109,11,01,01,021809,2,2,1, , , , ,621,0,122,2,1,8,358.69
2008,11,0167,002,11,01,01,021809,2,2,1, , , , ,915,0,5259,2,1,2,358.69
2008,11,0167,015,11,01,01,021809,2,2,0,111,1,1,9,572,0,5232,2,1,1,358.69
2008,11,0167,024,11,02,02,021809,2,2,0,130,2,1,4,971,0,130,5,1,4,358.69
2008,11,0167,039,11,02,02,021809,2,2,0,111,4,1,5,945,0,1513,4,2,30,358.69
2008,11,0167,046,11,01,01,021809,2,2,0,7511,4,5,9998, ,3, , , , ,358.69
2008,11,0167,063,11,02,02,021809,2,2,0,2693,3,3,80, ,3, , , , ,358.69
2008,12,0168,003,11,01,01,021809,2,2,0,5239,2,1,1, ,3, , , , ,429.5
2008,12,0168,032,11,01,01,021809,2,2,0,130,1,1,9,621,0,121,2,1,4,429.5
2008,12,0168,044,11,02,02,021809,2,2,0,4530,4,4,300, ,3, , , , ,429.5
2008,12,0168,071,11,01,01,021809,2,2,0,1512,4,4,300,522,0,5520,2,1,3,429.5
2008,12,0168,086,11,02,02,021809,2,2,0,130,2,1,7,971,0,130,5,1,7,429.5
2008,12,0168,110,11,01,01,021809,2,2,0,6022,2,1,1, ,3, , , , ,429.5
2008,10,0178,019,11,01,01,021809,2,2,0,6301,2,1,1,923,0,5259,2,1,4,320.39
2008,10,0178,032,11,02,02,021809,2,2,0,1920,4,1,4, ,1, , , , ,320.39
2008,10,0178,043,11,02,02,021809,2,2,9, , , , , ,9, , , , ,320.39
2008,10,0178,055,11,01,01,021809,2,2,0,130,2,1,3, ,1, , , , ,320.39
2008,10,0178,086,11,02,02,021809,2,2,0,5259,2,1,1,941,0,9500,6,1,1,320.39
2008,10,0178,101,11,01,01,021809,2,2,0,1512,3,5,7000, ,3, , , , ,320.39
2008,11,0179,001,11,01,01,021809,2,2,0,1512,4,4,300, ,3, , , , ,320.39
2008,11,0179,024,11,01,01,021809,2,2,0,111,4,6, , ,3, , , , ,320.39
2008,11,0179,036,11,02,02,021809,2,2,0,1512,4,5,4000, ,3, , , , ,320.39
2008,11,0179,057,11,02,02,021809,2,2,0,5252,2,1,6,522,0,5520,2,1,6,320.39
2008,11,0179,067,11,01,01,021809,2,2,0,4520,1,1,4,945,0,1512,4,4,200,320.39
2008,11,0179,087,11,02,02,021809,2,2,0,130,1,1,5,971,0,130,5,1,5,320.39
2008,12,0180,005,11,01,01,021809,2,2,0,3610,2,1,3,971,0,130,5,1,5,320.39
2008,12,0180,012,11,02,02,021809,2,2,1, , , , , ,3, , , , ,320.39
2008,12,0180,020,11,01,01,021809,2,2,0,130,2,1,6, ,3, , , , ,320.39
2008,12,0180,029,11,02,02,021809,2,2,0,130,2,1,10,971,0,130,5,1,10,320.39
2008,12,0180,051,11,02,02,021809,2,2,0,2811,2,1,4,767,0,1552,2,1,3,320.39
2008,12,0180,059,11,01,01,021809,2,2,1, , , , ,522,0,5520,2,1,2,320.39
2008,12,0183,017,12,01,01,020801,2,4,0,1110,4,5,6000, ,3, , , , ,344.48
2008,12,0183,017,22,01,01,020801,2,4,0,500,4,5,600, ,3, , , , ,344.48
2008,12,0183,027,11,02,02,020801,2,4,0,130,2,1,6,971,0,130,5,1,6,344.48
2008,12,0183,039,12,01,01,020801,2,4,0,130,2,1,2,971,0,130,5,1,2,344.48
2008,12,0183,039,22,01,01,020801,2,4,0,6023,3,1,2,522,0,5520,2,1,3,344.48
2008,12,0183,062,11,01,01,020801,2,4,2, , , , ,942,0,9301,2,1,1,344.48
2008,12,0183,074,11,01,01,020801,2,4,0,111,4,6, ,522,0,5520,2,1,2,344.48
2008,12,0183,096,12,01,01,020801,2,4,1, , , , ,971,0,130,5,1,3,344.48
2008,12,0183,096,22,01,01,020801,2,4,0,111,4,1,10,941,0,9500,6,1,1,344.48
