AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P48,P49,P50,P51,P51C,P52C,P52,P53,P54,P55,P55C,FACTOR07
2008,12,2826,079,11,01,01,210101,6,2,0,130,2,1,5,971,0,130,5,1,5,379.97
2008,10,2835,007,11,01,01,210101,6,2,0,4520,2,6, ,615,0,130,2,1,6,379.97
2008,10,2835,016,11,01,01,210101,6,2,0,7513,3,5,1000,455,0,6420,3,5,4000,379.97
2008,10,2835,025,11,01,01,210101,6,2,0,4520,1,6, ,941,0,9500,6,1,1,379.97
2008,10,2835,034,11,01,01,210101,6,2,0,7523,3,6, ,572,0,5220,1,6, ,379.97
2008,10,2835,042,11,02,02,210101,6,2,0,5259,2,1,1,971,0,130,5,1,7,379.97
2008,10,2836,002,11,01,00,211101,6,2, , , , , , , , , , , ,795.85
2008,10,2836,028,11,01,01,211101,6,2,0,1320,1,1,6, ,3, , , , ,795.85
2008,10,2836,039,11,02,02,211101,6,2,9, , , , , ,9, , , , ,795.85
2008,10,2836,061,11,01,00,211101,6,2, , , , , , , , , , , ,795.85
2008,12,2837,009,11,01,01,211101,6,2,0,111,2,1,6,971,0,111,5,1,6,431.17
2008,12,2837,023,11,02,02,211101,6,2,0,130,2,1,5, ,1, , , , ,431.17
2008,12,2837,038,11,01,01,211101,6,2,0,5211,2,1,5,572,0,5211,5,1,5,431.17
2008,12,2837,055,11,01,01,211101,6,2,0,1541,2,1,6,615,0,130,1,1,2,431.17
2008,12,2837,087,11,01,01,211101,6,2,0,130,2,1,5,971,0,130,5,1,5,431.17
2008,12,2837,124,11,01,01,211101,6,2,0,130,2,1,7,971,0,130,5,1,7,431.17
2008,11,2839,014,11,01,01,211101,6,2,0,6010,4,6, , ,3, , , , ,496.76
2008,11,2839,037,11,01,01,211101,6,2,0,130,2,1,6,971,0,130,5,1,6,496.76
2008,11,2839,059,11,02,02,211101,6,2,0,130,2,1,6,971,0,130,5,1,6,496.76
2008,11,2839,071,11,02,02,211101,6,2,0,130,2,1,11,912,0,5520,2,1,11,496.76
2008,11,2839,102,11,01,01,211101,6,2,1, , , , ,615,0,130,2,1,3,496.76
2008,10,2849,005,11,02,02,211101,6,2,9, , , , , ,9, , , , ,431.17
2008,10,2849,040,11,02,02,211101,6,2,9, , , , , ,9, , , , ,431.17
2008,10,2849,066,11,01,01,211101,6,2,1, , , , ,615,0,130,2,1,4,431.17
2008,10,2849,078,11,01,01,211101,6,2,0,7511,3,6, ,615,0,130,1,1,2,431.17
2008,10,2849,101,11,01,01,211101,6,2,1, , , , ,747,0,1730,2,1,1,431.17
2008,11,2850,010,11,02,02,211101,6,2,0,7513,3,6, ,574,0,5252,2,1,3,496.76
2008,11,2850,018,11,02,02,211101,6,2,0,5122,3,1,20,364,0,5131,1,1,6,496.76
2008,11,2850,027,11,01,01,211101,6,2,2, , , , ,919,0,5259,2,1,4,496.76
2008,11,2850,056,11,02,02,211101,6,2,0,6010,4,6, , ,3, , , , ,496.76
2008,11,2850,075,11,01,01,211101,6,2,0,1723,2,1,1, ,3, , , , ,496.76
2008,12,2851,009,11,01,01,211101,6,2,0,130,4,2,40,615,0,130,2,1,7,496.76
2008,12,2851,020,11,01,01,211101,6,2,2, , , , ,922,0,5259,2,1,2,496.76
2008,12,2851,031,11,02,02,211101,6,2,1, , , , ,747,0,1730,2,1,1,496.76
2008,12,2851,046,11,01,01,211101,6,2,0,130,2,1,4,911,0,5259,3,1,2,496.76
2008,12,2851,081,11,01,01,211101,6,2,0,4520,3,6, , ,3, , , , ,496.76
2008,12,2851,106,11,01,01,211101,6,2,0,2899,2,1,2,615,0,130,1,1,6,496.76
2008,12,2861,013,11,02,02,210801,6,4,0,6023,1,6, , ,3, , , , ,696.41
2008,12,2861,049,11,01,01,210801,6,4,0,130,1,1,3,927,0,5259,2,1,6,696.41
2008,12,2861,094,11,01,01,210801,6,4,0,130,1,1,7,971,0,130,5,1,7,696.41
2008,12,2861,106,11,02,02,210801,6,4,0,130,4,4,350,615,0,130,2,1,6,696.41
2008,12,2863,016,11,02,02,210306,6,5,0,5211,2,1,6,572,0,5211,5,1,6,962.83
2008,12,2863,036,11,01,01,210306,6,5,0,5259,2,1,2,915,0,5259,5,1,2,962.83
2008,12,2863,049,11,01,01,210306,6,5,1, , , , ,615,0,130,2,1,6,962.83
2008,12,2863,083,11,02,02,210306,6,5,0,1541,2,1,2,766,0,1541,5,1,2,962.83
2008,11,2866,011,11,01,01,211002,6,5,0,130,2,1,4,971,0,130,5,1,4,641.88
2008,11,2866,025,11,01,01,211002,6,5,0,2811,2,1,4,621,0,121,1,1,3,641.88
2008,11,2866,038,11,01,01,211002,6,5,0,5139,2,1,6,572,0,5232,2,1,6,641.88
2008,11,2866,064,11,01,01,211002,6,5,0,1320,4,1,20,615,0,130,2,1,4,641.88
2008,11,2866,077,11,01,01,211002,6,5,0,1320,4,6, , ,3, , , , ,641.88
2008,11,2866,124,11,01,01,211002,6,5,0,130,2,1,5,971,0,130,5,1,5,641.88
2008,11,2868,001,11,01,01,210201,6,5,0,130,4,4,500,971,0,130,5,1,3,962.83
2008,11,2868,025,11,01,01,210201,6,5,0,130,2,1,6,971,0,130,5,1,6,962.83
2008,11,2868,055,11,01,01,210201,6,5,0,7411,2,1,1,243,0,8010,3,6, ,962.83
2008,11,2868,062,11,01,01,210201,6,5,0,5259,2,1,3,615,0,130,2,1,4,962.83
2008,11,2876,004,11,01,01,210501,6,5,0,130,2,1,6,971,0,130,5,1,6,481.41
2008,11,2876,037,11,01,01,210501,6,5,0,130,2,1,4,911,0,5259,2,1,2,481.41
2008,11,2876,047,11,02,02,210501,6,5,0,4520,2,6, ,615,0,130,2,1,7,481.41
2008,11,2876,070,11,02,02,210501,6,5,0,130,2,1,5,971,0,130,5,1,5,481.41
2008,11,2876,079,11,01,01,210501,6,5,0,5259,1,1,11,572,0,5122,1,1,2,481.41
2008,11,2876,112,11,01,01,210501,6,5,0,130,2,1,7,742,0,1711,2,1,1,481.41
2008,10,2880,007,11,01,01,210903,6,6,1, , , , ,615,0,130,2,1,3,362.18
2008,10,2880,023,11,02,02,210903,6,6,0,130,2,1,7,971,0,130,5,1,7,362.18
2008,10,2880,047,11,01,01,210903,6,6,0,130,2,1,8,971,0,130,5,1,8,362.18
2008,10,2880,053,11,01,01,210903,6,6,0,130,2,1,5,971,0,130,5,1,5,362.18
2008,10,2880,067,11,02,02,210903,6,6,0,130,2,1,6, ,1, , , , ,362.18
2008,10,2880,084,11,02,02,210903,6,6,1, , , , , ,1, , , , ,362.18
2008,10,2880,094,11,02,02,210903,6,6,2, , , , ,615,0,130,2,1,5,362.18
2008,10,2880,115,11,01,01,210903,6,6,0,130,2,1,5,971,0,130,5,1,5,362.18
2008,11,2881,013,11,01,01,210111,6,6,0,130,2,1,4,971,0,130,5,1,4,362.18
2008,11,2881,021,11,01,01,210111,6,6,0,130,2,1,7,971,0,130,5,1,7,362.18
2008,11,2881,032,11,01,01,210111,6,6,0,121,2,1,7,971,0,121,5,1,7,362.18
2008,11,2881,045,11,01,01,210111,6,6,0,130,4,1,2,971,0,130,5,1,6,362.18
2008,11,2881,051,11,02,02,210111,6,6,0,4520,4,1,3,971,0,130,5,1,9,362.18
2008,11,2881,085,11,01,01,210111,6,6,1, , , , ,742,0,1711,2,1,1,362.18
2008,11,2881,100,11,02,02,210111,6,6,0,6023,2,1,3,915,0,5259,2,1,1,362.18
2008,11,2881,106,11,01,01,210111,6,6,0,130,2,1,6,971,0,130,5,1,6,362.18
2008,10,2892,007,11,01,01,210206,6,7,1, , , , ,615,0,130,2,1,4,402.42
2008,10,2892,010,11,01,01,210206,6,7,1, , , , ,615,0,130,2,1,4,402.42
2008,10,2892,055,11,02,02,210206,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2892,060,11,01,01,210206,6,7,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,10,2892,074,11,01,01,210206,6,7,1, , , , ,615,0,130,2,1,1,402.42
2008,10,2892,082,11,01,01,210206,6,7,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,11,2893,017,11,01,01,210202,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,11,2893,019,11,01,01,210202,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,11,2893,020,11,01,01,210202,6,7,1, , , , ,615,0,130,2,1,10,402.42
2008,11,2893,021,11,01,01,210202,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,11,2893,046,11,02,02,210202,6,7,9, , , , , ,9, , , , ,402.42
2008,11,2893,048,11,02,02,210202,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,11,2893,050,11,01,01,210202,6,7,0,111,2,1,8,971,0,111,5,1,8,402.42
2008,11,2893,100,11,01,01,210202,6,7,1, , , , ,615,0,130,2,1,3,402.42
2008,12,2894,010,11,01,01,210210,6,7,0,5252,2,1,3,574,0,5252,5,1,3,402.42
2008,12,2894,013,11,01,01,210210,6,7,0,130,2,1,3,971,0,130,5,1,3,402.42
2008,12,2894,018,11,01,01,210210,6,7,1, , , , ,744,0,1721,2,1,1,402.42
2008,12,2894,044,11,01,01,210210,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,12,2894,045,11,01,01,210210,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,12,2894,047,11,01,01,210210,6,7,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,12,2894,071,11,01,01,210210,6,7,1, , , , ,615,0,130,2,1,5,402.42
2008,12,2894,076,11,01,01,210210,6,7,0,130,2,1,3,971,0,130,5,1,3,402.42
2008,10,2904,016,11,02,02,210601,6,7,9, , , , , ,9, , , , ,402.42
2008,10,2904,021,11,01,01,210601,6,7,0,1730,2,1,2,747,0,1730,5,1,2,402.42
2008,10,2904,022,11,01,01,210601,6,7,0,1730,2,1,1,971,0,130,5,1,6,402.42
2008,10,2904,069,11,01,01,210601,6,7,0,1730,2,1,1,744,0,1730,2,1,1,402.42
2008,10,2904,073,11,01,01,210601,6,7,0,5259,2,1,3,971,0,130,5,1,5,402.42
2008,10,2904,075,11,01,01,210601,6,7,1, , , , ,615,0,130,2,1,3,402.42
2008,11,2905,015,11,01,01,210608,6,7,0,5259,2,1,1,615,0,130,2,1,5,402.42
2008,11,2905,017,11,02,02,210608,6,7,2, , , , ,615,0,130,2,1,7,402.42
2008,11,2905,021,11,01,01,210608,6,7,0,130,2,1,9,971,0,130,5,1,9,402.42
2008,11,2905,059,11,01,01,210608,6,7,1, , , , ,615,0,130,2,1,8,402.42
2008,11,2905,060,11,02,02,210608,6,7,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,11,2905,061,11,01,01,210608,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,11,2905,062,11,02,02,210608,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,11,2905,068,11,01,01,210608,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,12,2906,003,11,02,02,210901,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,12,2906,004,11,01,01,210901,6,7,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,12,2906,008,11,01,01,210901,6,7,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,12,2906,045,11,01,01,210901,6,7,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,12,2906,046,11,01,01,210901,6,7,0,5259,2,1,1,971,0,130,5,1,5,402.42
2008,12,2906,097,11,01,01,210901,6,7,0,111,2,1,6,971,0,111,5,1,6,402.42
2008,12,2906,098,11,01,01,210901,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2916,002,11,01,01,210102,6,7,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,10,2916,004,11,01,01,210102,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2916,006,11,01,01,210102,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,10,2916,024,11,01,01,210102,6,7,0,130,2,1,3, ,1, , , , ,402.42
2008,10,2916,025,11,02,02,210102,6,7,9, , , , , ,9, , , , ,402.42
2008,10,2916,026,11,01,01,210102,6,7,0,111,4,6, ,971,0,111,4,6, ,402.42
2008,10,2916,055,11,01,01,210102,6,7,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,11,2917,003,11,01,01,210501,6,7,1, , , , ,612,0,111,2,1,4,402.42
2008,11,2917,004,11,01,01,210501,6,7,0,130,2,1,6,917,0,5259,5,1,6,402.42
2008,11,2917,006,11,01,01,210501,6,7,1, , , , , ,1, , , , ,402.42
2008,11,2917,036,11,01,01,210501,6,7,1, , , , ,615,0,130,2,1,3,402.42
2008,11,2917,037,11,01,01,210501,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,11,2917,038,11,01,01,210501,6,7,1, , , , ,615,0,130,2,1,3,402.42
2008,11,2917,039,11,01,01,210501,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,11,2917,059,11,01,01,210501,6,7,0,111,2,1,5,971,0,111,5,1,5,402.42
2008,12,2918,024,11,01,01,210501,6,7,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,12,2918,025,11,01,01,210501,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,12,2918,026,11,01,01,210501,6,7,0,130,2,1,10,971,0,130,5,1,10,402.42
2008,12,2918,075,11,01,01,210501,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,12,2918,077,11,01,01,210501,6,7,0,130,2,1,7,744,0,1721,2,1,3,402.42
2008,12,2918,078,11,01,01,210501,6,7,0,1721,2,1,1,971,0,130,5,1,6,402.42
2008,12,2918,079,11,01,01,210501,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,12,2918,080,11,01,01,210501,6,7,1, , , , ,615,0,130,2,1,6,402.42
2008,10,2928,026,11,02,02,211301,6,7,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,10,2928,029,11,02,02,211301,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2928,093,11,01,01,211301,6,7,0,500,2,1,1,971,0,130,5,1,7,402.42
2008,10,2928,094,11,01,01,211301,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2928,095,11,01,01,211301,6,7,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2928,096,11,01,01,211301,6,7,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,11,2929,024,11,01,01,210308,6,8,0,121,2,1,9,971,0,121,5,1,9,402.42
2008,11,2929,025,11,01,01,210308,6,8,0,130,2,1,2, ,1, , , , ,402.42
2008,11,2929,028,11,01,00,210308,6,8, , , , , , , , , , , ,402.42
2008,11,2929,031,11,01,01,210308,6,8,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,11,2929,113,11,01,01,210308,6,8,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,11,2929,114,11,01,01,210308,6,8,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,11,2929,115,11,01,01,210308,6,8,1, , , , ,615,0,130,2,1,9,402.42
2008,11,2929,116,11,01,01,210308,6,8,0,130,2,1,3, ,1, , , , ,402.42
2008,12,2930,015,11,01,01,211204,6,8,0,121,2,1,5,971,0,130,5,1,5,402.42
2008,12,2930,016,11,02,02,211204,6,8,9, , , , , ,9, , , , ,402.42
2008,12,2930,018,11,01,00,211204,6,8, , , , , , , , , , , ,402.42
2008,12,2930,026,11,01,01,211204,6,8,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,12,2930,027,11,01,00,211204,6,8, , , , , , , , , , , ,402.42
2008,12,2930,043,11,02,02,211204,6,8,9, , , , , ,9, , , , ,402.42
2008,12,2930,044,11,01,01,211204,6,8,0,130,2,1,4,615,0,130,5,1,4,402.42
2008,10,2940,015,11,01,01,210501,6,8,0,130,2,1,8,971,0,130,5,1,8,402.42
2008,10,2940,016,11,01,01,210501,6,8,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2940,017,11,01,01,210501,6,8,0,130,2,1,7,971,0,130,5,1,7,402.42
2008,10,2940,018,11,01,01,210501,6,8,0,130,2,1,6,971,0,130,5,1,6,402.42
2008,10,2940,046,11,01,01,210501,6,8,0,130,2,1,6,747,0,1730,2,1,3,402.42
2008,10,2940,047,11,01,01,210501,6,8,0,130,1,1,8,971,0,130,5,1,8,402.42
2008,10,2940,051,11,01,01,210501,6,8,0,130,2,1,5,971,0,130,5,1,5,402.42
2008,10,2940,053,11,01,01,210501,6,8,0,130,2,1,9,971,0,130,5,1,9,402.42
2008,11,2941,015,11,01,01,210504,6,8,0,121,2,1,7,971,0,121,5,1,7,402.42
2008,11,2941,017,11,01,01,210504,6,8,0,121,4,1,4,621,0,121,2,1,9,402.42
2008,11,2941,018,11,01,01,210504,6,8,0,121,2,1,10,971,0,121,5,1,10,402.42
2008,11,2941,059,11,01,01,210504,6,8,0,121,2,1,8,971,0,121,5,1,8,402.42
2008,11,2941,060,11,02,02,210504,6,8,0,121,2,1,6,971,0,121,5,1,6,402.42
2008,11,2941,061,11,01,01,210504,6,8,0,121,2,1,8,971,0,121,5,1,8,402.42
2008,11,2941,062,11,01,00,210504,6,8, , , , , , , , , , , ,402.42
2008,12,2942,005,11,01,01,211305,6,8,0,130,2,1,7,744,0,1721,2,1,1,402.42
2008,12,2942,008,11,01,01,211305,6,8,0,130,2,1,3,971,0,130,5,1,3,402.42
2008,12,2942,051,11,02,02,211305,6,8,9, , , , , ,9, , , , ,402.42
2008,12,2942,053,11,02,02,211305,6,8,0,4520,4,6, ,971,0,130,5,1,7,402.42
2008,12,2942,054,11,01,00,211305,6,8, , , , , , , , , , , ,402.42
2008,12,2942,059,11,01,01,211305,6,8,0,130,2,1,4,971,0,130,5,1,4,402.42
2008,10,2944,014,11,02,02,211207,7,5,0,130,2,1,4,971,0,130,5,1,4,92.02
2008,10,2944,038,11,01,01,211207,7,5,0,121,4,1,5, ,3, , , , ,92.02
2008,10,2944,061,11,01,01,211207,7,5,0,130,2,1,4,971,0,130,5,1,4,92.02
2008,10,2944,072,11,01,01,211207,7,5,1, , , , ,912,0,5259,2,1,3,92.02
2008,10,2944,082,11,01,01,211207,7,5,0,130,2,1,7,572,0,5211,2,1,2,92.02
2008,10,2951,027,11,01,01,220101,7,4,0,7523,3,5,9998, ,3, , , , ,90.33
2008,10,2951,059,11,01,01,220101,7,4,0,130,2,1,3, ,3, , , , ,90.33
2008,10,2951,070,11,01,01,220101,7,4,0,4520,2,1,3,942,0,9301,2,1,1,90.33
2008,10,2951,089,11,02,02,220101,7,4,0,130,1,1,8,971,0,130,5,1,8,90.33
2008,11,2952,001,11,01,01,220101,7,4,0,130,1,1,3,971,0,130,5,1,3,90.33
2008,11,2952,026,11,02,02,220101,7,4,0,130,2,1,3,971,0,130,5,1,3,90.33
2008,11,2952,038,12,01,01,220101,7,4,0,5510,3,5,1000,615,0,130,2,1,3,90.33
2008,11,2952,065,11,01,01,220101,7,4,0,130,2,1,5,971,0,130,5,1,5,90.33
2008,11,2952,076,11,01,01,220101,7,4,0,130,2,1,3,971,0,130,5,1,3,90.33
2008,11,2952,103,11,01,01,220101,7,4,0,130,2,1,7,971,0,130,5,1,7,90.33
2008,12,2953,019,11,01,01,220101,7,4,0,130,2,1,4,971,0,130,6,1,4,90.33
2008,12,2953,029,11,01,01,220101,7,4,0,130,1,1,4, ,3, , , , ,90.33
2008,12,2953,041,11,01,01,220101,7,4,0,5520,1,1,5,942,0,5520,5,1,5,90.33
2008,12,2953,053,11,01,01,220101,7,4,0,4520,1,1,3,612,0,111,1,1,3,90.33
2008,12,2953,063,11,01,01,220101,7,4,0,130,2,1,6,971,0,130,5,1,6,90.33
2008,12,2953,074,12,01,01,220101,7,4,0,111,2,1,3, ,1, , , , ,90.33
2008,12,2953,074,22,01,01,220101,7,4,1, , , , ,574,0,5252,2,1,1,90.33
2008,10,2962,005,11,01,01,220101,7,4,0,113,2,1,2, ,3, , , , ,154.89
2008,10,2962,019,11,01,01,220101,7,4,0,130,2,1,2,971,0,130,5,1,2,154.89
2008,10,2962,032,11,01,01,220101,7,4,0,130,2,1,7,971,0,130,5,1,7,154.89
2008,10,2962,044,11,01,01,220101,7,4,0,113,2,1,5, ,3, , , , ,154.89
2008,10,2962,070,11,01,01,220101,7,4,0,113,4,1,3,971,0,111,4,1,4,154.89
2008,10,2962,110,11,01,01,220101,7,4,0,113,1,1,5, ,3, , , , ,154.89
2008,11,2963,012,11,01,01,220909,7,2,0,111,2,1,1,942,0,8511,3,5,8889,127.37
2008,11,2963,039,11,01,01,220909,7,2,0,3610,2,1,2,778,0,3610,5,1,2,127.37
2008,11,2963,052,11,01,01,220909,7,2,0,5040,2,1,1,522,0,5520,2,1,1,127.37
2008,11,2963,081,11,01,01,220909,7,2,0,1920,2,1,2, ,1, , , , ,127.37
2008,11,2963,095,11,01,01,220909,7,2,0,7523,3,5,5000,572,0,5122,5,1,2,127.37
2008,11,2963,119,11,01,01,220909,7,2,0,130,1,2,25,572,0,5211,2,1,4,127.37
2008,10,2973,004,11,01,01,220910,7,2,0,111,1,1,2, ,3, , , , ,218.41
2008,10,2973,017,11,01,01,220910,7,2,0,130,2,1,7,971,0,130,5,1,7,218.41
2008,10,2973,031,11,01,01,220910,7,2,0,7513,4,5,9998,615,0,130,2,1,2,218.41
2008,10,2973,045,11,01,01,220910,7,2,0,130,1,1,10,971,0,130,5,1,10,218.41
2008,10,2973,085,12,01,01,220910,7,2,0,113,2,1,2,971,0,113,5,1,2,218.41
2008,10,2973,085,22,02,02,220910,7,2,0,130,1,1,9,971,0,130,5,1,9,218.41
2008,10,2973,111,12,02,02,220910,7,2,0,130,2,1,4,971,0,130,5,1,4,218.41
2008,10,2973,111,22,01,01,220910,7,2,0,130,2,1,4,971,0,130,5,1,4,218.41
2008,11,2974,006,11,01,01,220910,7,2,0,130,2,1,7,774,0,1721,2,1,6,218.41
2008,11,2974,025,11,01,01,220910,7,2,0,130,2,1,3,971,0,130,5,1,3,218.41
2008,11,2974,034,11,01,01,220910,7,2,0,1320,3,5,9998,242,0,8021,3,5,9998,218.41
2008,11,2974,054,11,01,01,220910,7,2,0,130,1,2,22,971,0,130,5,2,22,218.41
2008,11,2974,063,11,01,01,220910,7,2,0,111,4,1,3, ,3, , , , ,218.41
2008,11,2974,082,11,01,01,220910,7,2,0,7523,3,5,9998, ,3, , , , ,218.41
2008,12,2975,007,11,01,01,220910,7,2,0,4520,3,2,30,243,0,8010,3,5,8889,127.37
2008,12,2975,019,11,01,01,220910,7,2,0,7513,3,5,9998,971,0,113,4,1,3,127.37
2008,12,2975,032,11,01,01,220910,7,2,0,5020,2,1,2, ,2, , , , ,127.37
2008,12,2975,056,11,01,01,220910,7,2,0,113,2,1,2, ,3, , , , ,127.37
2008,12,2975,069,11,01,01,220910,7,2,0,4520,4,1,4, ,3, , , , ,127.37
2008,12,2975,081,11,01,01,220910,7,2,0,130,2,1,4,971,0,130,5,1,4,127.37
2008,11,2984,005,11,01,01,220909,7,2,0,130,2,1,3,971,0,130,5,1,3,218.41
2008,11,2984,019,11,01,01,220909,7,2,0,130,2,1,5,971,0,130,5,1,5,218.41
2008,11,2984,025,11,01,01,220909,7,2,0,1542,3,5,5000, ,3, , , , ,218.41
2008,11,2984,031,11,01,01,220909,7,2,0,130,2,1,2,971,0,130,5,1,2,218.41
2008,11,2984,050,11,01,01,220909,7,2,2, , , , , ,2, , , , ,218.41
2008,11,2984,054,11,01,01,220909,7,2,0,130,2,1,4, ,3, , , , ,218.41
2008,11,2985,015,11,01,01,220910,7,2,0,130,2,1,4,971,0,130,5,1,4,218.41
2008,11,2985,039,11,02,02,220910,7,2,1, , , , ,615,0,130,2,1,3,218.41
2008,11,2985,065,11,01,01,220910,7,2,0,130,1,1,4, ,3, , , , ,218.41
2008,11,2985,076,11,02,02,220910,7,2,9, , , , , ,9, , , , ,218.41
2008,12,2986,001,11,01,01,220910,7,2,0,130,2,1,2,971,0,130,5,1,2,218.41
2008,12,2986,014,11,01,01,220910,7,2,0,113,2,1,2,971,0,113,5,1,2,218.41
2008,12,2986,026,11,01,01,220910,7,2,0,130,2,1,2,971,0,130,5,1,2,218.41
2008,12,2986,061,11,01,01,220910,7,2,0,130,2,1,2,971,0,130,5,1,2,218.41
2008,12,2986,073,11,01,01,220910,7,2,0,3610,2,1,1, ,3, , , , ,218.41
2008,12,2986,101,11,01,01,220910,7,2,0,130,1,1,10, ,3, , , , ,218.41
2008,10,2998,019,11,02,02,220804,7,4,9, , , , , ,9, , , , ,171.88
2008,10,2998,026,11,02,02,220804,7,4,0,130,2,1,4,971,0,130,5,1,4,171.88
2008,10,2998,067,11,01,01,220804,7,4,0,130,2,1,1, ,3, , , , ,171.88
2008,10,2998,086,11,01,01,220804,7,4,0,130,2,1,5,971,0,130,5,1,5,171.88
2008,10,2998,093,11,01,01,220804,7,4,0,130,1,1,18,971,0,130,5,1,18,171.88
2008,10,2998,111,11,01,01,220804,7,4,1, , , , ,615,0,130,2,1,5,171.88
2008,12,2999,009,11,01,01,220804,7,4,0,4520,2,1,5,915,0,5259,2,1,1,171.88
2008,12,2999,032,11,01,01,220804,7,4,0,130,2,1,3,744,0,1721,2,1,1,171.88
2008,12,2999,043,11,01,01,220804,7,4,0,130,2,1,4,971,0,130,5,1,4,171.88
2008,12,2999,070,11,01,01,220804,7,4,0,130,1,1,15,744,0,1721,2,1,2,171.88
2008,12,2999,082,11,02,02,220804,7,4,0,130,4,1,4,744,0,1721,2,1,1,171.88
2008,12,2999,113,11,01,01,220804,7,4,0,113,2,1,5,744,0,1721,2,1,1,171.88
2008,11,3006,011,11,02,02,220601,7,4,0,130,2,1,6,971,0,130,5,1,6,123.02
2008,11,3006,037,11,01,01,220601,7,4,0,1320,4,5,5000, ,3, , , , ,123.02
2008,11,3006,049,11,02,02,220601,7,4,9, , , , , ,9, , , , ,123.02
2008,11,3006,073,11,02,02,220601,7,4,0,130,1,1,10,971,0,130,5,1,10,123.02
2008,11,3006,086,11,01,00,220601,7,4, , , , , , , , , , , ,123.02
2008,12,3007,007,11,01,01,220601,7,4,0,5259,2,1,3,911,0,5259,5,1,3,210.95
2008,12,3007,029,11,02,02,220601,7,4,0,130,1,1,2,971,0,130,5,1,2,210.95
2008,12,3007,040,11,01,01,220601,7,4,0,130,2,1,7,971,0,130,5,1,7,210.95
2008,12,3007,059,11,01,01,220601,7,4,0,122,2,1,3,971,0,122,5,1,3,210.95
2008,12,3007,071,11,01,01,220601,7,4,9, , , , , ,9, , , , ,210.95
2008,12,3007,090,11,01,01,220601,7,4,0,130,2,1,7,971,0,130,5,1,7,210.95
2008,10,3014,006,11,01,01,220801,7,5,0,130,2,1,2, ,3, , , , ,207.18
2008,10,3014,019,11,01,01,220801,7,5,0,130,1,1,5, ,3, , , , ,207.18
2008,10,3014,047,11,01,00,220801,7,5, , , , , , , , , , , ,207.18
2008,10,3014,073,11,01,01,220801,7,5,0,130,1,2,25, ,3, , , , ,207.18
2008,10,3014,085,11,01,01,220801,7,5,0,130,1,1,8, ,3, , , , ,207.18
2008,10,3014,109,11,01,01,220801,7,5,1, , , , ,747,0,1730,2,1,1,207.18
2008,12,3015,030,11,01,00,220801,7,5, , , , , , , , , , , ,207.18
2008,12,3015,041,11,01,01,220801,7,5,0,130,2,1,10,842,0,1810,2,1,1,207.18
2008,12,3015,054,11,01,01,220801,7,5,0,130,2,1,5,744,0,1721,2,1,1,207.18
2008,12,3015,078,11,01,01,220801,7,5,0,130,2,1,5,971,0,130,5,1,5,207.18
2008,12,3015,116,12,01,01,220801,7,5,0,130,2,1,8,744,0,1721,2,1,2,207.18
