AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,CODINFOR,UBIGEO,DOMINIO,ESTRATO,P32,P33_1,P33_2,P34,P37,P38,P38A,P39A,P40$1,P40$2,P40$3,P40$4,P40$5,P40$6,P40$7,P40$8,P41,P42$1,P42$2,P42$3,P42$4,P42$5,P42$6,P42$7,P42$8,P43,P45_1,P45_2,P46,P47,TICUEST01B,FACTOR07
2011,04,0001,019,11,01,01,010101,4,4,4,1,2, ,3,3000,1,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6, ,223.87
2011,04,0001,054,11,01,01,010101,4,4,2,1,2, ,3,1200,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,6,6,2,223.87
2011,04,0001,062,11,02,02,010101,4,4,2,2,1,7,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,1,6,2,223.87
2011,08,0002,017,11,01,01,010101,4,4,3,2,2, ,3,1500,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,6, ,1,124.37
2011,08,0002,030,11,01,01,010101,4,4,4,3,2, ,3,800,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,3,6,6,1,124.37
2011,08,0002,045,11,01,01,010101,4,4,2,2,2, ,3,3500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,1,124.37
2011,08,0002,070,11,01,01,010101,4,4,2,2,2, ,3,2500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,9, ,124.37
2011,08,0002,096,11,02,02,010101,4,4,2,2,2, ,2,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,9,6, ,124.37
2011,08,0002,108,11,02,02,010101,4,4,4,2,2, ,3,400,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,9,6,1,124.37
2011,09,0003,002,11,01,01,010101,4,4,2,1,1,7,3,6000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,3,6,1,1,124.37
2011,09,0003,015,11,02,01,010101,4,4,2,2,3, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,8,6, ,124.37
2011,09,0003,028,11,01,01,010101,4,4,2,3,2, ,3,2500,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6, ,1,124.37
2011,09,0003,067,11,01,01,010101,4,4,4,3,3, ,2,2000,2,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,1,124.37
2011,09,0003,081,11,02,02,010101,4,4,2,3,2, ,3,1000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,4,7,6, ,124.37
2011,10,0004,013,11,02,02,010101,4,4,3,2,2, ,3,1500,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,1,133.02
2011,10,0004,027,11,01,01,010101,4,4,2,3,2, ,3,800,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,1,133.02
2011,10,0004,058,11,01,01,010101,4,4,1,2,2, ,3,1500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,6,6,1,133.02
2011,10,0004,096,11,01,01,010101,4,4,3,1,1,7,3,1500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,1,133.02
2011,10,0004,110,11,01,01,010101,4,4,4,2,3, ,1,2000,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,3,6, ,1,133.02
2011,11,0005,004,11,02,02,010101,4,4,2,3,1,3,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6, ,124.17
2011,11,0005,030,11,01,01,010101,4,4,2,3,1,6,2,5000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,5,6,6, ,124.17
2011,11,0005,075,11,01,01,010101,4,4,2,2,2, ,3,1800,1,3,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,3,2,6,6,2,124.17
2011,11,0005,088,11,01,01,010101,4,4,2,3,2, ,3,900,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,10,1,6,5,2,124.17
2011,11,0005,097,11,01,01,010101,4,4,2,1,1,6,3,1500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,2,124.17
2011,12,0006,015,11,01,01,010101,4,4,1,2,1,3,3,4000,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,9,7,6,6,1,133.02
2011,12,0006,026,11,01,01,010101,4,4,2,2,2, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,1,133.02
2011,12,0006,037,11,01,01,010101,4,4,4,2,2, ,3,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,2,6, ,1,133.02
2011,12,0006,058,11,02,02,010101,4,4,3,2,2, ,2,3000,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,6,9,6,1,133.02
2011,12,0006,070,11,01,01,010101,4,4,4,2,2, ,2,500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,1,133.02
2011,12,0006,090,11,02,02,010101,4,4,2,2,2, ,3,2500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,9,6,1,133.02
2011,01,0007,049,11,01,01,010101,4,4,3,3,1,6,3,600,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,1, ,2,82.97
2011,01,0007,075,11,01,01,010101,4,4,4,1,2, ,3,1500,3,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,3,3,5,6,2,82.97
2011,01,0007,086,11,01,01,010101,4,4,2,3,2, ,3,1800,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,7, ,82.97
2011,02,0008,003,11,02,02,010101,4,4,3,2,3, ,3,2000,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6, ,82.97
2011,02,0008,028,11,02,02,010101,4,4,3,2,2, ,3,700,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,9,6, ,82.97
2011,02,0008,046,11,01,01,010101,4,4,2,3,2, ,3,1000,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6, ,82.97
2011,02,0008,075,11,01,01,010101,4,4,2,2,2, ,3,800,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6, ,82.97
2011,02,0008,087,11,01,01,010101,4,4,2,2,2, ,3,1500,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,6,6, ,82.97
2011,02,0008,106,11,01,01,010101,4,4,2,1,1,3,3,200,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6, ,82.97
2011,03,0009,016,11,02,02,010101,4,4,2,2,2, ,3,500,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2,6,6,1,82.97
2011,03,0009,035,11,02,02,010101,4,4,3,1,1,6,3,1000,2,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,3,3,6,6,1,82.97
2011,03,0009,064,11,01,01,010101,4,4,2,3,2, ,2,200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6, ,1,82.97
2011,03,0009,079,11,01,01,010101,4,4,2,2,2, ,3,3500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6, ,82.97
2011,03,0009,124,11,02,02,010101,4,4,2,1,1,3,3,500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,10,6,6,1,82.97
2011,04,0010,002,11,01,01,010101,4,4,2,2,3, ,3,99999,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,7, , ,92.07
2011,04,0010,014,11,01,01,010101,4,4,2,3,2, ,3,2000,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,6, ,2,92.07
2011,04,0010,051,11,02,02,010101,4,4,2,2,2, ,3,600,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,1,6,3,2,92.07
2011,04,0010,064,11,01,01,010101,4,4,1,2,2, ,3,2000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,2,92.07
2011,04,0010,098,11,01,01,010101,4,4,3,2,2, ,3,4000,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,9,3,1,6,2,92.07
2011,05,0011,010,11,01,01,010101,4,4,4,1,1,5,3,3000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,2,92.07
2011,05,0011,030,14,01,01,010101,4,4,1,2,1,7,3,900,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,5,6, ,2,92.07
2011,05,0011,030,44,02,02,010101,4,4,2,1,1,7,3,2000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,8,1,2,92.07
2011,05,0011,095,11,01,01,010101,4,4,4,3,3, ,2,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,2,92.07
2011,06,0012,002,11,01,01,010101,4,4,2,2,2, ,3,1500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,7,3,6,6,1,92.07
2011,06,0012,011,11,01,01,010101,4,4,2,2,2, ,3,600,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,1,92.07
2011,06,0012,025,11,02,02,010101,4,4,2,1,1,7,3,1500,3,3,0,0,0,0,1,0,0,0,4, , , , , , , , , ,7,7,9,6,1,92.07
2011,06,0012,063,11,02,02,010101,4,4,2,2,2, ,3,300,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,1,92.07
2011,06,0012,073,11,01,01,010101,4,4,2,2,1,7,3,600,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,6, ,1,92.07
2011,07,0013,029,11,02,02,010101,4,4,2,3,1,6,3,800,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,8,6, ,90.3
2011,07,0013,039,11,01,01,010101,4,4,4,1,1,6,2,1600,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,5,6,1,90.3
2011,07,0013,080,11,01,01,010101,4,4,2,3,3, ,2,3000,2,3,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,2,3,3,6, , ,90.3
2011,10,0014,003,11,01,01,010101,4,4,2,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,9,1,124.17
2011,10,0014,076,11,01,01,010101,4,4,2,1,2, ,3,1400,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,5,6, ,1,124.17
2011,02,0015,010,11,01,01,010306,4,5,2,2,2, ,3,500,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,10,1,6,8,2,339.52
2011,02,0015,020,11,01,01,010306,4,5,3,2,2, ,3,1500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,2,339.52
2011,02,0015,028,11,01,01,010306,4,5,4,1,2, ,3,2500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,2,339.52
2011,02,0015,060,11,01,01,010306,4,5,2,1,3, ,2,1000,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,6,8,2,339.52
2011,02,0015,075,11,01,01,010306,4,5,3,2,2, ,2,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,2,339.52
2011,02,0015,096,11,01,01,010306,4,5,1,3,2, ,3,1500,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,6,6,2,339.52
2011,08,0016,008,11,01,01,010306,4,5,3,2,2, ,3,200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,1,6,6,1,369.54
2011,08,0016,032,11,01,01,010306,4,5,2,2,2, ,3,300,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,10,6, ,1,369.54
2011,08,0016,045,11,01,01,010306,4,5,4,1,2, ,2,4000,1,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,1,6,6,1,369.54
2011,08,0016,068,11,02,02,010306,4,5,2,2,2, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,369.54
2011,08,0016,078,11,02,02,010306,4,5,2,1,2, ,3,1000,3,3,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,1,6,6,1,369.54
2011,08,0016,104,11,01,01,010306,4,5,1,2,2, ,3,400,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,4,6, ,1,369.54
2011,03,0017,006,11,01,01,010305,4,6,2,2,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,1,2,83.11
2011,03,0017,022,11,01,01,010305,4,6,4,1,3, ,2,1500,1,2,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,2,2,1,6,6,1,83.11
2011,03,0017,033,11,01,02,010305,4,6,1,2,3, ,2,2000,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,2,83.11
2011,03,0017,053,11,02,02,010305,4,6,3,1,3, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,2,83.11
2011,03,0017,062,11,02,02,010305,4,6,1,1,1,6,3,300,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,2,83.11
2011,03,0017,080,11,01,01,010305,4,6,4,1,3, ,3,500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,2,83.11
2011,03,0017,090,11,01,01,010305,4,6,1,1,1,6,3,1000,3,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,3,1,6,2,83.11
2011,03,0017,107,11,01,01,010305,4,6,3,2,2, ,3,1000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,2,83.11
2011,05,0019,009,11,02,02,010505,4,6,4,3,2, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,83.88
2011,05,0019,018,11,02,02,010505,4,6,2,3,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,2,6,6,1,83.88
2011,05,0019,027,11,02,02,010505,4,6,4,3,2, ,3,300,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,1,83.88
2011,05,0019,037,11,01,01,010505,4,6,1,2,1,6,3,450,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,83.88
2011,05,0019,065,11,02,02,010505,4,6,4,1,2, ,2,700,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,83.88
2011,05,0019,084,11,02,02,010505,4,6,4,3,2, ,3,400,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,1,83.88
2011,05,0019,094,11,02,02,010505,4,6,2,3,2, ,3,300,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,10,10,6,6,1,83.88
2011,05,0019,111,11,01,01,010505,4,6,4,3,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,1,83.88
2011,06,0020,011,11,01,01,010504,4,6,4,3,3, ,2,800,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,2,83.88
2011,06,0020,031,11,01,01,010504,4,6,4,3,3, ,2,1500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,8,1,83.88
2011,06,0020,055,11,02,02,010504,4,6,4,1,2, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,2,83.88
2011,06,0020,065,11,01,01,010504,4,6,4,2,2, ,3,200,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,1,83.88
2011,06,0020,082,11,01,01,010504,4,6,4,1,2, ,3,600,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6, ,2,83.88
2011,06,0020,090,11,02,02,010504,4,6,4,3,3, ,2,2000,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,6,6,2,83.88
2011,06,0020,102,11,02,02,010504,4,6,2,2,2, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,2,83.88
2011,06,0020,110,11,02,02,010504,4,6,4,2,2, ,3,1000,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,6,6,2,83.88
2011,07,0021,010,11,02,02,010503,4,6,4,2,3, ,3,500,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,10,1,6,6,2,86.15
2011,07,0021,020,11,01,01,010503,4,6,4,3,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,1,86.15
2011,07,0021,032,11,01,01,010503,4,6,4,2,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,2,86.15
2011,07,0021,063,11,01,01,010503,4,6,4,1,2, ,2,2000,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,2,6,6,1,86.15
2011,07,0021,073,11,02,02,010503,4,6,2,2,2, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,8,6,1,86.15
2011,07,0021,087,11,01,01,010503,4,6,4,1,2, ,3,300,1,2,0,0,0,0,1,0,0,0,4, , , , , , , , , ,2,1,6, ,2,86.15
2011,07,0021,096,11,01,01,010503,4,6,2,2,2, ,3,300,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,1,86.15
2011,08,0022,004,11,02,02,010111,4,6,2,2,2, ,3,200,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,6,6,1,86.15
2011,08,0022,017,11,02,02,010111,4,6,3,1,1,7,3,500,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,1,86.15
2011,08,0022,028,11,02,02,010111,4,6,4,2,2, ,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,9,3,6,6,1,86.15
2011,08,0022,037,11,01,01,010111,4,6,2,1,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6, ,1,86.15
2011,08,0022,058,11,02,02,010111,4,6,3,3,1,6,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,3,6,6,1,86.15
2011,08,0022,093,11,01,01,010111,4,6,2,2,2, ,3,1200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,86.15
2011,08,0022,106,11,01,01,010111,4,6,3,2,2, ,3,100,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,10,6, ,1,86.15
2011,08,0022,130,11,02,02,010111,4,6,4,1,2, ,2,400,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,10,10,9,6,1,86.15
2011,09,0023,007,11,01,01,010109,4,6,1,2,1,7,3,1500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,86.15
2011,09,0023,014,11,02,02,010109,4,6,2,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,86.15
2011,09,0023,026,11,02,02,010109,4,6,2,2,2, ,3,700,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,86.15
2011,09,0023,044,11,01,01,010109,4,6,2,2,2, ,3,300,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,1,86.15
2011,09,0023,059,11,01,01,010109,4,6,4,2,2, ,2,500,2,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2,6,6,1,86.15
2011,09,0023,077,11,02,02,010109,4,6,2,2,2, ,3,200,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,1,86.15
2011,09,0023,085,11,01,01,010109,4,6,4,3,2, ,2,1200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,3,6,6,1,86.15
2011,09,0023,103,11,02,02,010109,4,6,2,3,3, ,3,300,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,9,6,1,86.15
2011,10,0024,001,11,02,02,010110,4,6,2,2,2, ,3,1500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,1,81.03
2011,10,0024,033,11,02,02,010110,4,6,1,2,2, ,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,3,6,6,1,81.03
2011,10,0024,043,11,02,02,010110,4,6,1,1,2, ,3,2000,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,5,10,6,6,1,81.03
2011,10,0024,055,11,01,01,010110,4,6,1,1,2, ,3,2000,3,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,1,81.03
2011,10,0024,075,11,02,02,010110,4,6,1,1,1,6,3,3500,2,4,0,0,0,0,0,0,0,1, , , , , , , , , , ,3,2,6,6,1,81.03
2011,10,0024,086,11,01,01,010110,4,6,4,2,2, ,2,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6, ,1,81.03
2011,10,0024,096,11,01,01,010110,4,6,2,2,2, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,81.03
2011,11,0025,026,11,01,01,010502,4,7,3,2,2, ,3,500,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,1,81.03
2011,11,0025,027,11,01,01,010502,4,7,3,2,2, ,3,500,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10,10,6,6,1,81.03
2011,11,0025,028,11,02,02,010502,4,7,3,1,1,6,3,2000,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,3,6,1,81.03
2011,11,0025,029,11,01,01,010502,4,7,2,3,3, ,3,3000,3,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,10,1,6, ,1,81.03
2011,11,0025,128,11,02,02,010502,4,7,3,2,2, ,3,500,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,10,10,6,6,1,81.03
2011,11,0025,130,11,02,02,010502,4,7,2,2,3, ,3,600,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,1,81.03
2011,11,0025,131,11,01,01,010502,4,7,3,2,1,6,3,400,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,81.03
2011,11,0025,132,11,01,01,010502,4,7,2,2,2, ,3,400,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6, ,1,81.03
2011,12,0026,003,11,01,01,010509,4,7,4,2,2, ,2,500,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,9,1,81.03
2011,12,0026,005,11,01,01,010509,4,7,2,2,2, ,3,400,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,1,81.03
2011,12,0026,006,11,02,02,010509,4,7,4,2,2, ,3,1000,3,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,6,1,81.03
2011,12,0026,079,11,02,02,010509,4,7,2,1,2, ,3,700,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,81.03
2011,12,0026,080,11,02,02,010509,4,7,4,2,2, ,2,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,9,6,1,81.03
2011,12,0026,081,11,01,01,010509,4,7,2,2,2, ,3,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6, ,1,81.03
2011,12,0026,082,11,02,02,010509,4,7,3,2,2, ,3,200,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,9,6,1,81.03
2011,12,0026,083,11,01,01,010509,4,7,2,1,3, ,3,1000,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,4,2,6,6,1,81.03
2011,01,0027,046,11,01,01,010504,4,7,4,2,2, ,3,100,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, , ,83.11
2011,01,0027,047,11,02,02,010504,4,7,4,2,2, ,3,1000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,2,83.11
2011,01,0027,107,11,02,02,010504,4,7,2,2,2, ,3,500,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,6,6,2,83.11
2011,01,0027,108,11,02,02,010504,4,7,2,2,2, ,3,250,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,2,83.11
2011,01,0027,109,11,01,01,010504,4,7,2,2,2, ,3,800,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6, ,83.11
2011,01,0027,110,11,02,02,010504,4,7,4,2,3, ,3,1000,2,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,2,6,6,2,83.11
2011,01,0027,111,11,02,02,010504,4,7,4,2,2, ,3,400,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,6,6,2,83.11
2011,02,0028,021,11,01,01,010521,4,7,2,1,3, ,2,600,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,1, ,2,83.11
2011,02,0028,027,11,01,01,010521,4,7,1,2,1,6,3,400,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,1,6,6,2,83.11
2011,02,0028,029,11,02,02,010521,4,7,2,2,2, ,3,400,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,8,6, ,83.11
2011,02,0028,034,11,01,01,010521,4,7,3,2,2, ,3,500,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,2,83.11
2011,02,0028,036,11,01,01,010521,4,7,1,1,1,6,4,500,1,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,2,83.11
2011,02,0028,037,11,02,02,010521,4,7,1,2,2, ,3,200,1,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,2,83.11
2011,02,0028,079,11,01,01,010521,4,7,2,1,3, ,3,2000,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,10,10,6,7,2,83.11
2011,02,0028,080,11,01,01,010521,4,7,3,2,2, ,2,300,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,2,83.11
2011,03,0029,047,11,01,01,010101,4,7,2,2,2, ,3,1000,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,83.11
2011,03,0029,048,11,01,01,010101,4,7,2,1,1,6,3,700,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6, ,1,83.11
2011,03,0029,049,11,01,01,010101,4,7,2,2,2, ,3,500,3,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,6,6,1,83.11
2011,03,0029,102,11,01,01,010101,4,7,2,3,2, ,3,100,2,2,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,1,5, ,1,83.11
2011,03,0029,105,11,01,01,010101,4,7,1,2,1,6,3,800,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,2,2,6,6,1,83.11
2011,03,0029,106,11,01,01,010101,4,7,3,2,2, ,3,400,2,3,0,0,0,0,0,0,0,1, , , , , , , , , , ,1,1,6,6,1,83.11
